uid,namedLocation,domainID,siteID,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertainty,elevation,elevationUncertainty,plotID,collectDate,processedDate,laboratoryName,sampleID,sampleCode,biomassID,internalLabID,batchID,testProtocolVersion,freshMass,freezeDryMass,c8To0Concentration,c10To0Concentration,c11To0Concentration,lipid2OH10To0Concentration,c12To0Concentration,c13To0Concentration,lipid2OH12To0Concentration,lipid3OH12To0Concentration,c14To1Concentration,c14To0Concentration,i14To0Concentration,i15To0Concentration,aC15To0Concentration,c15To0Concentration,c15To1Concentration,lipid2OH14To0Concentration,lipid3OH14To0Concentration,i16To0Concentration,cis16To1n9Concentration,c16To1Cis11Concentration,c16To0Concentration,lipid10Methyl16To0Concentration,i17To0Concentration,c17To1Concentration,cyclo17To0Concentration,c17To0Concentration,c17To0AnteisoConcentration,lipid2OH16To0Concentration,lipid10Methyl17To0Concentration,c18To3n6Concentration,cis18To2n912Concentration,cis18To1n9Concentration,trans18To1n9Concentration,trans18To2n912Concentration,c18To3n3Concentration,c18To1n11Concentration,c18To0Concentration,lipid10Methyl18To0Concentration,cyclo19To0Concentration,c19To0Concentration,c19To1Cis10Concentration,c20To4n6Concentration,c20To5n3Concentration,c20To3n6Concentration,c20To2Concentration,c20To1Concentration,c20To3n3Concentration,c20To0Concentration,c21To0Concentration,c22To2Concentration,c22To1n9Concentration,c22To0Concentration,c22To6CisConcentration,c23To0Concentration,c24To1Concentration,c24To0Concentration,totalLipidConcentration,extractionEfficiency,extractEffStdConc,processedBy,reviewedBy,remarks,analysisResultsQF,dataQF,publicationDate,release
63999d1d-f641-4eeb-a69f-341d14473c41,HARV_002.basePlot.bgc,D01,HARV,42.478565,-72.259572,WGS84,20.12,193.6,0.1,HARV_002,2018-07-11T14:08Z,2019-03-29,EcoCore_CSU,HARV_002-M-9-4-20180711,A00000000702,HARV_002-M-9-4-20180711-BM,B4-48,20190329 Set 4-1,EcoCore_PLFA_SOP_v2,2.17,1.2,0,0,0,0,1.25,0,0.99,0,1.2,1.2,0,1.45,0.5,0,0,0,0,0.81,1.44,0.89,2.88,0.53,0,0.52,1.04,0.56,0.62,0,1.33,0,0,1.41,0.96,0,0,7.18,1.25,0.43,2.99,,0,0.5,0,0,0,0,0,0,,0,0,1.2,0,0.56,0.62,1.36,35.67,8.06,7.65,UUHyUZEFXsxB8sFGg5Hhww==,n1ZvJKzEEAM=,,2,,20201218T104808Z,RELEASE-2021
98c446e0-486f-4246-8c32-1daf678921bf,HARV_002.basePlot.bgc,D01,HARV,42.478565,-72.259572,WGS84,20.12,193.6,0.1,HARV_002,2018-07-11T14:37Z,2019-03-29,EcoCore_CSU,HARV_002-O-1-33.5-20180711,A00000000722,HARV_002-O-1-33.5-20180711-BM,B4-18,20190329 Set 4-1,EcoCore_PLFA_SOP_v2,0.36,0.24,0,0,0,0,8.24,2.89,0,0,0,9.55,0,36.65,12.77,8.17,0,0,7.58,19.38,26.24,10.11,69.33,4.5,0,3.84,17.73,5.69,0,0,25.64,0,76.47,58.26,6.77,0,4.78,20.57,13.65,3.58,1.3,,66.03,4.15,3.82,0,0,2.98,3.01,4.72,,0,3.38,9.96,0,3.73,3.95,12.13,571.54,9.98,9.49,UUHyUZEFXsxB8sFGg5Hhww==,n1ZvJKzEEAM=,,2,,20201218T104808Z,RELEASE-2021
849b8aa8-8424-4e08-9ac0-83012c70a41d,HARV_002.basePlot.bgc,D01,HARV,42.478565,-72.259572,WGS84,20.12,193.6,0.1,HARV_002,2018-07-11T14:57Z,2019-03-29,EcoCore_CSU,HARV_002-M-1-33.5-20180711,A00000000704,HARV_002-M-1-33.5-20180711-BM,B4-47,20190329 Set 4-1,EcoCore_PLFA_SOP_v2,1.91,0.84,0,0,0,0,1.84,0.78,1.24,0,1.67,1.79,0,2.57,0.71,0.95,0,0,1.28,1.66,2.49,1.28,5.05,0.72,0,0.77,1.78,0.94,0.91,0,2.22,0.79,0.98,3.46,1.29,0,0.72,5.19,1.9,0.75,0.12,,5.26,0.74,0.63,0,0,0,0.64,1.12,,0,0.84,1.75,0,0.8,0.91,1.91,60.46,6.55,6.22,UUHyUZEFXsxB8sFGg5Hhww==,n1ZvJKzEEAM=,,2,,20201218T104808Z,RELEASE-2021
5dd2a24e-5411-46bb-ad24-9aec7f5841d6,HARV_005.basePlot.bgc,D01,HARV,42.489469,-72.275158,WGS84,20.12,189.8,0.3,HARV_005,2018-07-11T16:56Z,2019-04-01,EcoCore_CSU,HARV_005-O-11-37-20180711,A00000000719,HARV_005-O-11-37-20180711-BM,B4-53,20190401 Set 4-2,EcoCore_PLFA_SOP_v2,0.36,0.18,0,0,0,0,0,7.34,13.08,0,0,16.7,0,32.23,16.28,9.83,0,0,7.48,23.09,31,18.53,83.9,7.21,0,0,16.46,9.26,0,0,28.04,6.99,55.01,83.46,13.96,0,7.85,33.43,23.2,6.87,0,,77.51,8.59,7.76,0,0,5.32,5.84,9.8,,0,0,16.77,0,5.48,0,14.07,702.33,9.12,8.66,UUHyUZEFXsxB8sFGg5Hhww==,n1ZvJKzEEAM=,,2,,20201218T104808Z,RELEASE-2021
fea026e3-de60-4c01-8661-17a8bd5e777e,HARV_005.basePlot.bgc,D01,HARV,42.489469,-72.275158,WGS84,20.12,189.8,0.3,HARV_005,2018-07-11T17:08Z,2019-04-01,EcoCore_CSU,HARV_005-M-11-37-20180711,A00000001023,HARV_005-M-11-37-20180711-BM,B4-50,20190401 Set 4-2,EcoCore_PLFA_SOP_v2,1.96,1.4,0,0,0,0,0,0.99,2.57,0,0,2.18,0,4.05,2.95,1.28,0,0,1.09,2.3,4.28,2.39,8.26,1.1,0,0,2.34,1.17,0,0,3.85,0.89,0,6.23,3.03,0,0.95,6.51,2.72,1.38,0,,9.4,0.76,0,0,0,0,0,1.23,,0,0,1.81,0,0,0.87,1.98,78.56,13.57,12.89,UUHyUZEFXsxB8sFGg5Hhww==,n1ZvJKzEEAM=,,0,,20201218T104808Z,RELEASE-2021
3cbac10a-702b-4628-b4f4-ad43c385402a,HARV_005.basePlot.bgc,D01,HARV,42.489469,-72.275158,WGS84,20.12,189.8,0.3,HARV_005,2018-07-11T17:31Z,2019-03-29,EcoCore_CSU,HARV_005-O-24.5-36-20180711,A00000000718,HARV_005-O-24.5-36-20180711-BM,B4-26,20190329 Set 4-1,EcoCore_PLFA_SOP_v2,0.41,0.22,0,0,0,0,0,0,0,0,7.27,7.17,0,13.37,2.98,0,0,0,4.84,7.51,13.33,8.57,27.09,2.92,0,3.26,6.54,3.76,3.98,0,10.76,3.05,0,25.94,5.48,2.79,2.75,17.94,8.85,2.61,34.16,,0,3.55,2.77,0,0,2.71,2.57,4.26,,0,3.19,6.74,0,3.03,3.69,7.34,266.78,7.07,6.72,UUHyUZEFXsxB8sFGg5Hhww==,n1ZvJKzEEAM=,,2,,20201218T104808Z,RELEASE-2021
39c4d6e4-4357-4a90-8ac6-21bc4d5edf4d,HARV_005.basePlot.bgc,D01,HARV,42.489469,-72.275158,WGS84,20.12,189.8,0.3,HARV_005,2018-07-11T17:38Z,2019-04-01,EcoCore_CSU,HARV_005-M-24.5-36-20180711,A00000000715,HARV_005-M-24.5-36-20180711-BM,B4-54,20190401 Set 4-2,EcoCore_PLFA_SOP_v2,1.83,1.22,0,0,0,0,0,0,1.8,0,0,2.18,0,2.37,1.85,1.13,0,0,1.08,1.49,1.78,1.6,4.96,1.07,1.38,0,1.36,0.88,0,0,2.31,0,1.48,3.15,1.67,0,0.87,3.17,2.1,1.11,0,,3.76,0.83,0,0,0,0,0,1.34,,0,0,1.94,0,0,0,1.81,50.45,7.36,7,UUHyUZEFXsxB8sFGg5Hhww==,n1ZvJKzEEAM=,,2,,20201218T104808Z,RELEASE-2021
68de98b9-8fec-4e20-833a-8509cec8f910,HARV_005.basePlot.bgc,D01,HARV,42.489469,-72.275158,WGS84,20.12,189.8,0.3,HARV_005,2018-07-11T18:06Z,2019-04-01,EcoCore_CSU,HARV_005-O-7-1.5-20180711,A00000000717,HARV_005-O-7-1.5-20180711-BM,B4-52,20190401 Set 4-2,EcoCore_PLFA_SOP_v2,0.54,0.32,0,0,0,0,8.44,0,4.75,0,0,8.93,0,13.81,7.34,4.89,0,0,4.24,8.45,12.85,6.65,32.99,0,0,0,7.78,4.29,0,0,10.77,3.67,18.7,25.8,5.27,0,4.33,16.77,9.77,3.12,2.67,,22.45,3.84,3.35,0,0,3.29,2.99,5.3,,0,0,8.13,0,3.06,3.54,7.62,289.86,6.63,6.3,UUHyUZEFXsxB8sFGg5Hhww==,n1ZvJKzEEAM=,,2,,20201218T104808Z,RELEASE-2021
dda2eae8-43e6-4236-95f8-c4dd11202ecc,HARV_005.basePlot.bgc,D01,HARV,42.489469,-72.275158,WGS84,20.12,189.8,0.3,HARV_005,2018-07-11T18:14Z,2019-04-01,EcoCore_CSU,HARV_005-M-7-1.5-20180711,A00000000716,HARV_005-M-7-1.5-20180711-BM,B4-51,20190401 Set 4-2,EcoCore_PLFA_SOP_v2,0.61,0.45,0,0,0,0,0,0,4.63,0,0,5.9,0,6.05,4.65,3.06,0,0,3.1,4.06,6.49,4.37,14.62,2.7,0,0,4.23,0,0,0,5.76,0,0,10.71,4.56,0,0,12.98,6.13,2.56,0,,11.93,2.27,0,0,0,0,0,3.65,,0,0,5.33,0,0,0,5.32,135.06,13.31,12.65,UUHyUZEFXsxB8sFGg5Hhww==,n1ZvJKzEEAM=,,0,,20201218T104808Z,RELEASE-2021
7e275482-dcd6-4fe3-8ae4-5cfaffc6b013,HARV_013.basePlot.bgc,D01,HARV,42.392282,-72.254598,WGS84,20.19,184.6,0.2,HARV_013,2018-07-12T13:36Z,2019-04-01,EcoCore_CSU,HARV_013-O-33-23-20180712,A00000001026,HARV_013-O-33-23-20180712-BM,B4-64,20190401 Set 4-2,EcoCore_PLFA_SOP_v2,0.53,0.39,0,0,0,0,6.99,0,5.8,0,0,8.02,0,19.96,9.28,3.05,0,0,3.58,7.84,17.13,8.2,30.33,3.51,0,0,7.65,3.65,0,0,11.81,2.98,10.3,19.21,4.2,0,3.09,29.9,8.72,3.32,2.17,,2.35,3.03,2.66,0,0,2.57,2.37,5.01,,0,2.6,9.49,2.75,2.67,2.97,7.32,276.48,7.44,7.07,UUHyUZEFXsxB8sFGg5Hhww==,n1ZvJKzEEAM=,,2,,20201218T104808Z,RELEASE-2021
ea78f9c3-196e-46bd-b780-f4192aac7722,HARV_013.basePlot.bgc,D01,HARV,42.392282,-72.254598,WGS84,20.19,184.6,0.2,HARV_013,2018-07-12T13:44Z,2019-04-01,EcoCore_CSU,HARV_013-M-33-23-20180712,A00000001028,HARV_013-M-33-23-20180712-BM,B4-76,20190401 Set 4-2,EcoCore_PLFA_SOP_v2,1.6,1.29,0,0,0,0,0,0,1.47,0,0,2.04,0,2.67,1.86,1.04,0,0,1.03,1.32,2.31,1.29,4.29,0.95,0,0,1.45,1.29,0.75,0,1.81,0,1.82,1.99,1.26,0,0,11.27,1.96,1.05,0.83,,3.75,0,0,0,0,0,0,1.33,,0,0,1.91,0,0,0,1.82,54.57,8.42,8,UUHyUZEFXsxB8sFGg5Hhww==,n1ZvJKzEEAM=,,2,,20201218T104808Z,RELEASE-2021
13e09c8a-554b-44df-a161-9ac07887810a,HARV_013.basePlot.bgc,D01,HARV,42.392282,-72.254598,WGS84,20.19,184.6,0.2,HARV_013,2018-07-12T14:15Z,2019-04-01,EcoCore_CSU,HARV_013-O-0-6-20180712,A00000001025,HARV_013-O-0-6-20180712-BM,B4-75,20190401 Set 4-2,EcoCore_PLFA_SOP_v2,0.57,0.36,0,0,0,0,7.42,3.57,6.78,0,0,8.22,0,21.13,8.09,3.23,0,0,3.75,9.29,17.77,8.03,33.82,3.73,0,0,7.33,3.68,0,0,12.67,3.29,9.44,29.88,4.66,2.86,3.17,20.41,10.36,4.1,0,,47.49,3.02,2.61,0,0,2.83,0,4.78,,0,0,7.31,0,2.71,3.08,6.92,327.45,10.81,10.27,UUHyUZEFXsxB8sFGg5Hhww==,n1ZvJKzEEAM=,,0,,20201218T104808Z,RELEASE-2021
39d49493-8f39-4d9c-b261-0132303723d0,HARV_013.basePlot.bgc,D01,HARV,42.392282,-72.254598,WGS84,20.19,184.6,0.2,HARV_013,2018-07-12T14:25Z,2019-04-01,EcoCore_CSU,HARV_013-M-0-6-20180712,A00000001029,HARV_013-M-0-6-20180712-BM,B4-78,20190401 Set 4-2,EcoCore_PLFA_SOP_v2,1.77,1.23,0,0,0,0,2.17,0,1.61,0,0,2.18,0,3.21,2.1,0.97,0,0,1.08,1.66,2.45,1.56,5.26,1.03,1.41,0,1.78,0,0,0,2.47,0,1.72,3.12,1.39,0,0,8.52,2.19,1.07,0.74,,4.33,0.82,0,0,0,0,0,1.46,,0,0,2.11,0,0.79,0,2.05,61.25,9.9,9.41,UUHyUZEFXsxB8sFGg5Hhww==,n1ZvJKzEEAM=,,2,,20201218T104808Z,RELEASE-2021
c0ac21dd-cf66-48d0-936a-a52ac41bdccc,HARV_013.basePlot.bgc,D01,HARV,42.392282,-72.254598,WGS84,20.19,184.6,0.2,HARV_013,2018-07-12T14:51Z,2019-04-01,EcoCore_CSU,HARV_013-O-2.5-25-20180712,A00000001024,HARV_013-O-2.5-25-20180712-BM,B4-65,20190401 Set 4-2,EcoCore_PLFA_SOP_v2,0.73,0.53,0,0,0,0,5.11,0,4.87,0,0,5.92,0,17.22,6.27,2.27,0,0,2.61,6.83,14.39,6.43,24.68,2.87,0,0,5.75,2.94,0,0,11.28,2.21,6.39,18.53,3.52,2.12,0,19.36,7.59,2.87,1.57,,1.83,2.17,1.9,0,0,0,1.73,3.77,,0,1.93,7.19,0,2,0,6.42,212.56,7.63,7.25,UUHyUZEFXsxB8sFGg5Hhww==,n1ZvJKzEEAM=,,2,,20201218T104808Z,RELEASE-2021
d1f7f6b8-ae82-41dd-98c1-6070f6ba25fc,HARV_013.basePlot.bgc,D01,HARV,42.392282,-72.254598,WGS84,20.19,184.6,0.2,HARV_013,2018-07-12T15:05Z,2019-04-01,EcoCore_CSU,HARV_013-M-2.5-25-20180712,A00000001027,HARV_013-M-2.5-25-20180712-BM,B4-81,20190401 Set 4-2,EcoCore_PLFA_SOP_v2,0.59,0.43,0,0,0,0,6.2,2.82,4.15,0,0,5.66,0,6.75,4.91,2.54,0,0,3.38,4.1,6.02,3.66,12.66,2.68,2.99,0,4.16,2.63,0,0,5.69,0,4.26,7.49,0,0,0,10.33,6.04,2.79,1.86,,10.48,2.29,2.1,0,0,0,0,4.17,,2.83,0,5.94,0,2.2,2.62,5.3,151.71,15.84,15.05,UUHyUZEFXsxB8sFGg5Hhww==,n1ZvJKzEEAM=,,0,,20201218T104808Z,RELEASE-2021
5d18bc96-8f94-4660-bd61-159cd3b0e928,HARV_021.basePlot.bgc,D01,HARV,42.45243,-72.250472,WGS84,20.1,175.1,0.1,HARV_021,2018-07-12T18:13Z,2019-04-01,EcoCore_CSU,HARV_021-O-6.5-2-20180712,A00000001039,HARV_021-O-6.5-2-20180712-BM,B4-79,20190401 Set 4-2,EcoCore_PLFA_SOP_v2,0.59,0.32,0,0,0,0,8.44,0,4.71,0,0,8.8,0,14.54,6.63,3.42,0,0,4.27,8.18,11.36,6.06,28.4,3.78,0,0,7.34,4.13,0,0,12.03,0,18.22,22.24,3.63,3.45,3.56,9.2,9.47,3.25,2.82,,24.48,3.56,3.42,0,0,2.92,0,5.26,,0,0,7.99,0,3.02,3.49,7.06,269.11,7.86,7.46,UUHyUZEFXsxB8sFGg5Hhww==,n1ZvJKzEEAM=,,2,,20201218T104808Z,RELEASE-2021
9303dff0-942f-4061-89ca-e5db4bb860cc,HARV_021.basePlot.bgc,D01,HARV,42.45243,-72.250472,WGS84,20.1,175.1,0.1,HARV_021,2018-07-12T18:24Z,2019-04-01,EcoCore_CSU,HARV_021-M-6.5-2-20180712,A00000001044,HARV_021-M-6.5-2-20180712-BM,B4-82,20190401 Set 4-2,EcoCore_PLFA_SOP_v2,0.58,0.47,0,0,0,0,5.64,0,3.62,0,0,5.17,0,5.62,3.63,2.33,0,0,2.87,3.94,5.72,3.67,12.28,2.51,0,0,3.92,2.47,0,0,5.34,2.44,4.17,8.38,3.31,0,2.23,8.8,5.57,2.32,1.69,,1.76,2.15,0,0,0,1.98,0,3.89,,0,0,6.12,0,2.03,2.36,5.36,133.29,13.9,13.21,UUHyUZEFXsxB8sFGg5Hhww==,n1ZvJKzEEAM=,,0,,20201218T104808Z,RELEASE-2021
da76741c-2ab5-4d74-a8d8-496b857f2389,HARV_021.basePlot.bgc,D01,HARV,42.45243,-72.250472,WGS84,20.1,175.1,0.1,HARV_021,2018-07-12T18:51Z,2019-04-01,EcoCore_CSU,HARV_021-O-38-18.5-20180712,A00000001040,HARV_021-O-38-18.5-20180712-BM,B4-83,20190401 Set 4-2,EcoCore_PLFA_SOP_v2,0.63,0.24,0,0,0,0,0,0,5.84,0,0,11.11,0,13.39,7.89,5.45,0,0,5.75,9.42,11.52,6.58,27.6,4.91,0,0,7.68,4.84,0,0,12.5,0,6.55,16.94,4.94,4.26,4.38,11.18,11.23,4.5,0,,19.37,4.58,3.83,0,0,4,0,7.82,,0,0,13.9,0,4.09,4.7,10.6,271.37,11.89,11.3,UUHyUZEFXsxB8sFGg5Hhww==,n1ZvJKzEEAM=,,0,,20201218T104808Z,RELEASE-2021
6583239e-9e41-4ee6-84a2-c433a98368cb,HARV_021.basePlot.bgc,D01,HARV,42.45243,-72.250472,WGS84,20.1,175.1,0.1,HARV_021,2018-07-12T19:00Z,2019-04-01,EcoCore_CSU,HARV_021-M-38-18.5-20180712,A00000001043,HARV_021-M-38-18.5-20180712-BM,B4-80,20190401 Set 4-2,EcoCore_PLFA_SOP_v2,1.66,1.26,0,0,0,0,2.07,0,1.57,0,0,1.94,0,2.46,1.56,0.85,0,0,1,1.63,1.96,1.44,5.46,0.88,1.34,0,1.69,1.23,0,0,1.93,0.87,1.29,3.31,1.28,0.79,0.85,9.58,2.2,0.74,0.73,,0.67,0.82,0.72,0,0,0.76,0.72,1.6,,0,0,1.8,0,0.77,0.89,1.63,61.01,6.2,5.89,UUHyUZEFXsxB8sFGg5Hhww==,n1ZvJKzEEAM=,,2,,20201218T104808Z,RELEASE-2021
0a64a195-630c-4ad8-9031-764b061baa9f,HARV_021.basePlot.bgc,D01,HARV,42.45243,-72.250472,WGS84,20.1,175.1,0.1,HARV_021,2018-07-12T19:15Z,2019-04-01,EcoCore_CSU,HARV_021-O-39.5-23-20180712,A00000001041,HARV_021-O-39.5-23-20180712-BM,B4-77,20190401 Set 4-2,EcoCore_PLFA_SOP_v2,0.53,0.18,0,0,0,0,15.02,0,8.02,0,0,16.2,0,24.92,13.93,5.95,0,0,7.15,15.2,22.39,11.73,50.45,6.77,0,0,13.21,7.11,0,0,21.15,6.16,22.18,31.5,0,7.04,6.78,20.71,16.7,5.57,5.13,,30.13,6.48,5.66,0,0,6.4,4.99,10.49,,0,5.59,20.42,6.01,5.78,6.26,15.76,484.94,11.14,10.58,UUHyUZEFXsxB8sFGg5Hhww==,n1ZvJKzEEAM=,,0,,20201218T104808Z,RELEASE-2021
b469aaba-c637-48d9-ae1b-1de24dcc4cec,HARV_021.basePlot.bgc,D01,HARV,42.45243,-72.250472,WGS84,20.1,175.1,0.1,HARV_021,2018-07-12T19:25Z,2019-04-01,EcoCore_CSU,HARV_021-M-39.5-23-20180712,A00000001042,HARV_021-M-39.5-23-20180712-BM,B4-90,20190401 Set 4-2,EcoCore_PLFA_SOP_v2,1.59,1.1,0,0,0,0,0,1.18,2.09,0,0,2.44,0,3.03,2.06,1.2,0,0,1.23,1.64,3.03,1.94,6.27,1.09,0,0,1.94,1.1,0,0,2.51,1.05,2.62,4.58,1.59,0,1.02,5.08,2.56,0.93,0,,6.74,0.99,0.9,0,0,0,0.86,1.6,,0,0,2.42,0,0.87,0,2.28,68.87,9.3,8.84,UUHyUZEFXsxB8sFGg5Hhww==,n1ZvJKzEEAM=,,2,,20201218T104808Z,RELEASE-2021
3cd2bd43-1e9c-4d28-b20d-8c58b20dac35,HARV_005.basePlot.bgc,D01,HARV,42.489469,-72.275158,WGS84,20.12,189.8,0.3,HARV_005,2018-10-08T13:29Z,2020-07-16,"Microbial ID, Inc",HARV_005-O-0.5-19.5-20181008,A00000032388,HARV_005-O-0.5-19.5-20181008-BM,MI200709-1313,45,Midi_PLFA_SOP_v1,5.81,1.99,,0,0,1.24,0,0,,,0,6.96,2.3,42.02,16.42,4.17,0,,,14.67,39.05,19.11,99.19,30.19,7.13,0,15.96,4.95,4.96,0.62,2.9,1.51,46.05,60.67,,,,61.21,,9.95,54.56,,,6.88,2,1.12,0,4.23,,2.02,0,0,0,3.64,0,1.17,0,4.43,571.29,65.37,6.1,X3dKIAlqROSj6yvdqziKsQ==,ujgT9aJ6r0v1tDEzqHQgRg==,,0,,20201218T104553Z,RELEASE-2021
e622d2cc-d100-493a-8455-32c14b9a1e34,HARV_005.basePlot.bgc,D01,HARV,42.489469,-72.275158,WGS84,20.12,189.8,0.3,HARV_005,2018-10-08T13:40Z,2020-07-16,"Microbial ID, Inc",HARV_005-M-0.5-19.5-20181008,A00000032390,HARV_005-M-0.5-19.5-20181008-BM,MI200709-1312,45,Midi_PLFA_SOP_v1,12.32,7.56,,0,0,0,0,0,,,0,0.73,0.36,5.62,2.68,0.41,0,,,2.28,3.93,2.75,9.7,6.39,1.59,0,2.53,0.55,1.2,0,0.35,0,3.2,4.92,,,,8.75,,2.71,9.39,,,0.62,0,0.14,0,0,,0.19,0,0,0,0.23,0,0.15,0,0.27,71.64,75.36,6.1,X3dKIAlqROSj6yvdqziKsQ==,ujgT9aJ6r0v1tDEzqHQgRg==,,0,,20201218T104553Z,RELEASE-2021
a4c7e9f3-977d-4308-9aa6-f31f0aeb3802,HARV_005.basePlot.bgc,D01,HARV,42.489469,-72.275158,WGS84,20.12,189.8,0.3,HARV_005,2018-10-08T13:53Z,2020-10-16,"Microbial ID, Inc",HARV_005-O-23-34.5-20181008,A00000032387,HARV_005-O-23-34.5-20181008-BM,MI200916-2166,78,Midi_PLFA_SOP_v1,6.23,1.56,,0,0,0,0,0,,,0,1.37,0.45,8.96,3.43,0.89,0,,,3.24,7.26,4.24,17.44,6.06,1.38,0,2.77,1.1,1.01,0,0.45,0.32,10.76,16.66,,,,10.17,,1.17,19.66,,,2.28,0.92,0.53,0.21,0.39,,0.53,0,0,0,0.86,0.15,0.28,0.38,0.91,126.19,48.98,6.1,X3dKIAlqROSj6yvdqziKsQ==,R4/UGDekA77/irTWzC9I3x3ZBDsojeHY,,0,,20201218T104553Z,RELEASE-2021
89d1372b-4284-44b1-af16-062846f9df71,HARV_005.basePlot.bgc,D01,HARV,42.489469,-72.275158,WGS84,20.12,189.8,0.3,HARV_005,2018-10-08T13:58Z,2020-10-16,"Microbial ID, Inc",HARV_005-M-23-34.5-20181008,A00000032391,HARV_005-M-23-34.5-20181008-BM,MI200916-2163,78,Midi_PLFA_SOP_v1,13.32,7.04,,0,0,0.21,0,0,,,0,1.31,0.42,8.34,4.18,1.04,0,,,3.21,6.81,5.68,18.34,8.24,2.44,0,3.1,1.04,2.06,0,0.52,0,7.76,14.87,,,,21.94,,3.74,31.4,,,0.76,0.33,0.22,0.24,0.14,,0.72,0.26,0,0,1.51,0,0.46,0,1.51,152.78,71.44,6.1,X3dKIAlqROSj6yvdqziKsQ==,R4/UGDekA77/irTWzC9I3x3ZBDsojeHY,,0,,20201218T104553Z,RELEASE-2021
23ce28b8-baae-4cfe-bfc9-c90b9eee2b8e,HARV_005.basePlot.bgc,D01,HARV,42.489469,-72.275158,WGS84,20.12,189.8,0.3,HARV_005,2018-10-08T14:19Z,2020-10-16,"Microbial ID, Inc",HARV_005-O-23.5-6.5-20181008,A00000032386,HARV_005-O-23.5-6.5-20181008-BM,MI200916-2165,78,Midi_PLFA_SOP_v1,5.61,2.68,,0,0,0.55,0,0,,,0,1.91,0.53,12.26,3.81,1.27,0,,,3.4,11.32,5.96,23.57,6.29,1.94,0,4.54,1.72,1.6,0,0.59,0,12.28,22.93,,,,12.27,,2.74,30.52,,,1.83,0.61,0.57,0.43,0.58,,1.45,0.41,0,0,5.72,0,0.99,0,12.22,186.81,72.2,6.1,X3dKIAlqROSj6yvdqziKsQ==,R4/UGDekA77/irTWzC9I3x3ZBDsojeHY,,0,,20201218T104553Z,RELEASE-2021
b3c9cae6-0584-49a4-a8bc-416b6c4656fb,HARV_005.basePlot.bgc,D01,HARV,42.489469,-72.275158,WGS84,20.12,189.8,0.3,HARV_005,2018-10-08T14:23Z,2020-10-16,"Microbial ID, Inc",HARV_005-M-23.5-6.5-20181008,A00000032389,HARV_005-M-23.5-6.5-20181008-BM,MI200916-2162,78,Midi_PLFA_SOP_v1,16.51,10.77,,0,0,0,0,0,,,0,0.92,0.3,6.04,2.34,0.64,0,,,2.41,4.16,3.41,11.17,5.67,1.46,0,2.52,0.68,1.53,0,0.5,0,4.27,7.48,,,,8.26,,3.62,13.08,,,0.6,0,0.15,0,0,,0.34,0,0,0,0.76,0,0.15,0,1.39,83.86,78,6.1,X3dKIAlqROSj6yvdqziKsQ==,R4/UGDekA77/irTWzC9I3x3ZBDsojeHY,,0,,20201218T104553Z,RELEASE-2021
ef317941-42a3-408a-a78e-0d8b8ae12f4b,HARV_002.basePlot.bgc,D01,HARV,42.478565,-72.259572,WGS84,20.12,193.6,0.1,HARV_002,2018-10-08T15:19Z,2020-07-16,"Microbial ID, Inc",HARV_002-O-12-2.5-20181008,A00000032374,HARV_002-O-12-2.5-20181008-BM,MI200709-1309,45,Midi_PLFA_SOP_v1,4.25,2.57,,0,0,0.57,0.9,0,,,0,5.3,1.7,38.66,11.81,4.83,0,,,16.02,29.09,12.6,66.56,29.38,5.38,1.37,16.44,4.83,4.12,0.43,2.85,0.43,30.85,62.9,,,,36.75,,9.13,73.31,,,4,1.15,1.72,0.78,1.23,,1.99,0,0,0,3.73,0,1.16,0,3.3,485.24,93.26,6.1,X3dKIAlqROSj6yvdqziKsQ==,ujgT9aJ6r0v1tDEzqHQgRg==,,0,,20201218T104553Z,RELEASE-2021
afd0af7e-7ee4-4c97-b266-35fa628a8b50,HARV_002.basePlot.bgc,D01,HARV,42.478565,-72.259572,WGS84,20.12,193.6,0.1,HARV_002,2018-10-08T15:24Z,2020-07-16,"Microbial ID, Inc",HARV_002-M-12-2.5-20181008,A00000032372,HARV_002-M-12-2.5-20181008-BM,MI200709-1308,45,Midi_PLFA_SOP_v1,11.73,8.78,,0,0,0,0.19,0,,,0,1.09,0.37,7.99,3.16,0.74,0,,,2.73,5.06,3.92,13.13,7.52,1.98,0,3.92,0.81,1.91,0,0.64,0.14,1.47,9,,,,13.62,,4.38,16.3,,,0,0,0.25,0,0.26,,0.33,0,0,0,0.43,0,0,0,0.39,101.72,98.3,6.1,X3dKIAlqROSj6yvdqziKsQ==,ujgT9aJ6r0v1tDEzqHQgRg==,,0,,20201218T104553Z,RELEASE-2021
