uid,analysisDate,namedLocation,domainID,siteID,plotID,plotType,collectDate,sampleID,sampleCode,cnSampleID,cnSampleCode,sampleType,acidTreatment,d15N,organicd13C,nitrogenPercent,organicCPercent,CNratio,cnIsotopeQF,cnPercentQF,isotopeAccuracyQF,percentAccuracyQF,analyticalRepNumber,remarks,laboratoryName,testMethod,instrument,analyzedBy,reviewedBy,dataQF,publicationDate,release
ccc43384-e1c4-4ade-96b0-f80fa35b81aa,2015-04-28,BART_004.basePlot.bgc,D01,BART,BART_004,distributed,2014-08-19T12:47Z,BART_004-M-3-28-20140819,,BART_004-M-3-28-20140819-CN,,soil,N,5.7,-26.3,0.17,4.47,25.9,OK,OK,,,2,Replicate samples,University of Wyoming Stable Isotope Facility,"010 EA-IRMS organic d15N, d13C, C% & N%",,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,legacyData,20201217T042530Z,RELEASE-2021
3a98d39b-c110-49ea-b867-af96dedd31ea,2015-04-28,BART_004.basePlot.bgc,D01,BART,BART_004,distributed,2014-08-19T12:47Z,BART_004-O-3-28-20140819,,BART_004-O-3-28-20140819-CN,,soil,N,3.1,-26.7,2.01,46.64,23.2,OK,OK,,,1,"",University of Wyoming Stable Isotope Facility,"010 EA-IRMS organic d15N, d13C, C% & N%",,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,legacyData|dryingProtocolError,20201217T042530Z,RELEASE-2021
60e9aeb9-66c8-4a03-958d-04eb4c8ef0bc,2015-04-28,BART_004.basePlot.bgc,D01,BART,BART_004,distributed,2014-08-19T12:47Z,BART_004-M-3-28-20140819,,BART_004-M-3-28-20140819-CN,,soil,N,5.4,-26.3,0.18,4.8,26.9,OK,OK,,,1,Replicate samples,University of Wyoming Stable Isotope Facility,"010 EA-IRMS organic d15N, d13C, C% & N%",,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,legacyData,20201217T042530Z,RELEASE-2021
49c79b5e-928e-4b4f-b9a1-c4430397e19a,2015-04-28,BART_004.basePlot.bgc,D01,BART,BART_004,distributed,2014-08-19T13:36Z,BART_004-O-9-34-20140819,,BART_004-O-9-34-20140819-CN,,soil,N,5.2,-26.3,1.92,40.02,20.9,OK,OK,,,1,"",University of Wyoming Stable Isotope Facility,"010 EA-IRMS organic d15N, d13C, C% & N%",,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,legacyData|dryingProtocolError,20201217T042530Z,RELEASE-2021
d4b5b4bf-f545-477c-89b2-7560044c0505,2015-04-28,BART_004.basePlot.bgc,D01,BART,BART_004,distributed,2014-08-19T13:36Z,BART_004-M-9-34-20140819,,BART_004-M-9-34-20140819-CN,,soil,N,5.6,-26.2,0.11,2.69,24.2,OK,OK,,,1,"",University of Wyoming Stable Isotope Facility,"010 EA-IRMS organic d15N, d13C, C% & N%",,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,legacyData,20201217T042530Z,RELEASE-2021
afaa6b44-ccb9-424a-a2a0-f7736316b6a9,2015-04-28,BART_023.basePlot.bgc,D01,BART,BART_023,distributed,2014-08-19T13:51Z,BART_023-M-23-8-20140819,,BART_023-M-23-8-20140819-CN,,soil,N,4.7,-26.3,0.83,22.04,26.5,OK,OK,,,1,"",University of Wyoming Stable Isotope Facility,"010 EA-IRMS organic d15N, d13C, C% & N%",,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,legacyData,20201217T042530Z,RELEASE-2021
1891b7e3-9fa0-4898-bd4f-762f53f40e4c,2015-04-28,BART_023.basePlot.bgc,D01,BART,BART_023,distributed,2014-08-19T13:51Z,BART_023-O-23-8-20140819,,BART_023-O-23-8-20140819-CN,,soil,N,-0.9,-27.8,2.23,47.67,21.4,OK,OK,,,1,"",University of Wyoming Stable Isotope Facility,"010 EA-IRMS organic d15N, d13C, C% & N%",,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,legacyData|dryingProtocolError,20201217T042530Z,RELEASE-2021
90615f2b-ff4f-4cfd-837e-af4f86fff6f2,2015-04-28,BART_004.basePlot.bgc,D01,BART,BART_004,distributed,2014-08-19T14:15Z,BART_004-M-19-1-20140819,,BART_004-M-19-1-20140819-CN,,soil,N,4.2,-26.6,0.11,2.71,25.7,OK,OK,,,1,"",University of Wyoming Stable Isotope Facility,"010 EA-IRMS organic d15N, d13C, C% & N%",,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,legacyData,20201217T042530Z,RELEASE-2021
a1602608-99d5-45d2-ab7a-68e71b5e6bd4,2015-04-28,BART_004.basePlot.bgc,D01,BART,BART_004,distributed,2014-08-19T14:15Z,BART_004-O-19-1-20140819,,BART_004-O-19-1-20140819-CN,,soil,N,3.2,-27.2,1.7,45.81,27,OK,OK,,,1,"",University of Wyoming Stable Isotope Facility,"010 EA-IRMS organic d15N, d13C, C% & N%",,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,legacyData|dryingProtocolError,20201217T042530Z,RELEASE-2021
2a8c360e-06d5-4cbf-957b-a588e211e296,2015-04-28,BART_023.basePlot.bgc,D01,BART,BART_023,distributed,2014-08-19T14:57Z,BART_023-O-31-3-20140819,,BART_023-O-31-3-20140819-CN,,soil,N,-1.6,-27.7,1.87,49.34,26.4,OK,OK,,,1,"",University of Wyoming Stable Isotope Facility,"010 EA-IRMS organic d15N, d13C, C% & N%",,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,legacyData|dryingProtocolError,20201217T042530Z,RELEASE-2021
2607deca-ae6f-420a-867c-b1aa2967a7fc,2015-04-28,BART_023.basePlot.bgc,D01,BART,BART_023,distributed,2014-08-19T14:57Z,BART_023-M-31-3-20140819,,BART_023-M-31-3-20140819-CN,,soil,N,5.1,-26.5,0.51,11.82,23,OK,OK,,,1,"",University of Wyoming Stable Isotope Facility,"010 EA-IRMS organic d15N, d13C, C% & N%",,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,legacyData,20201217T042530Z,RELEASE-2021
79445b13-bcbc-44fa-b343-fd54027819c8,2015-04-28,BART_023.basePlot.bgc,D01,BART,BART_023,distributed,2014-08-19T16:11Z,BART_023-M-19-30-20140819,,BART_023-M-19-30-20140819-CN,,soil,N,3.1,-26.3,0.87,20.46,23.5,OK,OK,,,1,"",University of Wyoming Stable Isotope Facility,"010 EA-IRMS organic d15N, d13C, C% & N%",,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,legacyData,20201217T042530Z,RELEASE-2021
9ef4737d-ffe0-4b31-b288-079889f8d6ae,2015-04-28,BART_023.basePlot.bgc,D01,BART,BART_023,distributed,2014-08-19T16:11Z,BART_023-O-19-30-20140819,,BART_023-O-19-30-20140819-CN,,soil,N,-1.4,-27.7,2.06,47.24,23,OK,OK,,,1,"",University of Wyoming Stable Isotope Facility,"010 EA-IRMS organic d15N, d13C, C% & N%",,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,legacyData|dryingProtocolError,20201217T042530Z,RELEASE-2021
388dff8a-c21c-4a46-8732-00facef0a4a8,2015-04-28,BART_005.basePlot.bgc,D01,BART,BART_005,distributed,2014-08-19T16:30Z,BART_005-O-33-2-20140819,,BART_005-O-33-2-20140819-CN,,soil,N,2.1,-27.2,1.9,56.69,29.8,OK,OK,,,1,"",University of Wyoming Stable Isotope Facility,"010 EA-IRMS organic d15N, d13C, C% & N%",,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,legacyData|dryingProtocolError,20201217T042530Z,RELEASE-2021
94f91da2-8557-44cc-8d9f-6d1d57f0d25e,2015-04-28,BART_005.basePlot.bgc,D01,BART,BART_005,distributed,2014-08-19T16:30Z,BART_005-M-33-2-20140819,,BART_005-M-33-2-20140819-CN,,soil,N,6.1,-26.5,0.23,7.14,31.1,OK,OK,,,1,"",University of Wyoming Stable Isotope Facility,"010 EA-IRMS organic d15N, d13C, C% & N%",,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,legacyData,20201217T042530Z,RELEASE-2021
c03037d6-543b-4f90-95c8-42181f9260b5,2015-04-28,BART_005.basePlot.bgc,D01,BART,BART_005,distributed,2014-08-19T17:07Z,BART_005-O-4-9-20140819,,BART_005-O-4-9-20140819-CN,,soil,N,2.4,-27,2.31,52.77,22.9,OK,OK,,,1,"",University of Wyoming Stable Isotope Facility,"010 EA-IRMS organic d15N, d13C, C% & N%",,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,legacyData|dryingProtocolError,20201217T042530Z,RELEASE-2021
cb147e96-711a-401f-b1fb-e2b7af721d54,2015-04-28,BART_005.basePlot.bgc,D01,BART,BART_005,distributed,2014-08-19T17:07Z,BART_005-M-4-9-20140819,,BART_005-M-4-9-20140819-CN,,soil,N,6,-26.2,0.19,6.86,35.4,OK,OK,,,1,"",University of Wyoming Stable Isotope Facility,"010 EA-IRMS organic d15N, d13C, C% & N%",,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,legacyData,20201217T042530Z,RELEASE-2021
3e42a745-a1a2-4e95-a0d0-57743f583b1f,2015-04-28,BART_005.basePlot.bgc,D01,BART,BART_005,distributed,2014-08-19T17:34Z,BART_005-O-24-40-20140819,,BART_005-O-24-40-20140819-CN,,soil,N,5.8,-27,1.64,53.83,32.8,OK,OK,,,1,"",University of Wyoming Stable Isotope Facility,"010 EA-IRMS organic d15N, d13C, C% & N%",,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,legacyData|dryingProtocolError,20201217T042530Z,RELEASE-2021
6d762de0-3d59-4d0b-bf2e-0e49bc4c5a2f,2015-04-28,BART_005.basePlot.bgc,D01,BART,BART_005,distributed,2014-08-19T17:34Z,BART_005-M-24-40-20140819,,BART_005-M-24-40-20140819-CN,,soil,N,7.8,-26.7,0.4,12.67,31.4,OK,OK,,,1,"",University of Wyoming Stable Isotope Facility,"010 EA-IRMS organic d15N, d13C, C% & N%",,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,legacyData,20201217T042530Z,RELEASE-2021
a85bf2ec-0de5-48a1-b4bb-b57023580f67,2015-04-28,BART_001.basePlot.bgc,D01,BART,BART_001,distributed,2014-08-19T18:11Z,BART_001-O-15-1-20140819,,BART_001-O-15-1-20140819-CN,,soil,N,0.5,-27,1.63,41.43,25.4,OK,OK,,,1,Replicate samples,University of Wyoming Stable Isotope Facility,"010 EA-IRMS organic d15N, d13C, C% & N%",,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,legacyData|dryingProtocolError,20201217T042530Z,RELEASE-2021
9ca4a836-ef10-40be-88a8-8c3f3145babf,2015-04-28,BART_001.basePlot.bgc,D01,BART,BART_001,distributed,2014-08-19T18:11Z,BART_001-O-15-1-20140819,,BART_001-O-15-1-20140819-CN,,soil,N,1,-27,1.58,39.2,24.8,OK,OK,,,2,Replicate samples,University of Wyoming Stable Isotope Facility,"010 EA-IRMS organic d15N, d13C, C% & N%",,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,legacyData|dryingProtocolError,20201217T042530Z,RELEASE-2021
a72d22bf-b76d-42a3-96c8-4699093b8d73,2015-04-28,BART_001.basePlot.bgc,D01,BART,BART_001,distributed,2014-08-19T18:11Z,BART_001-M-15-1-20140819,,BART_001-M-15-1-20140819-CN,,soil,N,4.8,-26.1,0.36,11.39,31.5,OK,OK,,,1,"",University of Wyoming Stable Isotope Facility,"010 EA-IRMS organic d15N, d13C, C% & N%",,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,legacyData,20201217T042530Z,RELEASE-2021
73784552-080d-4ab9-8510-79a9fb7a0c88,2015-04-28,BART_001.basePlot.bgc,D01,BART,BART_001,distributed,2014-08-19T18:40Z,BART_001-M-39-16-20140819,,BART_001-M-39-16-20140819-CN,,soil,N,3.1,-27.8,0.7,12.59,17.9,OK,OK,,,1,"",University of Wyoming Stable Isotope Facility,"010 EA-IRMS organic d15N, d13C, C% & N%",,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,legacyData,20201217T042530Z,RELEASE-2021
402707a6-ca72-4212-9ea9-66ba6e5d5665,2015-04-28,BART_001.basePlot.bgc,D01,BART,BART_001,distributed,2014-08-19T18:40Z,BART_001-O-39-16-20140819,,BART_001-O-39-16-20140819-CN,,soil,N,0.8,-27.9,1.85,48.68,26.4,OK,OK,,,1,"",University of Wyoming Stable Isotope Facility,"010 EA-IRMS organic d15N, d13C, C% & N%",,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,legacyData|dryingProtocolError,20201217T042530Z,RELEASE-2021
60b9910e-9f4b-4155-a635-2c4df0c1096b,2015-04-28,BART_001.basePlot.bgc,D01,BART,BART_001,distributed,2014-08-19T19:01Z,BART_001-O-14-7-20140819,,BART_001-O-14-7-20140819-CN,,soil,N,1.7,-28.1,1.67,58.19,34.9,OK,OK,,,1,"",University of Wyoming Stable Isotope Facility,"010 EA-IRMS organic d15N, d13C, C% & N%",,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,legacyData|dryingProtocolError,20201217T042530Z,RELEASE-2021
6630a0b4-d7fe-4863-a505-76ff7432a77c,2015-04-28,BART_001.basePlot.bgc,D01,BART,BART_001,distributed,2014-08-19T19:01Z,BART_001-M-14-7-20140819,,BART_001-M-14-7-20140819-CN,,soil,N,3.4,-26.8,0.14,4.49,31.1,OK,OK,,,1,"",University of Wyoming Stable Isotope Facility,"010 EA-IRMS organic d15N, d13C, C% & N%",,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,legacyData,20201217T042530Z,RELEASE-2021
0250bdaa-0fb4-4fcf-9afb-d16d9c5bd5d2,2015-04-28,BART_006.basePlot.bgc,D01,BART,BART_006,distributed,2014-08-20T12:57Z,BART_006-O-28-3-20140820,,BART_006-O-28-3-20140820-CN,,soil,N,1.8,-27.7,1.78,51.78,29.2,OK,OK,,,1,"",University of Wyoming Stable Isotope Facility,"010 EA-IRMS organic d15N, d13C, C% & N%",,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,legacyData|dryingProtocolError,20201217T042530Z,RELEASE-2021
681dd462-7cad-492e-b724-55d51f780fe5,2015-04-28,BART_006.basePlot.bgc,D01,BART,BART_006,distributed,2014-08-20T12:57Z,BART_006-M-28-3-20140820,,BART_006-M-28-3-20140820-CN,,soil,N,6.4,-26.8,0.27,8.69,32.6,OK,OK,,,1,"",University of Wyoming Stable Isotope Facility,"010 EA-IRMS organic d15N, d13C, C% & N%",,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,legacyData,20201217T042530Z,RELEASE-2021
f8543dd0-fcb8-4873-ba04-43da0de11d41,2015-04-28,BART_028.basePlot.bgc,D01,BART,BART_028,distributed,2014-08-20T13:21Z,BART_028-O-37-22-20140820,,BART_028-O-37-22-20140820-CN,,soil,N,-2.1,-28.5,1.76,46.39,26.3,OK,OK,,,1,"",University of Wyoming Stable Isotope Facility,"010 EA-IRMS organic d15N, d13C, C% & N%",,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,legacyData|dryingProtocolError,20201217T042530Z,RELEASE-2021
d89c87bc-03bd-4005-8cca-f56cc7fe6290,2015-04-28,BART_028.basePlot.bgc,D01,BART,BART_028,distributed,2014-08-20T13:21Z,BART_028-M-37-22-20140820,,BART_028-M-37-22-20140820-CN,,soil,N,0.8,-27.4,0.31,9.05,28.9,OK,OK,,,1,"",University of Wyoming Stable Isotope Facility,"010 EA-IRMS organic d15N, d13C, C% & N%",,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,legacyData,20201217T042530Z,RELEASE-2021
ad8ba520-4ee9-4fac-a3dc-8c49347175de,2015-04-28,BART_006.basePlot.bgc,D01,BART,BART_006,distributed,2014-08-20T14:00Z,BART_006-M-13-6-20140820,,BART_006-M-13-6-20140820-CN,,soil,N,6,-27.4,0.14,3.12,23.1,OK,OK,,,1,"",University of Wyoming Stable Isotope Facility,"010 EA-IRMS organic d15N, d13C, C% & N%",,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,legacyData,20201217T042530Z,RELEASE-2021
0374f982-8bd7-489c-9116-a3630661824f,2015-04-28,BART_006.basePlot.bgc,D01,BART,BART_006,distributed,2014-08-20T14:00Z,BART_006-O-13-6-20140820,,BART_006-O-13-6-20140820-CN,,soil,N,1.1,-28.3,1.47,43.12,29.3,OK,OK,,,1,"",University of Wyoming Stable Isotope Facility,"010 EA-IRMS organic d15N, d13C, C% & N%",,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,legacyData|dryingProtocolError,20201217T042530Z,RELEASE-2021
7261b5ce-58b0-49e6-8b37-f66d788b1fa6,2015-04-28,BART_028.basePlot.bgc,D01,BART,BART_028,distributed,2014-08-20T14:32Z,BART_028-M-30-27-20140820,,BART_028-M-30-27-20140820-CN,,soil,N,2.5,-27.2,0.29,6.71,23.4,OK,OK,,,1,"",University of Wyoming Stable Isotope Facility,"010 EA-IRMS organic d15N, d13C, C% & N%",,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,legacyData,20201217T042530Z,RELEASE-2021
5626cec1-7abd-4bf9-8aed-9b82f7ac9d2b,2015-04-28,BART_028.basePlot.bgc,D01,BART,BART_028,distributed,2014-08-20T14:32Z,BART_028-O-30-27-20140820,,BART_028-O-30-27-20140820-CN,,soil,N,-2.4,-27.9,2.07,50.21,24.2,OK,OK,,,1,"",University of Wyoming Stable Isotope Facility,"010 EA-IRMS organic d15N, d13C, C% & N%",,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,legacyData|dryingProtocolError,20201217T042530Z,RELEASE-2021
d7d9fffc-8c1c-4308-b024-190135a41729,2015-04-28,BART_006.basePlot.bgc,D01,BART,BART_006,distributed,2014-08-20T14:38Z,BART_006-M-0-13-20140820,,BART_006-M-0-13-20140820-CN,,soil,N,6.9,-26.5,0.21,3.66,17.5,OK,OK,,,1,Replicate samples,University of Wyoming Stable Isotope Facility,"010 EA-IRMS organic d15N, d13C, C% & N%",,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,legacyData,20201217T042530Z,RELEASE-2021
c50ed7c7-9341-41c0-a759-32779780894c,2015-04-28,BART_006.basePlot.bgc,D01,BART,BART_006,distributed,2014-08-20T14:38Z,BART_006-M-0-13-20140820,,BART_006-M-0-13-20140820-CN,,soil,N,6.9,-26.5,0.2,3.58,17.5,OK,OK,,,2,Replicate samples,University of Wyoming Stable Isotope Facility,"010 EA-IRMS organic d15N, d13C, C% & N%",,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,legacyData,20201217T042530Z,RELEASE-2021
717b3292-58f0-4cad-b080-72b535c92f83,2015-04-28,BART_028.basePlot.bgc,D01,BART,BART_028,distributed,2014-08-20T15:13Z,BART_028-O-13-32-20140820,,BART_028-O-13-32-20140820-CN,,soil,N,-1.5,-27.1,1.43,47.97,33.6,OK,OK,,,1,"",University of Wyoming Stable Isotope Facility,"010 EA-IRMS organic d15N, d13C, C% & N%",,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,legacyData|dryingProtocolError,20201217T042530Z,RELEASE-2021
7e6ea4e5-81f5-4d65-921b-b1d833c2d59f,2015-04-28,BART_028.basePlot.bgc,D01,BART,BART_028,distributed,2014-08-20T15:13Z,BART_028-M-13-32-20140820,,BART_028-M-13-32-20140820-CN,,soil,N,3.1,-26.4,0.24,6.01,24.6,OK,OK,,,1,"",University of Wyoming Stable Isotope Facility,"010 EA-IRMS organic d15N, d13C, C% & N%",,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,legacyData,20201217T042530Z,RELEASE-2021
aa385cbf-1cb9-47a2-9cab-7d25d4199c1c,2015-04-28,BART_033.basePlot.bgc,D01,BART,BART_033,tower,2014-08-20T16:35Z,BART_033-M-3-37-20140820,,BART_033-M-3-37-20140820-CN,,soil,N,6.8,-26.9,0.28,6.89,24.4,OK,OK,,,1,"",University of Wyoming Stable Isotope Facility,"010 EA-IRMS organic d15N, d13C, C% & N%",,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,legacyData,20201217T042530Z,RELEASE-2021
937569e1-2cd5-45fc-8724-95dba06b927a,2015-04-28,BART_033.basePlot.bgc,D01,BART,BART_033,tower,2014-08-20T16:35Z,BART_033-O-3-37-20140820,,BART_033-O-3-37-20140820-CN,,soil,N,2.2,-28.4,1.64,45.71,27.9,OK,OK,,,1,"",University of Wyoming Stable Isotope Facility,"010 EA-IRMS organic d15N, d13C, C% & N%",,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,legacyData|dryingProtocolError,20201217T042530Z,RELEASE-2021
2ef761f6-91cc-46a2-979f-6b53b31bb7a9,2015-04-28,BART_034.basePlot.bgc,D01,BART,BART_034,tower,2014-08-20T17:13Z,BART_034-M-30-38-20140820,,BART_034-M-30-38-20140820-CN,,soil,N,5.9,-27,0.23,5.69,25.1,OK,OK,,,1,"",University of Wyoming Stable Isotope Facility,"010 EA-IRMS organic d15N, d13C, C% & N%",,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,legacyData,20201217T042530Z,RELEASE-2021
b77be294-2e06-40f9-ac69-a2eecad5662d,2015-04-28,BART_034.basePlot.bgc,D01,BART,BART_034,tower,2014-08-20T17:13Z,BART_034-O-30-38-20140820,,BART_034-O-30-38-20140820-CN,,soil,N,0.3,-28,1.64,46.13,28.2,OK,OK,,,1,"",University of Wyoming Stable Isotope Facility,"010 EA-IRMS organic d15N, d13C, C% & N%",,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,legacyData|dryingProtocolError,20201217T042530Z,RELEASE-2021
65e8c279-52fa-4029-bf6a-64d77826e238,2015-04-28,BART_033.basePlot.bgc,D01,BART,BART_033,tower,2014-08-20T17:15Z,BART_033-M-6-12-20140820,,BART_033-M-6-12-20140820-CN,,soil,N,6.6,-26.9,0.18,3.91,21.9,OK,OK,,,1,"",University of Wyoming Stable Isotope Facility,"010 EA-IRMS organic d15N, d13C, C% & N%",,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,legacyData,20201217T042530Z,RELEASE-2021
bd715f91-d4d2-4551-88f4-b16700274b72,2015-04-28,BART_033.basePlot.bgc,D01,BART,BART_033,tower,2014-08-20T17:15Z,BART_033-O-6-12-20140820,,BART_033-O-6-12-20140820-CN,,soil,N,1,-28.8,1.83,49.02,26.8,OK,OK,,,1,"",University of Wyoming Stable Isotope Facility,"010 EA-IRMS organic d15N, d13C, C% & N%",,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,legacyData|dryingProtocolError,20201217T042530Z,RELEASE-2021
c6543f0f-d996-4d3e-b8bf-2d8746280cb3,2015-04-28,BART_034.basePlot.bgc,D01,BART,BART_034,tower,2014-08-20T17:47Z,BART_034-M-23-30-20140820,,BART_034-M-23-30-20140820-CN,,soil,N,3.2,-27.8,0.51,12.01,23.7,OK,OK,,,2,Replicate samples,University of Wyoming Stable Isotope Facility,"010 EA-IRMS organic d15N, d13C, C% & N%",,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,legacyData,20201217T042530Z,RELEASE-2021
226863c5-fcbb-4ff7-bcaa-130fa951cede,2015-04-28,BART_034.basePlot.bgc,D01,BART,BART_034,tower,2014-08-20T17:47Z,BART_034-M-23-30-20140820,,BART_034-M-23-30-20140820-CN,,soil,N,3.4,-27.8,0.49,11.86,24.1,OK,OK,,,1,Replicate samples,University of Wyoming Stable Isotope Facility,"010 EA-IRMS organic d15N, d13C, C% & N%",,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,legacyData,20201217T042530Z,RELEASE-2021
2660f9e0-1600-444d-90e3-ec8985fe2e3e,2015-04-28,BART_034.basePlot.bgc,D01,BART,BART_034,tower,2014-08-20T17:47Z,BART_034-O-23-30-20140820,,BART_034-O-23-30-20140820-CN,,soil,N,-1,-28.1,1.36,46.43,34.1,OK,OK,,,1,"",University of Wyoming Stable Isotope Facility,"010 EA-IRMS organic d15N, d13C, C% & N%",,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,legacyData|dryingProtocolError,20201217T042530Z,RELEASE-2021
d639545e-eb66-4b8a-9b4d-c018a52a30ef,2015-04-28,BART_033.basePlot.bgc,D01,BART,BART_033,tower,2014-08-20T17:53Z,BART_033-M-36-16-20140820,,BART_033-M-36-16-20140820-CN,,soil,N,6.9,-26.8,0.27,6.52,23.8,OK,OK,,,1,"",University of Wyoming Stable Isotope Facility,"010 EA-IRMS organic d15N, d13C, C% & N%",,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,legacyData,20201217T042530Z,RELEASE-2021
06daca7f-bce8-46e2-850e-9a531dd6fe0b,2015-04-28,BART_033.basePlot.bgc,D01,BART,BART_033,tower,2014-08-20T17:53Z,BART_033-O-36-16-20140820,,BART_033-O-36-16-20140820-CN,,soil,N,0.5,-28,1.51,51.83,34.4,OK,OK,,,1,"",University of Wyoming Stable Isotope Facility,"010 EA-IRMS organic d15N, d13C, C% & N%",,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,legacyData|dryingProtocolError,20201217T042530Z,RELEASE-2021
