uid,namedLocation,domainID,siteID,plotID,pitID,collectDate,testProtocolVersion,nrcsDescriptionID,horizonID,horizonName,horizonTopDepth,horizonBottomDepth,remarks,dataQF,publicationDate,release
ed82f99d-34fe-41cc-889e-f9b18c55088f,HARV_024.basePlot.all,D01,HARV,HARV_024,1111543,2017-08-29,Field Book for Describing and Sampling Soils ver3,S2017MA027024,17N04266,Oa1,9,18,0% estimated mineral content,,20201217T212702Z,RELEASE-2021
7738c15c-a227-43ca-96b1-0c2016572902,HARV_024.basePlot.all,D01,HARV,HARV_024,1111543,2017-08-29,Field Book for Describing and Sampling Soils ver3,S2017MA027024,17N04267,Oa2,18,37,0% estimated mineral content,,20201217T212702Z,RELEASE-2021
f3a22fe1-105e-4821-ac9f-2fc0f2962c2f,HARV_024.basePlot.all,D01,HARV,HARV_024,1111543,2017-08-29,Field Book for Describing and Sampling Soils ver3,S2017MA027024,5440553,O'e,104,140,"0% estimated mineral content, irridescent green beetle shell in sample",,20201217T212702Z,RELEASE-2021
f9db8823-d4f8-4540-a8ed-90e47f688399,HARV_024.basePlot.all,D01,HARV,HARV_024,1111543,2017-08-29,Field Book for Describing and Sampling Soils ver3,S2017MA027024,17N04268,Oa3,37,71,"0% estimated mineral content, trace charcoal fragments present",,20201217T212702Z,RELEASE-2021
c5106b77-634f-4329-9d8d-14dd714023ed,SERC_025.basePlot.all,D02,SERC,SERC_025,1139238,2016-04-04,Field Book for Describing and Sampling Soils ver3,S2016MD003025,16N03621,Bt,11,25,"",,20201217T174747Z,RELEASE-2021
d4fad0cf-3293-4086-bf61-50269146abcd,SERC_025.basePlot.all,D02,SERC,SERC_025,1139238,2016-04-04,Field Book for Describing and Sampling Soils ver3,S2016MD003025,16N03622,BCt,25,48,"",,20201217T174747Z,RELEASE-2021
e28ed57d-692d-4e92-8bb5-6e063a177914,SERC_025.basePlot.all,D02,SERC,SERC_025,1139238,2016-04-04,Field Book for Describing and Sampling Soils ver3,S2016MD003025,16N03623,BCj,48,73,"",,20201217T174747Z,RELEASE-2021
eca0dfb9-629c-49c8-b773-b4ae7f1e61ca,SERC_025.basePlot.all,D02,SERC,SERC_025,1139238,2016-04-04,Field Book for Describing and Sampling Soils ver3,S2016MD003025,16N03620,Ap,0,11,"",,20201217T174747Z,RELEASE-2021
9826c710-876a-4b59-bf69-aba91defbede,SERC_025.basePlot.all,D02,SERC,SERC_025,1139238,2016-04-04,Field Book for Describing and Sampling Soils ver3,S2016MD003025,16N03624,Cj,73,100,"",,20201217T174747Z,RELEASE-2021
c198c8e9-e085-4456-ac4e-c046b94c3a66,SERC_004.basePlot.all,D02,SERC,SERC_004,1139240,2016-04-05,Field Book for Describing and Sampling Soils ver3,S2016MD003004,16N03567,Bt2,43,67,"",,20201217T174747Z,RELEASE-2021
a6173b75-5fc0-4119-82d3-335e739a5762,SERC_068.basePlot.all,D02,SERC,SERC_068,1139241,2016-04-05,Field Book for Describing and Sampling Soils ver3,S2016MD003068,16N03648,BE,25,40,"",,20201217T174747Z,RELEASE-2021
c274eec2-5fda-42bb-aac2-ba235228ad5c,SERC_004.basePlot.all,D02,SERC,SERC_004,1139240,2016-04-05,Field Book for Describing and Sampling Soils ver3,S2016MD003004,16N03568,BC,67,100,"",,20201217T174747Z,RELEASE-2021
9b338d66-ca4b-4a58-bd75-d5e83941ebc0,SERC_022.basePlot.all,D02,SERC,SERC_022,1139239,2016-04-05,Field Book for Describing and Sampling Soils ver3,S2016MD003022,16N03618,Bt,36,79,"",,20201217T174747Z,RELEASE-2021
3655b419-d8c4-4778-b206-c858a0c10862,SERC_068.basePlot.all,D02,SERC,SERC_068,1139241,2016-04-05,Field Book for Describing and Sampling Soils ver3,S2016MD003068,16N03649,Bt1,40,64,"",,20201217T174747Z,RELEASE-2021
67e565b1-6000-46ec-a7bc-bb766015661e,SERC_012.basePlot.all,D02,SERC,SERC_012,1139242,2016-04-05,Field Book for Describing and Sampling Soils ver3,S2016MD003012,16N03595,Bt2,70,93,"",,20201217T174747Z,RELEASE-2021
4d7a1454-0f61-4a73-adbf-c08374b20a2a,SERC_004.basePlot.all,D02,SERC,SERC_004,1139240,2016-04-05,Field Book for Describing and Sampling Soils ver3,S2016MD003004,16N03566,Bt1,13,43,"",,20201217T174747Z,RELEASE-2021
1ae63154-dcc6-4492-b7c6-4d8c15d3503e,SERC_004.basePlot.all,D02,SERC,SERC_004,1139240,2016-04-05,Field Book for Describing and Sampling Soils ver3,S2016MD003004,16N03565,Ap,0,13,"",,20201217T174747Z,RELEASE-2021
6e2554d5-99d6-407a-b87d-ec41c51a9e43,SERC_012.basePlot.all,D02,SERC,SERC_012,1139242,2016-04-05,Field Book for Describing and Sampling Soils ver3,S2016MD003012,16N03593,BE,21,34,"",,20201217T174747Z,RELEASE-2021
e164334a-c437-4534-a28c-4ebef5989299,SERC_022.basePlot.all,D02,SERC,SERC_022,1139239,2016-04-05,Field Book for Describing and Sampling Soils ver3,S2016MD003022,16N03619,BCt,79,100,"",,20201217T174747Z,RELEASE-2021
4c5f6882-3489-42af-9c5e-d94b3c8593fd,SERC_068.basePlot.all,D02,SERC,SERC_068,1139241,2016-04-05,Field Book for Describing and Sampling Soils ver3,S2016MD003068,16N03650,Bt2,64,100,"",,20201217T174747Z,RELEASE-2021
b484bc48-d432-4ed1-8e86-3c9953f29533,SERC_012.basePlot.all,D02,SERC,SERC_012,1139242,2016-04-05,Field Book for Describing and Sampling Soils ver3,S2016MD003012,16N03596,BCt,93,100,"",,20201217T174747Z,RELEASE-2021
4219aa89-19fe-4d7d-8289-bc75b274301c,SERC_012.basePlot.all,D02,SERC,SERC_012,1139242,2016-04-05,Field Book for Describing and Sampling Soils ver3,S2016MD003012,16N03592,Ap,0,21,"",,20201217T174747Z,RELEASE-2021
c26221df-fe7d-48b7-b793-f4bb49238106,SERC_012.basePlot.all,D02,SERC,SERC_012,1139242,2016-04-05,Field Book for Describing and Sampling Soils ver3,S2016MD003012,16N03594,Bt1,34,70,"",,20201217T174747Z,RELEASE-2021
b5c35b28-9a57-4439-97d6-4e067ec27336,SERC_022.basePlot.all,D02,SERC,SERC_022,1139239,2016-04-05,Field Book for Describing and Sampling Soils ver3,S2016MD003022,16N03616,Ap,0,13,"",,20201217T174747Z,RELEASE-2021
9de3de36-3f88-4600-aa2f-be724a0876b9,SERC_022.basePlot.all,D02,SERC,SERC_022,1139239,2016-04-05,Field Book for Describing and Sampling Soils ver3,S2016MD003022,16N03617,E,13,36,"",,20201217T174747Z,RELEASE-2021
6053140a-8269-4b90-a649-4417283abec4,SERC_068.basePlot.all,D02,SERC,SERC_068,1139241,2016-04-05,Field Book for Describing and Sampling Soils ver3,S2016MD003068,16N03647,Ap,0,25,"",,20201217T174747Z,RELEASE-2021
aaffd758-bd3f-4b90-9423-ff99d69f8029,SERC_011.basePlot.all,D02,SERC,SERC_011,1139243,2016-04-06,Field Book for Describing and Sampling Soils ver3,S2016MD003011,16N03590,Bt1,40,68,"",,20201217T174747Z,RELEASE-2021
35fc63bc-0f60-41b2-9c78-b95148642f7a,SERC_026.basePlot.all,D02,SERC,SERC_026,1139249,2016-04-06,Field Book for Describing and Sampling Soils ver3,S2016MD003026,16N03629,BCt,94,100,"",,20201217T174747Z,RELEASE-2021
1e73a22d-e5d0-4ddc-83a8-5af34ca7ad41,SERC_011.basePlot.all,D02,SERC,SERC_011,1139243,2016-04-06,Field Book for Describing and Sampling Soils ver3,S2016MD003011,16N03588,Ap,9,29,"",,20201217T174747Z,RELEASE-2021
879f0eca-7bec-4372-84c8-9f73cbcc055a,SERC_001.basePlot.all,D02,SERC,SERC_001,1139244,2016-04-06,Field Book for Describing and Sampling Soils ver3,S2016MD003001,16N03564,Ab,88,100,"",,20201217T174747Z,RELEASE-2021
36d79f44-3b80-4cec-b8ac-da072d2f500f,SERC_020.basePlot.all,D02,SERC,SERC_020,1139248,2016-04-06,Field Book for Describing and Sampling Soils ver3,S2016MD003020,16N03614,Cg1,58,88,"",,20201217T174747Z,RELEASE-2021
0759d5ee-39e3-4519-a491-d8cd5358ccff,SERC_001.basePlot.all,D02,SERC,SERC_001,1139244,2016-04-06,Field Book for Describing and Sampling Soils ver3,S2016MD003001,16N03561,Bt1,23,41,"",,20201217T174747Z,RELEASE-2021
324e0707-aedb-458a-9655-f319b617d891,SERC_026.basePlot.all,D02,SERC,SERC_026,1139249,2016-04-06,Field Book for Describing and Sampling Soils ver3,S2016MD003026,16N03626,BA,8,19,"",,20201217T174747Z,RELEASE-2021
fbce9905-4c1f-4c81-84fc-8752aa276244,SERC_001.basePlot.all,D02,SERC,SERC_001,1139244,2016-04-06,Field Book for Describing and Sampling Soils ver3,S2016MD003001,16N03559,A,0,8,"",,20201217T174747Z,RELEASE-2021
a41ef621-a7c4-4f5d-ac19-9d8f9e80d432,SERC_020.basePlot.all,D02,SERC,SERC_020,1139248,2016-04-06,Field Book for Describing and Sampling Soils ver3,S2016MD003020,16N03615,Cg2,88,100,"",,20201217T174747Z,RELEASE-2021
672d1e2d-bb37-4a93-90b7-7376e6784e62,SERC_026.basePlot.all,D02,SERC,SERC_026,1139249,2016-04-06,Field Book for Describing and Sampling Soils ver3,S2016MD003026,16N03625,A,0,8,"",,20201217T174747Z,RELEASE-2021
36f6ffd8-73be-4788-8089-61aa8c53a6a2,SERC_020.basePlot.all,D02,SERC,SERC_020,1139248,2016-04-06,Field Book for Describing and Sampling Soils ver3,S2016MD003020,16N03611,Ap,0,24,"",,20201217T174747Z,RELEASE-2021
bb3467ee-0454-4b6d-8e7e-552d323c7858,SERC_001.basePlot.all,D02,SERC,SERC_001,1139244,2016-04-06,Field Book for Describing and Sampling Soils ver3,S2016MD003001,16N03560,BA,8,23,"",,20201217T174747Z,RELEASE-2021
56b71cd8-bd6f-479f-8500-a7f11691ff7f,SERC_026.basePlot.all,D02,SERC,SERC_026,1139249,2016-04-06,Field Book for Describing and Sampling Soils ver3,S2016MD003026,16N03627,Bt1,19,54,"",,20201217T174747Z,RELEASE-2021
e2b36cbb-4c81-47cc-a891-5cfce59f7716,SERC_011.basePlot.all,D02,SERC,SERC_011,1139243,2016-04-06,Field Book for Describing and Sampling Soils ver3,S2016MD003011,16N03587,A,0,9,"",,20201217T174747Z,RELEASE-2021
380bc880-7d92-47fe-9b7d-bd0a13939850,SERC_011.basePlot.all,D02,SERC,SERC_011,1139243,2016-04-06,Field Book for Describing and Sampling Soils ver3,S2016MD003011,16N03589,BE,29,40,"",,20201217T174747Z,RELEASE-2021
a1cc931d-7564-4e03-94c8-20c8b14d2d42,SERC_020.basePlot.all,D02,SERC,SERC_020,1139248,2016-04-06,Field Book for Describing and Sampling Soils ver3,S2016MD003020,16N03612,Bt1,24,38,"",,20201217T174747Z,RELEASE-2021
71919062-ceef-4ba9-afe9-8aa9042bac54,SERC_026.basePlot.all,D02,SERC,SERC_026,1139249,2016-04-06,Field Book for Describing and Sampling Soils ver3,S2016MD003026,16N03628,Bt2,54,94,"",,20201217T174747Z,RELEASE-2021
51236860-3534-4484-96e9-ef4a08ba34d3,SERC_001.basePlot.all,D02,SERC,SERC_001,1139244,2016-04-06,Field Book for Describing and Sampling Soils ver3,S2016MD003001,16N03563,BCtg,66,88,"",,20201217T174747Z,RELEASE-2021
a0efe791-d001-4ce5-be13-ed04d441e1b2,SERC_011.basePlot.all,D02,SERC,SERC_011,1139243,2016-04-06,Field Book for Describing and Sampling Soils ver3,S2016MD003011,16N03591,Bt2,68,100,"",,20201217T174747Z,RELEASE-2021
c1ec504f-c662-4815-a135-4def566848e5,SERC_020.basePlot.all,D02,SERC,SERC_020,1139248,2016-04-06,Field Book for Describing and Sampling Soils ver3,S2016MD003020,16N03613,Bt2,38,58,"",,20201217T174747Z,RELEASE-2021
4dc24783-add2-4886-869b-1aaa441e939a,SERC_001.basePlot.all,D02,SERC,SERC_001,1139244,2016-04-06,Field Book for Describing and Sampling Soils ver3,S2016MD003001,16N03562,Bt2,41,66,"",,20201217T174747Z,RELEASE-2021
5be1ecb9-246e-48e4-9bfd-ba37242db564,SERC_019.basePlot.all,D02,SERC,SERC_019,1139247,2016-04-07,Field Book for Describing and Sampling Soils ver3,S2016MD003019,16N03609,Bt2,54,78,"",,20201217T174747Z,RELEASE-2021
f6cd0d23-0794-4dc4-82ec-9d85ce097672,SERC_009.basePlot.all,D02,SERC,SERC_009,1139235,2016-04-07,Field Book for Describing and Sampling Soils ver3,S2016MD003009,16N03581,Bt,56,100,"",,20201217T174747Z,RELEASE-2021
bad59329-784e-42a9-a427-dc1e9f4347b4,SERC_006.basePlot.all,D02,SERC,SERC_006,1139234,2016-04-07,Field Book for Describing and Sampling Soils ver3,S2016MD003006,16N03572,Bt2,52,100,"",,20201217T174747Z,RELEASE-2021
e66999f6-6c74-4d0e-9d86-21bc1af3cfdf,SERC_009.basePlot.all,D02,SERC,SERC_009,1139235,2016-04-07,Field Book for Describing and Sampling Soils ver3,S2016MD003009,16N03577,A,0,14,"",,20201217T174747Z,RELEASE-2021
fcde81b5-1930-4a1f-9a5e-664694e19a4a,SERC_019.basePlot.all,D02,SERC,SERC_019,1139247,2016-04-07,Field Book for Describing and Sampling Soils ver3,S2016MD003019,16N03610,CBt,78,100,"",,20201217T174747Z,RELEASE-2021
dc927436-f78e-4bb7-b29b-62650526412c,SERC_009.basePlot.all,D02,SERC,SERC_009,1139235,2016-04-07,Field Book for Describing and Sampling Soils ver3,S2016MD003009,16N03580,BE,39,56,"",,20201217T174747Z,RELEASE-2021
33782a5c-3a3b-404d-b9c5-52295ee0f582,SERC_019.basePlot.all,D02,SERC,SERC_019,1139247,2016-04-07,Field Book for Describing and Sampling Soils ver3,S2016MD003019,16N03607,Ap,10,30,"",,20201217T174747Z,RELEASE-2021
a819408c-e2ce-45b0-8f29-dd4b5aa64665,SERC_009.basePlot.all,D02,SERC,SERC_009,1139235,2016-04-07,Field Book for Describing and Sampling Soils ver3,S2016MD003009,16N03579,BA,25,39,"",,20201217T174747Z,RELEASE-2021
a29934c8-f1d2-4b5a-82c8-5fe767ae67ec,SERC_019.basePlot.all,D02,SERC,SERC_019,1139247,2016-04-07,Field Book for Describing and Sampling Soils ver3,S2016MD003019,16N03608,Bt1,30,54,"",,20201217T174747Z,RELEASE-2021
be76550e-e688-465a-b451-6f6e8695b816,SERC_019.basePlot.all,D02,SERC,SERC_019,1139247,2016-04-07,Field Book for Describing and Sampling Soils ver3,S2016MD003019,16N03606,A,0,10,"",,20201217T174747Z,RELEASE-2021
bdd50ccf-cf49-4f46-86d1-1ca585dcfcbe,SERC_009.basePlot.all,D02,SERC,SERC_009,1139235,2016-04-07,Field Book for Describing and Sampling Soils ver3,S2016MD003009,16N03578,Ap,14,25,"",,20201217T174747Z,RELEASE-2021
63097ae7-79eb-4317-afad-968f1fb52593,SERC_006.basePlot.all,D02,SERC,SERC_006,1139234,2016-04-07,Field Book for Describing and Sampling Soils ver3,S2016MD003006,16N03569,A,0,7,"",,20201217T174747Z,RELEASE-2021
c8bbe3ce-55ed-44f8-a204-d7621a28f055,SERC_006.basePlot.all,D02,SERC,SERC_006,1139234,2016-04-07,Field Book for Describing and Sampling Soils ver3,S2016MD003006,16N03570,Ap,7,20,"",,20201217T174747Z,RELEASE-2021
2c1007aa-eab4-465e-87d0-2e51dd738394,SERC_006.basePlot.all,D02,SERC,SERC_006,1139234,2016-04-07,Field Book for Describing and Sampling Soils ver3,S2016MD003006,16N03571,Bt1,20,52,"",,20201217T174747Z,RELEASE-2021
b0757007-1b94-4203-a2fe-6bc1f7e0d294,SERC_030.basePlot.all,D02,SERC,SERC_030,1139232,2016-04-08,Field Book for Describing and Sampling Soils ver3,S2016MD003030,16N03644,Btg1,28,45,"",,20201217T174747Z,RELEASE-2021
dd07f76e-345b-4741-8064-b81baaaba585,SERC_010.basePlot.all,D02,SERC,SERC_010,1139233,2016-04-08,Field Book for Describing and Sampling Soils ver3,S2016MD003010,16N03582,A,0,11,"",,20201217T174747Z,RELEASE-2021
380aa5e1-7dc6-447a-8bdd-391cce11b620,SERC_030.basePlot.all,D02,SERC,SERC_030,1139232,2016-04-08,Field Book for Describing and Sampling Soils ver3,S2016MD003030,16N03646,BCg,76,100,"",,20201217T174747Z,RELEASE-2021
34def0ff-b555-4814-96a3-2665103d7c1f,SERC_010.basePlot.all,D02,SERC,SERC_010,1139233,2016-04-08,Field Book for Describing and Sampling Soils ver3,S2016MD003010,16N03583,A,11,27,"",,20201217T174747Z,RELEASE-2021
c447280b-8ee5-4460-b328-bcdb05c49e9d,SERC_010.basePlot.all,D02,SERC,SERC_010,1139233,2016-04-08,Field Book for Describing and Sampling Soils ver3,S2016MD003010,16N03586,Bt2,78,100,"",,20201217T174747Z,RELEASE-2021
82eaa8e4-0800-4783-950c-28beb1491856,SERC_030.basePlot.all,D02,SERC,SERC_030,1139232,2016-04-08,Field Book for Describing and Sampling Soils ver3,S2016MD003030,16N03642,Ap1,0,17,"",,20201217T174747Z,RELEASE-2021
7c2032c6-3e0a-4e68-8130-c9bfd22c3cb2,SERC_010.basePlot.all,D02,SERC,SERC_010,1139233,2016-04-08,Field Book for Describing and Sampling Soils ver3,S2016MD003010,16N03584,BE,27,49,"",,20201217T174747Z,RELEASE-2021
87a01e10-a9b4-485d-a51a-5b9f18366fa4,SERC_030.basePlot.all,D02,SERC,SERC_030,1139232,2016-04-08,Field Book for Describing and Sampling Soils ver3,S2016MD003030,16N03643,Ap2,17,28,"",,20201217T174747Z,RELEASE-2021
7376678a-2226-4187-90d5-5d8c99af02f4,SERC_010.basePlot.all,D02,SERC,SERC_010,1139233,2016-04-08,Field Book for Describing and Sampling Soils ver3,S2016MD003010,16N03585,Bt1,49,78,"",,20201217T174747Z,RELEASE-2021
819a5a6c-41c1-4da4-ae0b-c064386217c7,SERC_030.basePlot.all,D02,SERC,SERC_030,1139232,2016-04-08,Field Book for Describing and Sampling Soils ver3,S2016MD003030,16N03645,Btg2,45,76,"",,20201217T174747Z,RELEASE-2021
b7321f06-2615-4687-bffb-affa78581728,SERC_028.basePlot.all,D02,SERC,SERC_028,1139237,2016-04-18,Field Book for Describing and Sampling Soils ver3,S2016MD003028,16N03637,Btg,63,100,"",,20201217T174747Z,RELEASE-2021
84e462ef-007b-4d39-9c77-9897d27a2cdd,SERC_029.basePlot.all,D02,SERC,SERC_029,1139251,2016-04-18,Field Book for Describing and Sampling Soils ver3,S2016MD003029,16N03640,Bt2,56,75,A thin layer of plinthite occupies about 25 percent at the bottom of this horizon.,,20201217T174747Z,RELEASE-2021
f59c0f9c-0503-4bca-bbf9-a06635179160,SERC_029.basePlot.all,D02,SERC,SERC_029,1139251,2016-04-18,Field Book for Describing and Sampling Soils ver3,S2016MD003029,16N03639,Bt1,36,56,"",,20201217T174747Z,RELEASE-2021
37e7393d-c38d-4180-a19b-96e70461f222,SERC_028.basePlot.all,D02,SERC,SERC_028,1139237,2016-04-18,Field Book for Describing and Sampling Soils ver3,S2016MD003028,16N03634,Ap,0,28,"",,20201217T174747Z,RELEASE-2021
f29cebab-e986-49b4-9ccf-4ca5b314581c,SERC_029.basePlot.all,D02,SERC,SERC_029,1139251,2016-04-18,Field Book for Describing and Sampling Soils ver3,S2016MD003029,16N03638,Ap,0,36,"",,20201217T174747Z,RELEASE-2021
7b38172b-4e0a-4e03-bc2a-cad26da0f3dc,SERC_028.basePlot.all,D02,SERC,SERC_028,1139237,2016-04-18,Field Book for Describing and Sampling Soils ver3,S2016MD003028,16N03636,Bt2,44,63,"",,20201217T174747Z,RELEASE-2021
2d4d557f-f10e-424a-adb6-7b09906ee69d,SERC_029.basePlot.all,D02,SERC,SERC_029,1139251,2016-04-18,Field Book for Describing and Sampling Soils ver3,S2016MD003029,16N03641,BCt,75,100,"",,20201217T174747Z,RELEASE-2021
4e2f9b65-ab2b-488d-8480-b9b1e797b139,SERC_028.basePlot.all,D02,SERC,SERC_028,1139237,2016-04-18,Field Book for Describing and Sampling Soils ver3,S2016MD003028,16N03635,Bt1,28,44,"",,20201217T174747Z,RELEASE-2021
788b150c-d928-4af1-8d9a-1572b5da0c3f,SERC_014.basePlot.all,D02,SERC,SERC_014,1139236,2016-04-19,Field Book for Describing and Sampling Soils ver3,S2016MD003014,16N03602,Ap,14,25,"",,20201217T174747Z,RELEASE-2021
d03ae5b9-e90b-4e8f-b8a6-94a0cda3f7d1,SERC_013.basePlot.all,D02,SERC,SERC_013,1139246,2016-04-19,Field Book for Describing and Sampling Soils ver3,S2016MD003013,16N03599,Bt2,34,68,"",,20201217T174747Z,RELEASE-2021
4118145a-60a5-4bfe-b53f-0ed13d31f141,SERC_027.basePlot.all,D02,SERC,SERC_027,1139250,2016-04-19,Field Book for Describing and Sampling Soils ver3,S2016MD003027,16N03631,Bt1,23,49,"",,20201217T174747Z,RELEASE-2021
02ad12d5-b6b1-4e0c-8814-79780471cc7e,SERC_007.basePlot.all,D02,SERC,SERC_007,1139245,2016-04-19,Field Book for Describing and Sampling Soils ver3,S2016MD003007,16N03576,BCt,75,100,"",,20201217T174747Z,RELEASE-2021
c4dfa915-5050-426e-8ecc-9f5d0022ed51,SERC_014.basePlot.all,D02,SERC,SERC_014,1139236,2016-04-19,Field Book for Describing and Sampling Soils ver3,S2016MD003014,16N03601,A,0,14,"",,20201217T174747Z,RELEASE-2021
6d54d6f2-40d9-486a-a95f-05c1fe56c937,SERC_014.basePlot.all,D02,SERC,SERC_014,1139236,2016-04-19,Field Book for Describing and Sampling Soils ver3,S2016MD003014,16N03604,Bt,41,82,"",,20201217T174747Z,RELEASE-2021
3a76dd66-8a01-4b33-8240-32084b8a27e9,SERC_013.basePlot.all,D02,SERC,SERC_013,1139246,2016-04-19,Field Book for Describing and Sampling Soils ver3,S2016MD003013,16N03600,BCt,68,100,"",,20201217T174747Z,RELEASE-2021
5826f8e5-11c7-4999-8798-d24f1889405d,SERC_014.basePlot.all,D02,SERC,SERC_014,1139236,2016-04-19,Field Book for Describing and Sampling Soils ver3,S2016MD003014,16N03603,BE,25,41,"",,20201217T174747Z,RELEASE-2021
a35feb3f-8b87-4d9a-ae44-834f9b5db042,SERC_013.basePlot.all,D02,SERC,SERC_013,1139246,2016-04-19,Field Book for Describing and Sampling Soils ver3,S2016MD003013,16N03598,Bt1,10,34,"",,20201217T174747Z,RELEASE-2021
532e89f9-a275-445b-9741-9073c65053a4,SERC_007.basePlot.all,D02,SERC,SERC_007,1139245,2016-04-19,Field Book for Describing and Sampling Soils ver3,S2016MD003007,16N03574,Bt1,29,58,"",,20201217T174747Z,RELEASE-2021
3a08c41c-5483-4c0e-ac67-b829b02a394b,SERC_013.basePlot.all,D02,SERC,SERC_013,1139246,2016-04-19,Field Book for Describing and Sampling Soils ver3,S2016MD003013,16N03597,A,0,10,"",,20201217T174747Z,RELEASE-2021
b1fd7c70-b441-4360-b5bd-38db0d3e84e5,SERC_014.basePlot.all,D02,SERC,SERC_014,1139236,2016-04-19,Field Book for Describing and Sampling Soils ver3,S2016MD003014,16N03605,BCt,82,100,"",,20201217T174747Z,RELEASE-2021
c2d53d38-da70-4f32-be0b-715a8283317b,SERC_027.basePlot.all,D02,SERC,SERC_027,1139250,2016-04-19,Field Book for Describing and Sampling Soils ver3,S2016MD003027,16N03632,Bt2,49,76,"",,20201217T174747Z,RELEASE-2021
138aed09-2b84-4337-9924-d4158688a021,SERC_007.basePlot.all,D02,SERC,SERC_007,1139245,2016-04-19,Field Book for Describing and Sampling Soils ver3,S2016MD003007,16N03573,Ap,0,29,"",,20201217T174747Z,RELEASE-2021
f224bb85-e154-45d5-acd9-dc6544847e08,SERC_027.basePlot.all,D02,SERC,SERC_027,1139250,2016-04-19,Field Book for Describing and Sampling Soils ver3,S2016MD003027,16N03630,Ap,0,23,"",,20201217T174747Z,RELEASE-2021
eb418414-65e0-4f32-8f3b-85529ab7427d,SERC_007.basePlot.all,D02,SERC,SERC_007,1139245,2016-04-19,Field Book for Describing and Sampling Soils ver3,S2016MD003007,16N03575,Bt2,58,75,"",,20201217T174747Z,RELEASE-2021
d8ddb386-22de-4834-8594-31e841ec3602,SERC_027.basePlot.all,D02,SERC,SERC_027,1139250,2016-04-19,Field Book for Describing and Sampling Soils ver3,S2016MD003027,16N03633,CB,76,100,"",,20201217T174747Z,RELEASE-2021
eb4877fb-19c1-42b5-87f7-123014d86757,TREE_019.basePlot.all,D05,TREE,TREE_019,1097783,2016-10-17,Field Book for Describing and Sampling Soils ver3,S2016WI069019,17N02301,AE,0,9,30% uncoated sand grains,,20201217T183044Z,RELEASE-2021
39d96594-7cc4-4570-ac36-54c482c4e198,TREE_006.basePlot.all,D05,TREE,TREE_006,1097779,2016-10-17,Field Book for Describing and Sampling Soils ver3,S2016WI069006,17N02287,2E/B,48,67,"",,20201217T183044Z,RELEASE-2021
7aff8e2d-fe08-4bf6-a6f0-60278310d75f,TREE_017.basePlot.all,D05,TREE,TREE_017,1097782,2016-10-17,Field Book for Describing and Sampling Soils ver3,S2016WI069017,17N02298,Bs1,21,39,"",,20201217T183044Z,RELEASE-2021
7ede2f2f-0147-4d9e-9778-ab6dcb95eab4,TREE_011.basePlot.all,D05,TREE,TREE_011,1097781,2016-10-17,Field Book for Describing and Sampling Soils ver3,S2016WI069011,4582256,Cg,84,90,"",,20201217T183044Z,RELEASE-2021
de0679bb-db8c-4249-a964-5584b253f853,TREE_019.basePlot.all,D05,TREE,TREE_019,1097783,2016-10-17,Field Book for Describing and Sampling Soils ver3,S2016WI069019,17N02306,2C,84,100,"",,20201217T183044Z,RELEASE-2021
7be45367-315a-4bc7-b904-5962af2aedbf,TREE_017.basePlot.all,D05,TREE,TREE_017,1097782,2016-10-17,Field Book for Describing and Sampling Soils ver3,S2016WI069017,17N02300,BC,58,100,"",,20201217T183044Z,RELEASE-2021
81d8b5ac-58b5-4d45-ba93-3c67eaeb4a72,TREE_019.basePlot.all,D05,TREE,TREE_019,1097783,2016-10-17,Field Book for Describing and Sampling Soils ver3,S2016WI069019,17N02303,Bs1,19,37,"",,20201217T183044Z,RELEASE-2021
d9036053-fedb-4af3-a0ae-f18c3da58e90,TREE_019.basePlot.all,D05,TREE,TREE_019,1097783,2016-10-17,Field Book for Describing and Sampling Soils ver3,S2016WI069019,17N02302,Bhs,9,19,"",,20201217T183044Z,RELEASE-2021
81a5eac3-e469-49de-bbd5-1aae1315efd1,TREE_011.basePlot.all,D05,TREE,TREE_011,1097781,2016-10-17,Field Book for Describing and Sampling Soils ver3,S2016WI069011,17N02292,Oe,0,13,"",,20201217T183044Z,RELEASE-2021
b2e6c382-38ed-41ce-9ffd-c8ea23ea8910,TREE_006.basePlot.all,D05,TREE,TREE_006,1097779,2016-10-17,Field Book for Describing and Sampling Soils ver3,S2016WI069006,17N02284,E,10,14,"",,20201217T183044Z,RELEASE-2021
86e0d1cf-c891-4d6b-a842-0b51aa9454f1,TREE_006.basePlot.all,D05,TREE,TREE_006,1097779,2016-10-17,Field Book for Describing and Sampling Soils ver3,S2016WI069006,17N02285,Bs,14,30,"",,20201217T183044Z,RELEASE-2021
24a1aefd-068b-402a-bedb-952dd6aa05ce,TREE_019.basePlot.all,D05,TREE,TREE_019,1097783,2016-10-17,Field Book for Describing and Sampling Soils ver3,S2016WI069019,17N02305,BC,55,84,"",,20201217T183044Z,RELEASE-2021
b9326503-32bd-4757-a00b-e65292e762dd,TREE_017.basePlot.all,D05,TREE,TREE_017,1097782,2016-10-17,Field Book for Describing and Sampling Soils ver3,S2016WI069017,17N02296,E/A,6,13,"",,20201217T183044Z,RELEASE-2021
