uid,namedLocation,domainID,siteID,plotID,nrcsDescriptionID,collectDate,horizonID,horizonName,analysisStartDate,biogeoIDnrcs,biogeoSampleType,biogeoTopDepth,biogeoBottomDepth,biogeoCenterDepth,airDryOvenDryProcessedDate,airDryOvenDryMethodPub,airDryOvenDryMethod,airDryOvenDryRatio,gypsumProcessedDate,gypsumMethodPub,gypsumMethod,gypsumConc,caco3ProcessedDate,caco3MethodPub,caco3Method,caco3Conc,cecProcessedDate,cecMethodPub,cecMethod,caNh4d,kNh4d,mgNh4d,naNh4d,cecdNh4,alSatCecd33,baseSumCecd10,bsesatCecd10,ececCecd33,KClExtractProcessedDate,KClExtractMethodPub,KClExtractMethod,alKcl,feKcl,mnKcl,routinepHProcessedDate,routinepHMethodPub,routinepHMethod,phCacl2,phH2o,ecProcessedDate,ecMethodPub,ecMethod,ec12pre,satPasteProcessedDate,satPasteMethodPub,satPasteMethod,bSatx,brSatx,caSatx,clSatx,co3Satx,ecSatp,flSatx,waterSatx,hco3Sx,kSatx,mgSatx,naSatx,no2Satx,no3Satx,pSatx,phSp,resist,so4Satx,TotalNCSProcessedDate,TotalNCSMethodPub,TotalNCSMethod,carbonTot,nitrogenTot,ctonRatio,estimatedOC,sulfurTot,acidOxalateProcessedDate,acidOxalateMethodPub,acidOxalateMethod,alOxalate,feOxalate,mnOxalate,pOxalate,siOxalate,optDensityOxalate,citrateDithioProcessedDate,citrateDithioMethodPub,citrateDithioMethod,alCitDithionate,feCitDithionate,mnCitDithionate,siliconCitrateDithionate,extractAcidityProcessedDate,extractAcidityMethodPub,extractAcidityMethod,acidity,h2oReten15BarProcessedDate,h2oReten15BarMethodPub,h2oReten15BarMethod,waterRetention15Bar,MehlichIIIPProcessedDate,MehlichIIIPMethodPub,MehlichIIIPMethod,MehlichIIITotP,Bray1PProcessedDate,Bray1PMethodPub,Bray1PMethod,Bray1PExtractable,OlsenPProcessedDate,OlsenPMethodPub,OlsenPMethod,OlsenPExtractable,archiveID,archiveMass,processingRemarks,laboratoryName,dataQF,publicationDate,release
33cf68ef-8eb1-405b-bf80-bbfb37794d2d,DELA_003.basePlot.all,D08,DELA,DELA_003,S2015AL063001,2015-09-28,16N02363,2Bt2,2016-05-06,S2015AL063001-4,bulk,70,90,80,2016-05-22,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Water Retention, Air Dry-Oven Dry (3D1)",1.023,"","","",,"","","",,2016-11-28,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014",Cation Exchange Capacity and Cations (4B1a1a),1.9,0.2,0.4,0,12.6,74,2.5,20,9.5,2016-07-10,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014",Potassium Chloride Extractable (4B3a1a),7,,3.4,2016-05-24,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014",Routine 1:1 Water and 1:2 0.01M CaCl2 pH (4C1a2a),4,4.6,2016-05-24,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014",Salt Prediction 1:2 (soil/water) (4F1a1a1),0.11,,"","",,,,,,,,,,,,,,,,,,,2016-07-06,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Total N, C, S (4H2a)",3.1,0.8,4,3,0.2,2016-08-16,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014",Acid Oxalate Extractable (4G2),0.22,0.73,680.2,275,0.02,0.04,2016-07-19,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014",Citrate Dithionate Extractable (4G1),0.3,2.5,0.1,,"","","",,,,,,2016-08-07,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014",Mehlich III Phosphorus (4D6a1),3.5,,,,,,,,,,,,USDA NRCS Kellogg Soil Survey Laboratory,,20201217T045815Z,RELEASE-2021
a5c8821e-23d5-421c-87bc-85d6460a28ff,DELA_011.basePlot.all,D08,DELA,DELA_011,S2015AL063017,2015-09-28,16N02422,A,2016-05-11,S2015AL063017-1,bulk,0,11,5.5,2016-05-22,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Water Retention, Air Dry-Oven Dry (3D1)",1.025,"","","",,2016-09-21,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014",Calcium Carbonate Equivalent (4E1a1a1a1),0,2016-11-27,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014",Cation Exchange Capacity and Cations (4B1a1a),16.3,0.3,2.1,0,16.9,,18.7,100,,"","","",,,,2016-05-26,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014",Routine 1:1 Water and 1:2 0.01M CaCl2 pH (4C1a2a),6.3,6.8,2016-05-24,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014",Salt Prediction 1:2 (soil/water) (4F1a1a1),0.23,,"","",,,,,,,,,,,,,,,,,,,2016-07-08,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Total N, C, S (4H2a)",17.5,2,8,17,0.1,2016-07-10,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014",Acid Oxalate Extractable (4G2),0.09,0.8,1012.1,240.8,0.07,0.07,2016-07-25,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014",Citrate Dithionate Extractable (4G1),0.1,2.1,0.1,,"","","",,,,,,2016-08-28,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014",Mehlich III Phosphorus (4D6a1),11.5,,,,,,,,,,,,USDA NRCS Kellogg Soil Survey Laboratory,,20201217T045815Z,RELEASE-2021
e5dc408e-59a0-4211-bbd5-18d2e6a880bf,DELA_005.basePlot.all,D08,DELA,DELA_005,S2015AL063016,2015-09-28,16N02421,C,2016-05-11,S2015AL063016-4,bulk,68,100,84,2016-05-22,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Water Retention, Air Dry-Oven Dry (3D1)",1.024,"","","",,2016-08-31,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014",Calcium Carbonate Equivalent (4E1a1a1a1),0,2016-11-27,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014",Cation Exchange Capacity and Cations (4B1a1a),17,0.1,0.4,0,14.4,,17.5,100,,"","","",,,,2016-05-26,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014",Routine 1:1 Water and 1:2 0.01M CaCl2 pH (4C1a2a),7.1,7.7,2016-05-24,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014",Salt Prediction 1:2 (soil/water) (4F1a1a1),0.12,,"","",,,,,,,,,,,,,,,,,,,2016-07-08,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Total N, C, S (4H2a)",7.6,1.2,6,8,0,2016-07-10,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014",Acid Oxalate Extractable (4G2),0.13,0.65,1613.7,114,0.06,0.04,2016-07-25,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014",Citrate Dithionate Extractable (4G1),0.2,1.7,0.2,,"","","",,,,,,2016-08-28,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014",Mehlich III Phosphorus (4D6a1),3.9,,,,,,,,,,,,USDA NRCS Kellogg Soil Survey Laboratory,,20201217T045815Z,RELEASE-2021
f33478a5-8069-4bd8-8da4-56a0026e56ef,DELA_015.basePlot.all,D08,DELA,DELA_015,S2015AL063018,2015-09-28,16N02427,Bw,2016-05-11,S2015AL063018-2,bulk,7,20,13.5,2016-05-22,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Water Retention, Air Dry-Oven Dry (3D1)",1.027,"","","",,2016-09-06,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014",Calcium Carbonate Equivalent (4E1a1a1a1),0,2016-11-27,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014",Cation Exchange Capacity and Cations (4B1a1a),13.7,0.1,1.6,0,17.8,,15.4,87,,"","","",,,,2016-05-26,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014",Routine 1:1 Water and 1:2 0.01M CaCl2 pH (4C1a2a),5.3,6,2016-05-24,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014",Salt Prediction 1:2 (soil/water) (4F1a1a1),0.11,,"","",,,,,,,,,,,,,,,,,,,2016-07-08,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Total N, C, S (4H2a)",13,1.5,8,13,0.1,2016-07-10,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014",Acid Oxalate Extractable (4G2),0.14,0.88,1210.3,205.6,0.05,0.06,2016-07-25,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014",Citrate Dithionate Extractable (4G1),0.2,2.1,0.1,,2016-09-18,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Extractable Acidity, BaCl2-Triethanolamine, Centrifuge (4B2b1a1)",9.3,,,,,2016-08-28,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014",Mehlich III Phosphorus (4D6a1),5.4,,,,,,,,,,,,USDA NRCS Kellogg Soil Survey Laboratory,,20201217T045815Z,RELEASE-2021
72d24424-340a-4f29-9bec-2a6c39a144eb,DELA_005.basePlot.all,D08,DELA,DELA_005,S2015AL063016,2015-09-28,16N02420,Bw2,2016-05-11,S2015AL063016-3,bulk,22,68,45,2016-05-22,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Water Retention, Air Dry-Oven Dry (3D1)",1.016,"","","",,2016-08-31,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014",Calcium Carbonate Equivalent (4E1a1a1a1),0,2016-11-27,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014",Cation Exchange Capacity and Cations (4B1a1a),9.1,0.1,1.6,0,10.2,,10.8,100,,"","","",,,,2016-05-26,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014",Routine 1:1 Water and 1:2 0.01M CaCl2 pH (4C1a2a),6,6.7,2016-05-24,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014",Salt Prediction 1:2 (soil/water) (4F1a1a1),0.07,,"","",,,,,,,,,,,,,,,,,,,2016-07-08,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Total N, C, S (4H2a)",8,0.8,10,8,0,2016-07-10,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014",Acid Oxalate Extractable (4G2),0.09,0.59,762,47,0.04,0.06,2016-07-25,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014",Citrate Dithionate Extractable (4G1),0.1,1.6,0.1,,"","","",,,,,,2016-08-28,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014",Mehlich III Phosphorus (4D6a1),7.1,,,,,,,,,,,,USDA NRCS Kellogg Soil Survey Laboratory,,20201217T045815Z,RELEASE-2021
efedccb3-1df7-4f85-99fb-004b3b6d89b1,DELA_015.basePlot.all,D08,DELA,DELA_015,S2015AL063018,2015-09-28,16N02429,Btg,2016-05-11,S2015AL063018-4,bulk,33,100,66.5,2016-05-22,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Water Retention, Air Dry-Oven Dry (3D1)",1.027,"","","",,2016-09-06,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014",Calcium Carbonate Equivalent (4E1a1a1a1),0,2016-11-27,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014",Cation Exchange Capacity and Cations (4B1a1a),12.4,0.2,1.1,0.2,15.4,,13.9,90,,"","","",,,,2016-05-26,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014",Routine 1:1 Water and 1:2 0.01M CaCl2 pH (4C1a2a),5.7,6.4,2016-05-24,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014",Salt Prediction 1:2 (soil/water) (4F1a1a1),0.13,,"","",,,,,,,,,,,,,,,,,,,2016-07-08,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Total N, C, S (4H2a)",4.4,1,4,4,0,2016-07-10,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014",Acid Oxalate Extractable (4G2),0.18,0.89,1708,240,0.05,0.08,2016-07-25,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014",Citrate Dithionate Extractable (4G1),0.3,2.4,0.2,,"","","",,,,,,2016-08-28,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014",Mehlich III Phosphorus (4D6a1),4.7,,,,,,,,,,,,USDA NRCS Kellogg Soil Survey Laboratory,,20201217T045815Z,RELEASE-2021
d1c5d721-4993-4b1c-b781-a7da49f50842,DELA_015.basePlot.all,D08,DELA,DELA_015,S2015AL063018,2015-09-28,16N02428,Bt,2016-05-11,S2015AL063018-3,bulk,20,33,26.5,2016-05-22,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Water Retention, Air Dry-Oven Dry (3D1)",1.03,"","","",,2016-09-06,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014",Calcium Carbonate Equivalent (4E1a1a1a1),0,2016-11-27,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014",Cation Exchange Capacity and Cations (4B1a1a),17.7,0.2,1,0.1,22.6,,19,84,,"","","",,,,2016-05-26,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014",Routine 1:1 Water and 1:2 0.01M CaCl2 pH (4C1a2a),6.2,6.9,2016-05-24,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014",Salt Prediction 1:2 (soil/water) (4F1a1a1),0.13,,"","",,,,,,,,,,,,,,,,,,,2016-07-08,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Total N, C, S (4H2a)",11.3,1.4,8,11,0.1,2016-07-10,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014",Acid Oxalate Extractable (4G2),0.19,0.83,1422.8,219.2,0.07,0.07,2016-07-25,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014",Citrate Dithionate Extractable (4G1),0.2,2.1,0.1,,2016-09-18,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Extractable Acidity, BaCl2-Triethanolamine, Centrifuge (4B2b1a1)",6.8,,,,,2016-08-28,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014",Mehlich III Phosphorus (4D6a1),7.7,,,,,,,,,,,,USDA NRCS Kellogg Soil Survey Laboratory,,20201217T045815Z,RELEASE-2021
81d86154-c2e6-4d07-9d26-d5e2e28bce4e,DELA_021.basePlot.all,D08,DELA,DELA_021,S2015AL063019,2015-09-28,16N02433,Bt,2016-05-11,S2015AL063019-4,bulk,48,100,74,2016-05-22,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Water Retention, Air Dry-Oven Dry (3D1)",1.033,"","","",,2016-09-06,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014",Calcium Carbonate Equivalent (4E1a1a1a1),0,2016-11-27,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014",Cation Exchange Capacity and Cations (4B1a1a),11.1,0.2,2.3,0,20,11,13.6,68,15.2,2016-07-10,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014",Potassium Chloride Extractable (4B3a1a),1.6,,3.6,2016-05-26,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014",Routine 1:1 Water and 1:2 0.01M CaCl2 pH (4C1a2a),4.9,5.7,2016-05-24,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014",Salt Prediction 1:2 (soil/water) (4F1a1a1),0.08,,"","",,,,,,,,,,,,,,,,,,,2016-07-08,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Total N, C, S (4H2a)",4.9,1.1,4,5,0.1,2016-07-10,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014",Acid Oxalate Extractable (4G2),0.24,1.08,1166.8,301.9,0.04,0.06,2016-07-25,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014",Citrate Dithionate Extractable (4G1),0.3,4.7,0.1,,"","","",,,,,,2016-08-28,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014",Mehlich III Phosphorus (4D6a1),2.3,,,,,,,,,,,,USDA NRCS Kellogg Soil Survey Laboratory,,20201217T045815Z,RELEASE-2021
c6c20068-2154-4ed3-8c92-76e8b586dd3a,DELA_024.basePlot.all,D08,DELA,DELA_024,S2015AL063020,2015-09-28,16N02436,Btg,2016-05-11,S2015AL063020-3,bulk,24,68,46,2016-05-22,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Water Retention, Air Dry-Oven Dry (3D1)",1.028,"","","",,2016-09-06,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014",Calcium Carbonate Equivalent (4E1a1a1a1),0,2016-11-27,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014",Cation Exchange Capacity and Cations (4B1a1a),18.8,0.2,1.6,0,19,,20.6,100,,"","","",,,,2016-05-26,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014",Routine 1:1 Water and 1:2 0.01M CaCl2 pH (4C1a2a),6.2,6.8,2016-05-24,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014",Salt Prediction 1:2 (soil/water) (4F1a1a1),0.23,,"","",,,,,,,,,,,,,,,,,,,2016-07-08,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Total N, C, S (4H2a)",9.4,1.1,8,9,0.1,2016-06-30,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014",Acid Oxalate Extractable (4G2),0.15,0.85,1040.9,319.8,0.04,0.08,2016-07-25,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014",Citrate Dithionate Extractable (4G1),0.2,2.2,0.1,,2016-09-18,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Extractable Acidity, BaCl2-Triethanolamine, Centrifuge (4B2b1a1)",7.1,,,,,2016-08-28,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014",Mehlich III Phosphorus (4D6a1),10.6,,,,,,,,,,,,USDA NRCS Kellogg Soil Survey Laboratory,,20201217T045815Z,RELEASE-2021
a4f21943-502e-4e8c-87a0-033aca01efeb,DELA_024.basePlot.all,D08,DELA,DELA_024,S2015AL063020,2015-09-28,16N02437,Cg,2016-05-11,S2015AL063020-4,bulk,68,100,84,2016-05-22,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Water Retention, Air Dry-Oven Dry (3D1)",1.025,"","","",,"","","",,2016-11-27,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014",Cation Exchange Capacity and Cations (4B1a1a),13.1,0.2,1.4,0,15.5,,14.7,95,,"","","",,,,2016-05-26,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014",Routine 1:1 Water and 1:2 0.01M CaCl2 pH (4C1a2a),5.5,6.1,2016-05-24,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014",Salt Prediction 1:2 (soil/water) (4F1a1a1),0.18,,"","",,,,,,,,,,,,,,,,,,,2016-07-08,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Total N, C, S (4H2a)",4.8,1.1,4,5,0.1,2016-06-30,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014",Acid Oxalate Extractable (4G2),0.13,0.71,319.8,272.2,0.02,0.05,2016-07-25,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014",Citrate Dithionate Extractable (4G1),0.2,2.1,0,,2016-09-18,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Extractable Acidity, BaCl2-Triethanolamine, Centrifuge (4B2b1a1)",8.4,,,,,2016-08-28,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014",Mehlich III Phosphorus (4D6a1),12.2,,,,,,,,,,,,USDA NRCS Kellogg Soil Survey Laboratory,,20201217T045815Z,RELEASE-2021
3daddfbe-cb5c-4d82-a6e4-af02273a34f6,DELA_005.basePlot.all,D08,DELA,DELA_005,S2015AL063016,2015-09-28,16N02419,Bw1,2016-05-11,S2015AL063016-2,bulk,6,22,14,2016-05-22,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Water Retention, Air Dry-Oven Dry (3D1)",1.016,"","","",,2016-08-31,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014",Calcium Carbonate Equivalent (4E1a1a1a1),0,2016-11-27,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014",Cation Exchange Capacity and Cations (4B1a1a),9.8,0.1,2.1,0,11.2,,12,100,,"","","",,,,2016-05-26,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014",Routine 1:1 Water and 1:2 0.01M CaCl2 pH (4C1a2a),6.1,6.6,2016-05-24,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014",Salt Prediction 1:2 (soil/water) (4F1a1a1),0.11,,"","",,,,,,,,,,,,,,,,,,,2016-07-08,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Total N, C, S (4H2a)",10.2,1.3,8,10,0,2016-07-10,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014",Acid Oxalate Extractable (4G2),0.06,0.57,691.5,109.4,0.04,0.05,2016-07-20,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014",Citrate Dithionate Extractable (4G1),0,1.6,0.1,,"","","",,,,,,2016-08-28,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014",Mehlich III Phosphorus (4D6a1),11.6,,,,,,,,,,,,USDA NRCS Kellogg Soil Survey Laboratory,,20201217T045815Z,RELEASE-2021
