uid,namedLocation,domainID,siteID,plotID,nrcsDescriptionID,collectDate,horizonID,horizonName,biogeoIDnrcs,biogeoSampleType,biogeoTopDepth,biogeoBottomDepth,biogeoCenterDepth,particleSizeDistProcessedDate,particleSizeDistMethodPub,particleSizeDistMethod,coarseFrag2To5,coarseFrag5To20,sandTotal,siltTotal,clayTotal,carbonateClay,clayFineContent,siltFineContent,siltCoarseContent,sandVeryFineContent,sandFineContent,sandMediumContent,sandCoarseContent,sandVeryCoarseContent,laboratoryName,dataQF,publicationDate,release
4991db8f-dd78-4e83-bc35-2e88f165ae05,HARV_018.basePlot.all,D01,HARV,HARV_018,S2017MA027018,2017-08-14,17N04255,Bw1,S2017MA027018-3,bulk,14,29,21.5,,,,46.8,68.7,,,,,,,,,,,,,USDA NRCS Kellogg Soil Survey Laboratory,,20201217T212702Z,RELEASE-2021
36d8800d-ff4c-4819-8538-4e711d0a48e6,HARV_008.basePlot.all,D01,HARV,HARV_008,S2017MA027008,2017-08-16,17N04249,Bw1,S2017MA027008-3,bulk,19,36,27.5,,,,57.2,81.6,,,,,,,,,,,,,USDA NRCS Kellogg Soil Survey Laboratory,,20201217T212702Z,RELEASE-2021
f9d27aa2-f4f6-4843-8a38-53e067a16359,HARV_008.basePlot.all,D01,HARV,HARV_008,S2017MA027008,2017-08-16,17N04247,Oe,S2017MA027008-1,bulk,0,10,5,,,,0,0,,,,,,,,,,,,,USDA NRCS Kellogg Soil Survey Laboratory,,20201217T212702Z,RELEASE-2021
836ec746-65ad-4585-84e8-e0d57edd27e1,HARV_008.basePlot.all,D01,HARV,HARV_008,S2017MA027008,2017-08-16,17N04251,BC,S2017MA027008-5,bulk,54,74,64,,,,70.7,151.1,,,,,,,,,,,,,USDA NRCS Kellogg Soil Survey Laboratory,,20201217T212702Z,RELEASE-2021
941b1b14-aad0-4ff4-acce-fa3de1da2e45,HARV_008.basePlot.all,D01,HARV,HARV_008,S2017MA027008,2017-08-16,17N04250,Bw2,S2017MA027008-4,bulk,36,54,45,,,,52.4,80.8,,,,,,,,,,,,,USDA NRCS Kellogg Soil Survey Laboratory,,20201217T212702Z,RELEASE-2021
528fea0b-e8c9-4535-9107-1a9368f83a83,HARV_008.basePlot.all,D01,HARV,HARV_008,S2017MA027008,2017-08-16,17N04248,A,S2017MA027008-2,bulk,10,19,14.5,,,,27.6,62.7,,,,,,,,,,,,,USDA NRCS Kellogg Soil Survey Laboratory,,20201217T212702Z,RELEASE-2021
bdd41dfa-3f70-486b-9461-3dfbe233bcd8,HARV_008.basePlot.all,D01,HARV,HARV_008,S2017MA027008,2017-08-16,17N04252,C,S2017MA027008-6,bulk,74,115,94.5,,,,96.9,188.1,,,,,,,,,,,,,USDA NRCS Kellogg Soil Survey Laboratory,,20201217T212702Z,RELEASE-2021
f48c82d1-d2e9-4114-add7-267dcb56617c,HARV_029.basePlot.all,D01,HARV,HARV_029,S2017MA027029,2017-08-22,17N04279,A,S2017MA027029-2,bulk,6,18,12,,,,31.2,48,,,,,,,,,,,,,USDA NRCS Kellogg Soil Survey Laboratory,,20201217T212702Z,RELEASE-2021
56fdc86f-ed02-4a79-9bd0-75df831d2ca0,HARV_029.basePlot.all,D01,HARV,HARV_029,S2017MA027029,2017-08-22,17N04280,Bw1,S2017MA027029-3,bulk,18,38,28,,,,60,98.7,,,,,,,,,,,,,USDA NRCS Kellogg Soil Survey Laboratory,,20201217T212702Z,RELEASE-2021
6bfa2a86-76c0-4f24-b416-af1fd55e5d94,HARV_029.basePlot.all,D01,HARV,HARV_029,S2017MA027029,2017-08-22,17N04283,2C,S2017MA027029-6,bulk,68,106,87,,,,155,256.3,,,,,,,,,,,,,USDA NRCS Kellogg Soil Survey Laboratory,,20201217T212702Z,RELEASE-2021
06075e27-1dcf-4185-b05e-e9f16c305385,HARV_029.basePlot.all,D01,HARV,HARV_029,S2017MA027029,2017-08-22,17N04282,2CB,S2017MA027029-5,bulk,51,68,59.5,,,,120,219.9,,,,,,,,,,,,,USDA NRCS Kellogg Soil Survey Laboratory,,20201217T212702Z,RELEASE-2021
713322da-f5b8-4086-8a8e-07fb7d5a485a,HARV_029.basePlot.all,D01,HARV,HARV_029,S2017MA027029,2017-08-22,17N04278,Oe,S2017MA027029-1,bulk,0,6,3,,,,0,0,,,,,,,,,,,,,USDA NRCS Kellogg Soil Survey Laboratory,,20201217T212702Z,RELEASE-2021
00ca02c6-0fe4-410d-aa77-169aaa0c4cbe,HARV_029.basePlot.all,D01,HARV,HARV_029,S2017MA027029,2017-08-22,17N04281,Bw2,S2017MA027029-4,bulk,38,51,44.5,,,,69.1,121.4,,,,,,,,,,,,,USDA NRCS Kellogg Soil Survey Laboratory,,20201217T212702Z,RELEASE-2021
19171ec3-3256-403a-87b3-1455487379e0,HARV_011.basePlot.all,D01,HARV,HARV_011,S2017MA027011,2017-08-23,17N04300,2Cg,S2017MA027011-5,bulk,76,105,90.5,,,,113.8,168.6,,,,,,,,,,,,,USDA NRCS Kellogg Soil Survey Laboratory,,20201217T212702Z,RELEASE-2021
52549c3e-f2c7-439d-9d54-0ce0898f72e8,HARV_011.basePlot.all,D01,HARV,HARV_011,S2017MA027011,2017-08-23,17N04299,Bw2,S2017MA027011-4,bulk,36,76,56,,,,98.8,185.6,,,,,,,,,,,,,USDA NRCS Kellogg Soil Survey Laboratory,,20201217T212702Z,RELEASE-2021
22397fd0-6ae9-42fc-9ba8-390a0bfa8944,HARV_011.basePlot.all,D01,HARV,HARV_011,S2017MA027011,2017-08-23,17N04296,Oa,S2017MA027011-1,bulk,0,5,2.5,,,,0,0,,,,,,,,,,,,,USDA NRCS Kellogg Soil Survey Laboratory,,20201217T212702Z,RELEASE-2021
17320eb7-e08e-472f-917e-49845d9fcb43,HARV_011.basePlot.all,D01,HARV,HARV_011,S2017MA027011,2017-08-23,17N04298,Bw1,S2017MA027011-3,bulk,17,36,26.5,,,,79.3,110,,,,,,,,,,,,,USDA NRCS Kellogg Soil Survey Laboratory,,20201217T212702Z,RELEASE-2021
0b43a1aa-fd5c-43ea-a208-a428e2d92743,HARV_011.basePlot.all,D01,HARV,HARV_011,S2017MA027011,2017-08-23,17N04297,A,S2017MA027011-2,bulk,5,17,11,,,,25.1,17.3,,,,,,,,,,,,,USDA NRCS Kellogg Soil Survey Laboratory,,20201217T212702Z,RELEASE-2021
2ea4d4ea-6818-47cc-a830-3d89ef72f8f1,HARV_021.basePlot.all,D01,HARV,HARV_021,S2017MA027021,2017-08-24,17N04263,2C1,S2017MA027021-5,bulk,55,82,68.5,,,,138.2,412,,,,,,,,,,,,,USDA NRCS Kellogg Soil Survey Laboratory,,20201217T212702Z,RELEASE-2021
fdbf85e8-52a9-44f2-8718-8e851d6e4adb,HARV_021.basePlot.all,D01,HARV,HARV_021,S2017MA027021,2017-08-24,17N04260,A,S2017MA027021-2,bulk,6,22,14,,,,43.2,115,,,,,,,,,,,,,USDA NRCS Kellogg Soil Survey Laboratory,,20201217T212702Z,RELEASE-2021
c04b739b-1495-4ea2-9553-a9474d4653c0,HARV_021.basePlot.all,D01,HARV,HARV_021,S2017MA027021,2017-08-24,17N04261,Bw,S2017MA027021-3,bulk,22,36,29,,,,93.2,124.9,,,,,,,,,,,,,USDA NRCS Kellogg Soil Survey Laboratory,,20201217T212702Z,RELEASE-2021
cf9fc8c9-7679-42e8-a983-bb252f9201e9,HARV_021.basePlot.all,D01,HARV,HARV_021,S2017MA027021,2017-08-24,17N04262,2BC,S2017MA027021-4,bulk,36,55,45.5,,,,91.2,481.7,,,,,,,,,,,,,USDA NRCS Kellogg Soil Survey Laboratory,,20201217T212702Z,RELEASE-2021
e24b2968-56b5-4bcf-9ba6-dac7d3270f75,HARV_021.basePlot.all,D01,HARV,HARV_021,S2017MA027021,2017-08-24,17N04264,2C2,S2017MA027021-6,bulk,82,106,94,,,,181.5,447.4,,,,,,,,,,,,,USDA NRCS Kellogg Soil Survey Laboratory,,20201217T212702Z,RELEASE-2021
0933eba7-5756-4102-beb8-fc02ebbd752c,HARV_021.basePlot.all,D01,HARV,HARV_021,S2017MA027021,2017-08-24,17N04259,Oe,S2017MA027021-1,bulk,0,6,3,,,,0,0,,,,,,,,,,,,,USDA NRCS Kellogg Soil Survey Laboratory,,20201217T212702Z,RELEASE-2021
6f7622e6-07f6-4b08-a77e-8b3c4e0a7e42,HARV_027.basePlot.all,D01,HARV,HARV_027,S2017MA027027,2017-08-25,17N04273,A1,S2017MA027027-2,bulk,1,16,8.5,,,,9.9,8.7,,,,,,,,,,,,,USDA NRCS Kellogg Soil Survey Laboratory,,20201217T212702Z,RELEASE-2021
eb7ade5c-84cb-46d2-89ad-4adf1770b16c,HARV_027.basePlot.all,D01,HARV,HARV_027,S2017MA027027,2017-08-25,17N04275,A3,S2017MA027027-4,bulk,36,52,44,,,,46.3,40.6,,,,,,,,,,,,,USDA NRCS Kellogg Soil Survey Laboratory,,20201217T212702Z,RELEASE-2021
b1514277-ddf8-4db1-9367-71b4fc314885,HARV_027.basePlot.all,D01,HARV,HARV_027,S2017MA027027,2017-08-25,17N04276,Bg,S2017MA027027-5,bulk,52,80,66,,,,36.9,28.6,,,,,,,,,,,,,USDA NRCS Kellogg Soil Survey Laboratory,,20201217T212702Z,RELEASE-2021
6768fe1a-2361-49ec-816c-ce338b086171,HARV_027.basePlot.all,D01,HARV,HARV_027,S2017MA027027,2017-08-25,17N04274,A2,S2017MA027027-3,bulk,16,36,26,,,,38.8,25.4,,,,,,,,,,,,,USDA NRCS Kellogg Soil Survey Laboratory,,20201217T212702Z,RELEASE-2021
4ed38a09-09d1-4618-ba11-ab1e6997fd99,HARV_027.basePlot.all,D01,HARV,HARV_027,S2017MA027027,2017-08-25,17N04277,Cg,S2017MA027027-6,bulk,80,100,90,,,,66,144.4,,,,,,,,,,,,,USDA NRCS Kellogg Soil Survey Laboratory,,20201217T212702Z,RELEASE-2021
1cd206e7-ac95-4d08-b48b-67b9c74aadc0,HARV_059.basePlot.all,D01,HARV,HARV_059,S2017MA027059,2017-08-28,17N04286,Bw,S2017MA027059-3,bulk,25,42,33.5,,,,11.1,16.1,,,,,,,,,,,,,USDA NRCS Kellogg Soil Survey Laboratory,,20201217T212702Z,RELEASE-2021
311797f3-46a6-40b8-b587-386a4f69d409,HARV_059.basePlot.all,D01,HARV,HARV_059,S2017MA027059,2017-08-28,17N04287,BC,S2017MA027059-4,bulk,42,58,50,,,,63.2,110.6,,,,,,,,,,,,,USDA NRCS Kellogg Soil Survey Laboratory,,20201217T212702Z,RELEASE-2021
3bbf2b57-fd52-42a2-9529-f47d0cf29163,HARV_059.basePlot.all,D01,HARV,HARV_059,S2017MA027059,2017-08-28,17N04285,Ap,S2017MA027059-2,bulk,5,25,15,,,,14.4,17.4,,,,,,,,,,,,,USDA NRCS Kellogg Soil Survey Laboratory,,20201217T212702Z,RELEASE-2021
1d4763f5-d1f3-4edd-bf18-bb3a7db8bcff,HARV_059.basePlot.all,D01,HARV,HARV_059,S2017MA027059,2017-08-28,17N04288,2C,S2017MA027059-5,bulk,58,80,69,,,,180.7,392.2,,,,,,,,,,,,,USDA NRCS Kellogg Soil Survey Laboratory,,20201217T212702Z,RELEASE-2021
2d0cc8ef-6526-4503-99fa-f7072ba212d2,HARV_059.basePlot.all,D01,HARV,HARV_059,S2017MA027059,2017-08-28,17N04284,Oe,S2017MA027059-1,bulk,0,5,2.5,,,,0,0,,,,,,,,,,,,,USDA NRCS Kellogg Soil Survey Laboratory,,20201217T212702Z,RELEASE-2021
9a6fabd0-1cc2-44f7-9e9d-1bfa939abfc6,HARV_059.basePlot.all,D01,HARV,HARV_059,S2017MA027059,2017-08-28,17N04289,2Cg,S2017MA027059-6,bulk,80,105,92.5,,,,180.8,478.4,,,,,,,,,,,,,USDA NRCS Kellogg Soil Survey Laboratory,,20201217T212702Z,RELEASE-2021
5149e2fc-1602-459f-9677-f6f2e3037291,HARV_024.basePlot.all,D01,HARV,HARV_024,S2017MA027024,2017-08-29,17N04269,Oa4,S2017MA027024-5,bulk,71,104,87.5,,,,0,0,,,,,,,,,,,,,USDA NRCS Kellogg Soil Survey Laboratory,,20201217T212702Z,RELEASE-2021
05d14df9-3fe8-4d71-9e87-436b117918c3,HARV_024.basePlot.all,D01,HARV,HARV_024,S2017MA027024,2017-08-29,17N04265,Oe,S2017MA027024-1,bulk,0,9,4.5,,,,0,0,,,,,,,,,,,,,USDA NRCS Kellogg Soil Survey Laboratory,,20201217T212702Z,RELEASE-2021
8186b025-c61a-4185-8e81-e40c749ae3dc,HARV_024.basePlot.all,D01,HARV,HARV_024,S2017MA027024,2017-08-29,17N04267,Oa2,S2017MA027024-3,bulk,18,37,27.5,,,,0,0,,,,,,,,,,,,,USDA NRCS Kellogg Soil Survey Laboratory,,20201217T212702Z,RELEASE-2021
8211e6b8-b599-402e-a4bf-425745a0c44e,HARV_024.basePlot.all,D01,HARV,HARV_024,S2017MA027024,2017-08-29,17N04268,Oa3,S2017MA027024-4,bulk,37,71,54,,,,0,0,,,,,,,,,,,,,USDA NRCS Kellogg Soil Survey Laboratory,,20201217T212702Z,RELEASE-2021
50117fc3-5213-4417-99e7-ad662fa2bdee,HARV_024.basePlot.all,D01,HARV,HARV_024,S2017MA027024,2017-08-29,17N04266,Oa1,S2017MA027024-2,bulk,9,18,13.5,,,,0,0,,,,,,,,,,,,,USDA NRCS Kellogg Soil Survey Laboratory,,20201217T212702Z,RELEASE-2021
83f44d41-890d-4315-82fc-360705facab3,SERC_025.basePlot.all,D02,SERC,SERC_025,S2016MD003025,2016-04-04,16N03620,Ap,S2016MD003025-1,bulk,0,11,5.5,2016-09-08,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014",Routine Particle Size Distribution (3A1a1a),0,0,48.5,24.8,26.7,,,13.7,11.1,15.6,27,4.7,1.1,0.1,USDA NRCS Kellogg Soil Survey Laboratory,,20201217T174747Z,RELEASE-2021
484315d2-f48b-4557-8084-45e954704fff,SERC_025.basePlot.all,D02,SERC,SERC_025,S2016MD003025,2016-04-04,16N03622,BCt,S2016MD003025-3,bulk,25,48,36.5,2016-09-08,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014",Routine Particle Size Distribution (3A1a1a),0.2,0,66.3,7.9,25.8,,,4.7,3.2,7.2,49.9,8.8,0.2,0.2,USDA NRCS Kellogg Soil Survey Laboratory,,20201217T174747Z,RELEASE-2021
a126ad3a-7d3a-48d0-9395-ea1f683354e4,SERC_025.basePlot.all,D02,SERC,SERC_025,S2016MD003025,2016-04-04,16N03624,Cj,S2016MD003025-5,bulk,73,100,86.5,2016-09-08,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014",Routine Particle Size Distribution (3A1a1a),0,0,74.7,4.4,20.9,,,3.6,0.8,6,58.9,9.5,0.3,0,USDA NRCS Kellogg Soil Survey Laboratory,,20201217T174747Z,RELEASE-2021
f2454ed7-1f9f-437d-bc7c-812d2f1d47fd,SERC_025.basePlot.all,D02,SERC,SERC_025,S2016MD003025,2016-04-04,16N03621,Bt,S2016MD003025-2,bulk,11,25,18,2016-09-08,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014",Routine Particle Size Distribution (3A1a1a),2.1,1.9,54.7,16.6,28.7,,,7.9,8.7,15.3,32.5,6,0.9,0,USDA NRCS Kellogg Soil Survey Laboratory,,20201217T174747Z,RELEASE-2021
3e888e03-a468-4fe3-ba5d-e679320c67cd,SERC_025.basePlot.all,D02,SERC,SERC_025,S2016MD003025,2016-04-04,16N03623,BCj,S2016MD003025-4,bulk,48,73,60.5,2016-09-08,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014",Routine Particle Size Distribution (3A1a1a),0,0,71.3,4.6,24.1,,,3.7,0.9,6.6,56,8,0.7,0,USDA NRCS Kellogg Soil Survey Laboratory,,20201217T174747Z,RELEASE-2021
ae29c789-46ef-4104-acf0-f0325a8df19b,SERC_004.basePlot.all,D02,SERC,SERC_004,S2016MD003004,2016-04-05,16N03568,BC,S2016MD003004-4,bulk,67,100,83.5,2016-08-09,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014",Routine Particle Size Distribution (3A1a1a),0.2,0,58.2,9.4,32.4,,,5.8,3.6,7.2,43.7,6.5,0.7,0.1,USDA NRCS Kellogg Soil Survey Laboratory,,20201217T174747Z,RELEASE-2021
d93dc324-9b30-4237-9ee8-b8c5a28fcd09,SERC_004.basePlot.all,D02,SERC,SERC_004,S2016MD003004,2016-04-05,16N03565,Ap,S2016MD003004-1,bulk,0,13,6.5,2016-08-09,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014",Routine Particle Size Distribution (3A1a1a),0,0,52.6,29.1,18.3,,,15.1,14,30,19,2.8,0.5,0.3,USDA NRCS Kellogg Soil Survey Laboratory,,20201217T174747Z,RELEASE-2021
92c2d66a-8df6-46fa-83dd-c0caf251f556,SERC_022.basePlot.all,D02,SERC,SERC_022,S2016MD003022,2016-04-05,16N03619,BCt,S2016MD003022-4,bulk,79,100,89.5,2016-08-22,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014",Routine Particle Size Distribution (3A1a1a),0,0,13.3,29.6,57.1,0,,19.6,10,8.9,3.7,0.6,0.1,0,USDA NRCS Kellogg Soil Survey Laboratory,,20201217T174747Z,RELEASE-2021
4a3d41be-cb00-4f9e-8723-c52993433d8c,SERC_004.basePlot.all,D02,SERC,SERC_004,S2016MD003004,2016-04-05,16N03566,Bt1,S2016MD003004-2,bulk,13,43,28,2016-08-09,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014",Routine Particle Size Distribution (3A1a1a),0,0,37.3,31.7,31,,,18.4,13.3,20.2,14.8,1.9,0.3,0.1,USDA NRCS Kellogg Soil Survey Laboratory,,20201217T174747Z,RELEASE-2021
1eb12870-230a-47ac-8e59-06867d092f54,SERC_068.basePlot.all,D02,SERC,SERC_068,S2016MD003068,2016-04-05,16N03647,Ap,S2016MD003068-1,bulk,0,25,12.5,2016-08-22,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014",Routine Particle Size Distribution (3A1a1a),0,0,48.9,39.8,11.3,,,24.8,15,22.5,24,1.7,0.5,0.2,USDA NRCS Kellogg Soil Survey Laboratory,,20201217T174747Z,RELEASE-2021
cf618fee-4a19-4490-b6ff-fcff2c5db366,SERC_012.basePlot.all,D02,SERC,SERC_012,S2016MD003012,2016-04-05,16N03593,BE,S2016MD003012-2,bulk,21,34,27.5,2016-08-17,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014",Routine Particle Size Distribution (3A1a1a),0,0,62.3,24.7,13,,,13.5,11.2,27.6,30.5,3.8,0.3,0.1,USDA NRCS Kellogg Soil Survey Laboratory,,20201217T174747Z,RELEASE-2021
8b8a39f3-9c1f-495e-a8ac-2b557818ca04,SERC_068.basePlot.all,D02,SERC,SERC_068,S2016MD003068,2016-04-05,16N03650,Bt2,S2016MD003068-4,bulk,64,100,82,2016-08-22,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014",Routine Particle Size Distribution (3A1a1a),0,0,48,25.5,26.5,0,,15.3,10.2,19.6,25.5,2.7,0.2,0,USDA NRCS Kellogg Soil Survey Laboratory,,20201217T174747Z,RELEASE-2021
bef11684-bbca-43db-8fc7-810bdf71acb1,SERC_022.basePlot.all,D02,SERC,SERC_022,S2016MD003022,2016-04-05,16N03616,Ap,S2016MD003022-1,bulk,0,13,6.5,2016-08-22,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014",Routine Particle Size Distribution (3A1a1a),0,0,59.3,28.9,11.8,,,16.9,12,18.6,34.2,6.1,0.3,0.1,USDA NRCS Kellogg Soil Survey Laboratory,,20201217T174747Z,RELEASE-2021
599b0bbb-69af-4aee-849b-a45eaf46cb49,SERC_012.basePlot.all,D02,SERC,SERC_012,S2016MD003012,2016-04-05,16N03594,Bt1,S2016MD003012-3,bulk,34,70,52,2016-08-17,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014",Routine Particle Size Distribution (3A1a1a),0,0,51.4,21,27.6,,,11.2,9.8,23.1,23.6,4.2,0.5,0,USDA NRCS Kellogg Soil Survey Laboratory,,20201217T174747Z,RELEASE-2021
2a045d33-19c0-49d6-9ae8-0f9138d6e302,SERC_012.basePlot.all,D02,SERC,SERC_012,S2016MD003012,2016-04-05,16N03595,Bt2,S2016MD003012-4,bulk,70,93,81.5,2016-08-17,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014",Routine Particle Size Distribution (3A1a1a),4.7,1.1,49.7,20.1,30.2,,,10.5,9.6,19.5,18.5,9.5,2,0.2,USDA NRCS Kellogg Soil Survey Laboratory,,20201217T174747Z,RELEASE-2021
d9ac6fd2-22dc-4b79-9721-74a2aba3eaad,SERC_068.basePlot.all,D02,SERC,SERC_068,S2016MD003068,2016-04-05,16N03648,BE,S2016MD003068-2,bulk,25,40,32.5,2016-08-22,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014",Routine Particle Size Distribution (3A1a1a),0,0,41.7,42.1,16.2,,,26.9,15.2,21.4,18.5,1.7,0.1,0,USDA NRCS Kellogg Soil Survey Laboratory,,20201217T174747Z,RELEASE-2021
f00845ba-5099-4ca8-8e35-325061d92d46,SERC_012.basePlot.all,D02,SERC,SERC_012,S2016MD003012,2016-04-05,16N03592,Ap,S2016MD003012-1,bulk,0,21,10.5,2016-08-17,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014",Routine Particle Size Distribution (3A1a1a),5.9,0.6,64.8,25.3,9.9,,,14.1,11.2,34.4,26.6,3.2,0.5,0.1,USDA NRCS Kellogg Soil Survey Laboratory,,20201217T174747Z,RELEASE-2021
7cdfb178-f3d2-43b2-8c0a-61ad2dc1101b,SERC_012.basePlot.all,D02,SERC,SERC_012,S2016MD003012,2016-04-05,16N03596,BCt,S2016MD003012-5,bulk,93,100,96.5,2016-08-17,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014",Routine Particle Size Distribution (3A1a1a),15.5,19.8,67,11,22,,,5.9,5.1,14.3,25.6,18.9,6.3,1.9,USDA NRCS Kellogg Soil Survey Laboratory,,20201217T174747Z,RELEASE-2021
ef79e411-6a75-4b2b-86c0-ed6c8a429cc7,SERC_068.basePlot.all,D02,SERC,SERC_068,S2016MD003068,2016-04-05,16N03649,Bt1,S2016MD003068-3,bulk,40,64,52,2016-08-22,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014",Routine Particle Size Distribution (3A1a1a),0,0,43.1,29.4,27.5,0,,18,11.4,16.8,23.7,2.4,0.1,0.1,USDA NRCS Kellogg Soil Survey Laboratory,,20201217T174747Z,RELEASE-2021
673eafeb-a94e-4335-b6be-d2fd35bba2c4,SERC_004.basePlot.all,D02,SERC,SERC_004,S2016MD003004,2016-04-05,16N03567,Bt2,S2016MD003004-3,bulk,43,67,55,2016-08-09,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014",Routine Particle Size Distribution (3A1a1a),0,0,56.5,18,25.5,,,10.7,7.3,15,33.2,7.4,0.8,0.1,USDA NRCS Kellogg Soil Survey Laboratory,,20201217T174747Z,RELEASE-2021
320ae384-5fa5-44f9-b5e1-6a8f368eb615,SERC_022.basePlot.all,D02,SERC,SERC_022,S2016MD003022,2016-04-05,16N03618,Bt,S2016MD003022-3,bulk,36,79,57.5,2016-08-22,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014",Routine Particle Size Distribution (3A1a1a),0,0,28.5,27.7,43.8,,,15.2,12.5,17.5,9.2,1.5,0.2,0.1,USDA NRCS Kellogg Soil Survey Laboratory,,20201217T174747Z,RELEASE-2021
9ff4305d-0442-4e56-984b-4fb35c9133ca,SERC_022.basePlot.all,D02,SERC,SERC_022,S2016MD003022,2016-04-05,16N03617,E,S2016MD003022-2,bulk,13,36,24.5,2016-08-22,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014",Routine Particle Size Distribution (3A1a1a),0,0,56.5,27.6,15.9,,,16.3,11.3,18.7,33.4,4,0.4,0,USDA NRCS Kellogg Soil Survey Laboratory,,20201217T174747Z,RELEASE-2021
ad8e7648-743d-48a3-a11e-32be81104d43,SERC_020.basePlot.all,D02,SERC,SERC_020,S2016MD003020,2016-04-06,16N03614,Cg1,S2016MD003020-4,bulk,58,88,73,2016-08-22,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014",Routine Particle Size Distribution (3A1a1a),0,0,65.4,7.1,27.5,,,4.1,3,10.4,36.4,17.5,1.1,0,USDA NRCS Kellogg Soil Survey Laboratory,,20201217T174747Z,RELEASE-2021
b49a79d0-fc93-4e08-bdef-148ce05f0d7a,SERC_001.basePlot.all,D02,SERC,SERC_001,S2016MD003001,2016-04-06,16N03561,Bt1,S2016MD003001-3,bulk,23,41,32,2016-08-09,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014",Routine Particle Size Distribution (3A1a1a),0,0.6,21.5,36.3,42.2,0,,20.8,15.5,12.5,7.2,1.6,0.2,0,USDA NRCS Kellogg Soil Survey Laboratory,,20201217T174747Z,RELEASE-2021
92b7c533-ca1b-498f-91aa-7da7fcefe6e6,SERC_011.basePlot.all,D02,SERC,SERC_011,S2016MD003011,2016-04-06,16N03590,Bt1,S2016MD003011-4,bulk,40,68,54,2016-08-17,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014",Routine Particle Size Distribution (3A1a1a),0,0,66.6,13.5,19.9,,,8.8,4.7,8.5,33.2,23,1.9,0,USDA NRCS Kellogg Soil Survey Laboratory,,20201217T174747Z,RELEASE-2021
5a533512-8973-467e-8e53-e18f7c20d7fb,SERC_026.basePlot.all,D02,SERC,SERC_026,S2016MD003026,2016-04-06,16N03628,Bt2,S2016MD003026-4,bulk,54,94,74,2016-09-08,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014",Routine Particle Size Distribution (3A1a1a),1.1,1.4,42.2,18.6,39.2,,,11.3,7.3,18,19.6,3.1,1,0.5,USDA NRCS Kellogg Soil Survey Laboratory,,20201217T174747Z,RELEASE-2021
