uid,namedLocation,domainID,siteID,plotID,nrcsDescriptionID,collectDate,horizonID,horizonName,bulkDensProcessedDate,bulkDensMethodPub,bulkDensMethod,bulkDensIDnrcs,bulkDensSampleType,bulkDensCenterDepth,bulkDensTopDepth,bulkDensBottomDepth,bulkDensThirdBar,bulkDensOvenDry,bulkDensFieldMoist,waterRetentionThirdBar,fieldWaterContent,laboratoryName,remarks,dataQF,publicationDate,release
9cd66257-deeb-40b7-bee8-9324ca084458,HARV_059.basePlot.all,D01,HARV,HARV_059,S2017MA027059,2017-08-28,17N04286,Bw,2018-02-07,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)",S2017MA027059-3,clod,33.5,25,42,1.39,1.4,,12.5,,USDA NRCS Kellogg Soil Survey Laboratory,"",,20201217T212702Z,RELEASE-2021
4cf5c114-7e37-4ed3-a6ee-289bf4cf122e,HARV_024.basePlot.all,D01,HARV,HARV_024,S2017MA027024,2017-08-29,17N04266,Oa1,2017-11-27,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Field Core (3B7)",S2017MA027024-2,field core,13.5,9,18,,,0.09,,799.2,USDA NRCS Kellogg Soil Survey Laboratory,"",,20201217T212702Z,RELEASE-2021
a990d97d-ac59-405b-8932-43b9cfb6b5aa,HARV_024.basePlot.all,D01,HARV,HARV_024,S2017MA027024,2017-08-29,17N04267,Oa2,2017-11-27,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Field Core (3B7)",S2017MA027024-3,field core,27.5,18,37,,,0.11,,671.2,USDA NRCS Kellogg Soil Survey Laboratory,"",,20201217T212702Z,RELEASE-2021
3202b029-e063-4a3e-8712-7cc93e1e3453,HARV_024.basePlot.all,D01,HARV,HARV_024,S2017MA027024,2017-08-29,17N04268,Oa3,2017-11-27,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Field Core (3B7)",S2017MA027024-4,field core,54,37,71,,,0.12,,627.3,USDA NRCS Kellogg Soil Survey Laboratory,"",,20201217T212702Z,RELEASE-2021
fe7d9c37-4ff6-4eac-93ff-e672eb380d1c,HARV_024.basePlot.all,D01,HARV,HARV_024,S2017MA027024,2017-08-29,17N04265,Oe,2017-11-27,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Field Core (3B7)",S2017MA027024-1,field core,4.5,0,9,,,0.06,,1032.2,USDA NRCS Kellogg Soil Survey Laboratory,"",,20201217T212702Z,RELEASE-2021
d47b4043-8e13-4620-9122-76a332973a04,HARV_024.basePlot.all,D01,HARV,HARV_024,S2017MA027024,2017-08-29,17N04269,Oa4,2017-11-27,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Field Core (3B7)",S2017MA027024-5,field core,87.5,71,104,,,0.18,,606.7,USDA NRCS Kellogg Soil Survey Laboratory,"",,20201217T212702Z,RELEASE-2021
8f6ebc0e-49e2-4d87-b4ee-7c29ecdd4f47,SERC_025.basePlot.all,D02,SERC,SERC_025,S2016MD003025,2016-04-04,16N03624,Cj,2017-03-07,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)",S2016MD003025-5,clod,86.5,73,100,1.44,1.6,,21.4,,USDA NRCS Kellogg Soil Survey Laboratory,,,20201217T174747Z,RELEASE-2021
fae5eb8e-0169-4624-9c95-bfd50fd53032,SERC_025.basePlot.all,D02,SERC,SERC_025,S2016MD003025,2016-04-04,16N03621,Bt,2017-03-07,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)",S2016MD003025-2,clod,18,11,25,1.44,1.67,,23.2,,USDA NRCS Kellogg Soil Survey Laboratory,,,20201217T174747Z,RELEASE-2021
e1390405-f885-4184-9184-9b6df87eac2e,SERC_025.basePlot.all,D02,SERC,SERC_025,S2016MD003025,2016-04-04,16N03623,BCj,2017-03-07,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)",S2016MD003025-4,clod,60.5,48,73,1.5,1.67,,21.7,,USDA NRCS Kellogg Soil Survey Laboratory,,,20201217T174747Z,RELEASE-2021
350dcfe4-6c81-4193-933a-95dac4d4398d,SERC_025.basePlot.all,D02,SERC,SERC_025,S2016MD003025,2016-04-04,16N03620,Ap,2017-03-07,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)",S2016MD003025-1,clod,5.5,0,11,1.23,1.48,,25.6,,USDA NRCS Kellogg Soil Survey Laboratory,,,20201217T174747Z,RELEASE-2021
e41da5bd-705c-45f4-8ce4-7827c15bb2a4,SERC_025.basePlot.all,D02,SERC,SERC_025,S2016MD003025,2016-04-04,16N03622,BCt,2017-03-07,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)",S2016MD003025-3,clod,36.5,25,48,1.5,1.7,,21.8,,USDA NRCS Kellogg Soil Survey Laboratory,,,20201217T174747Z,RELEASE-2021
a62e18da-498c-4e80-a11c-1434b16ffbc3,SERC_022.basePlot.all,D02,SERC,SERC_022,S2016MD003022,2016-04-05,16N03618,Bt,2017-04-13,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)",S2016MD003022-3,clod,57.5,36,79,1.4,1.67,,28.7,,USDA NRCS Kellogg Soil Survey Laboratory,,,20201217T174747Z,RELEASE-2021
abd67a7b-77c2-4247-8fe4-8af6a520f224,SERC_068.basePlot.all,D02,SERC,SERC_068,S2016MD003068,2016-04-05,16N03650,Bt2,2017-04-13,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)",S2016MD003068-4,clod,82,64,100,1.44,1.57,,24.3,,USDA NRCS Kellogg Soil Survey Laboratory,,,20201217T174747Z,RELEASE-2021
cd46f6cc-d825-4f36-aa1f-ae30127c97f7,SERC_022.basePlot.all,D02,SERC,SERC_022,S2016MD003022,2016-04-05,16N03619,BCt,2017-03-07,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)",S2016MD003022-4,clod,89.5,79,100,0.98,1.25,,52.5,,USDA NRCS Kellogg Soil Survey Laboratory,,,20201217T174747Z,RELEASE-2021
82b412ad-eb87-405b-bf5a-eca595efed89,SERC_068.basePlot.all,D02,SERC,SERC_068,S2016MD003068,2016-04-05,16N03649,Bt1,2017-03-07,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)",S2016MD003068-3,clod,52,40,64,1.57,1.69,,21.6,,USDA NRCS Kellogg Soil Survey Laboratory,,,20201217T174747Z,RELEASE-2021
5da899b9-896c-43fd-a185-df23f6cd116e,SERC_012.basePlot.all,D02,SERC,SERC_012,S2016MD003012,2016-04-05,16N03595,Bt2,2017-03-07,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)",S2016MD003012-4,clod,81.5,70,93,1.43,1.53,,18.7,,USDA NRCS Kellogg Soil Survey Laboratory,,,20201217T174747Z,RELEASE-2021
cbfc11d1-8966-4eeb-a3c9-852458207af2,SERC_012.basePlot.all,D02,SERC,SERC_012,S2016MD003012,2016-04-05,16N03594,Bt1,2017-04-13,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)",S2016MD003012-3,clod,52,34,70,1.4,1.52,,22.5,,USDA NRCS Kellogg Soil Survey Laboratory,,,20201217T174747Z,RELEASE-2021
6584da41-dcb9-4f3f-95a6-0cdc14988f6f,SERC_004.basePlot.all,D02,SERC,SERC_004,S2016MD003004,2016-04-05,16N03568,BC,2017-03-07,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)",S2016MD003004-4,clod,83.5,67,100,1.49,1.58,,17.3,,USDA NRCS Kellogg Soil Survey Laboratory,,,20201217T174747Z,RELEASE-2021
bee4f3ed-34e3-4efe-925c-6af4c050eb05,SERC_022.basePlot.all,D02,SERC,SERC_022,S2016MD003022,2016-04-05,16N03616,Ap,2017-04-13,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)",S2016MD003022-1,clod,6.5,0,13,1.09,1.16,,27.1,,USDA NRCS Kellogg Soil Survey Laboratory,,,20201217T174747Z,RELEASE-2021
e2ef3ee0-31f9-48a0-8f8c-e6b7130adb39,SERC_012.basePlot.all,D02,SERC,SERC_012,S2016MD003012,2016-04-05,16N03593,BE,2017-04-13,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)",S2016MD003012-2,clod,27.5,21,34,1.37,1.42,,13.2,,USDA NRCS Kellogg Soil Survey Laboratory,,,20201217T174747Z,RELEASE-2021
60722d46-d00b-4489-972a-3d37a974567c,SERC_022.basePlot.all,D02,SERC,SERC_022,S2016MD003022,2016-04-05,16N03617,E,2017-04-13,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)",S2016MD003022-2,clod,24.5,13,36,1.52,1.54,,12.2,,USDA NRCS Kellogg Soil Survey Laboratory,,,20201217T174747Z,RELEASE-2021
6a2bbfcc-d2ef-4316-a16d-dc10bc0878ad,SERC_068.basePlot.all,D02,SERC,SERC_068,S2016MD003068,2016-04-05,16N03648,BE,2017-03-07,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)",S2016MD003068-2,clod,32.5,25,40,1.55,1.61,,17.8,,USDA NRCS Kellogg Soil Survey Laboratory,,,20201217T174747Z,RELEASE-2021
95169aca-8f6e-46f6-82da-755656e7dc63,SERC_012.basePlot.all,D02,SERC,SERC_012,S2016MD003012,2016-04-05,16N03596,BCt,2017-03-03,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Soil Cores (3B6)",S2016MD003012-5,intact core,96.5,93,100,,,1.31,,11,USDA NRCS Kellogg Soil Survey Laboratory,,,20201217T174747Z,RELEASE-2021
742e4179-10d2-4082-af50-7e95b48eb0aa,SERC_068.basePlot.all,D02,SERC,SERC_068,S2016MD003068,2016-04-05,16N03647,Ap,2017-04-13,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)",S2016MD003068-1,clod,12.5,0,25,1.41,1.45,,17,,USDA NRCS Kellogg Soil Survey Laboratory,,,20201217T174747Z,RELEASE-2021
8967c911-b2a5-4d48-9f17-5a4134eb178e,SERC_004.basePlot.all,D02,SERC,SERC_004,S2016MD003004,2016-04-05,16N03565,Ap,2017-03-07,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)",S2016MD003004-1,clod,6.5,0,13,1.18,1.25,,25,,USDA NRCS Kellogg Soil Survey Laboratory,,,20201217T174747Z,RELEASE-2021
8a0e8679-d879-4264-9d72-30b4cb4e334b,SERC_004.basePlot.all,D02,SERC,SERC_004,S2016MD003004,2016-04-05,16N03566,Bt1,2017-03-07,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)",S2016MD003004-2,clod,28,13,43,1.51,1.62,,21.3,,USDA NRCS Kellogg Soil Survey Laboratory,,,20201217T174747Z,RELEASE-2021
6eab9cc7-4ef8-45f8-a5e4-67b61988a1d7,SERC_004.basePlot.all,D02,SERC,SERC_004,S2016MD003004,2016-04-05,16N03567,Bt2,2017-03-07,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)",S2016MD003004-3,clod,55,43,67,1.53,1.6,,19.8,,USDA NRCS Kellogg Soil Survey Laboratory,,,20201217T174747Z,RELEASE-2021
0ded5424-ad5e-45c3-a18d-2de9bfc2cc20,SERC_012.basePlot.all,D02,SERC,SERC_012,S2016MD003012,2016-04-05,16N03592,Ap,2017-04-13,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)",S2016MD003012-1,clod,10.5,0,21,1.2,1.24,,17.8,,USDA NRCS Kellogg Soil Survey Laboratory,,,20201217T174747Z,RELEASE-2021
12fbf9bd-c472-49ef-af99-0f790f239289,SERC_001.basePlot.all,D02,SERC,SERC_001,S2016MD003001,2016-04-06,16N03564,Ab,2017-03-07,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)",S2016MD003001-6,clod,94,88,100,1.51,1.64,,26,,USDA NRCS Kellogg Soil Survey Laboratory,,,20201217T174747Z,RELEASE-2021
43e367cb-b1b3-4dae-8bb2-a79e067d33ab,SERC_001.basePlot.all,D02,SERC,SERC_001,S2016MD003001,2016-04-06,16N03562,Bt2,2017-03-07,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)",S2016MD003001-4,clod,53.5,41,66,1.36,1.56,,29.7,,USDA NRCS Kellogg Soil Survey Laboratory,,,20201217T174747Z,RELEASE-2021
bee2be04-238a-4438-8196-74b2f42dae41,SERC_011.basePlot.all,D02,SERC,SERC_011,S2016MD003011,2016-04-06,16N03589,BE,2017-03-07,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)",S2016MD003011-3,clod,34.5,29,40,1.6,1.66,,13.1,,USDA NRCS Kellogg Soil Survey Laboratory,,,20201217T174747Z,RELEASE-2021
961dc74e-699d-4673-8457-f684d449e654,SERC_020.basePlot.all,D02,SERC,SERC_020,S2016MD003020,2016-04-06,16N03611,Ap,2017-04-13,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)",S2016MD003020-1,clod,12,0,24,1.69,1.82,,19.3,,USDA NRCS Kellogg Soil Survey Laboratory,,,20201217T174747Z,RELEASE-2021
42777e17-6330-42c7-9e64-2a2b16a3bb93,SERC_020.basePlot.all,D02,SERC,SERC_020,S2016MD003020,2016-04-06,16N03613,Bt2,2017-03-07,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)",S2016MD003020-3,clod,48,38,58,1.47,1.62,,22.2,,USDA NRCS Kellogg Soil Survey Laboratory,,,20201217T174747Z,RELEASE-2021
3968b1cd-15b2-4828-abdf-2b4f4f658bf8,SERC_011.basePlot.all,D02,SERC,SERC_011,S2016MD003011,2016-04-06,16N03591,Bt2,2017-03-07,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)",S2016MD003011-5,clod,84,68,100,1.56,1.61,,15.6,,USDA NRCS Kellogg Soil Survey Laboratory,,,20201217T174747Z,RELEASE-2021
de538528-942e-44ef-a215-861732f604c9,SERC_001.basePlot.all,D02,SERC,SERC_001,S2016MD003001,2016-04-06,16N03560,BA,2017-03-07,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)",S2016MD003001-2,clod,15.5,8,23,1.44,1.49,,17.6,,USDA NRCS Kellogg Soil Survey Laboratory,,,20201217T174747Z,RELEASE-2021
ed770d97-023c-489d-a4ee-3fe3c743dab1,SERC_026.basePlot.all,D02,SERC,SERC_026,S2016MD003026,2016-04-06,16N03629,BCt,2017-03-07,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)",S2016MD003026-5,clod,97,94,100,1.35,1.53,,26.2,,USDA NRCS Kellogg Soil Survey Laboratory,,,20201217T174747Z,RELEASE-2021
783666a1-8027-4e1a-9d4e-d3c3a551f780,SERC_011.basePlot.all,D02,SERC,SERC_011,S2016MD003011,2016-04-06,16N03588,Ap,2017-03-07,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)",S2016MD003011-2,clod,19,9,29,1.47,1.51,,14.4,,USDA NRCS Kellogg Soil Survey Laboratory,,,20201217T174747Z,RELEASE-2021
fb8dba39-107a-45cb-8e1c-b0ebd1aa8cf8,SERC_011.basePlot.all,D02,SERC,SERC_011,S2016MD003011,2016-04-06,16N03590,Bt1,2017-03-07,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)",S2016MD003011-4,clod,54,40,68,1.66,1.69,,13.5,,USDA NRCS Kellogg Soil Survey Laboratory,,,20201217T174747Z,RELEASE-2021
7e1f9e94-359c-48dc-84f8-e4b6b5202a45,SERC_001.basePlot.all,D02,SERC,SERC_001,S2016MD003001,2016-04-06,16N03563,BCtg,2017-03-07,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)",S2016MD003001-5,clod,77,66,88,1.46,1.56,,25.1,,USDA NRCS Kellogg Soil Survey Laboratory,,,20201217T174747Z,RELEASE-2021
e817231b-2b02-446e-b25d-0dd62fac9dba,SERC_026.basePlot.all,D02,SERC,SERC_026,S2016MD003026,2016-04-06,16N03627,Bt1,2017-04-13,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)",S2016MD003026-3,clod,36.5,19,54,1.33,1.78,,31.8,,USDA NRCS Kellogg Soil Survey Laboratory,,,20201217T174747Z,RELEASE-2021
a7c541d2-e380-4f6a-8b9e-74f9ecfc7ca5,SERC_020.basePlot.all,D02,SERC,SERC_020,S2016MD003020,2016-04-06,16N03612,Bt1,2017-03-07,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)",S2016MD003020-2,clod,31,24,38,1.51,1.69,,23.3,,USDA NRCS Kellogg Soil Survey Laboratory,,,20201217T174747Z,RELEASE-2021
224b0fde-71f3-4305-a5fe-67f05368f735,SERC_026.basePlot.all,D02,SERC,SERC_026,S2016MD003026,2016-04-06,16N03628,Bt2,2017-03-07,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)",S2016MD003026-4,clod,74,54,94,1.38,1.68,,29.6,,USDA NRCS Kellogg Soil Survey Laboratory,,,20201217T174747Z,RELEASE-2021
529af80b-796a-48a8-a950-d28c884ace8f,SERC_026.basePlot.all,D02,SERC,SERC_026,S2016MD003026,2016-04-06,16N03626,BA,2017-03-07,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)",S2016MD003026-2,clod,13.5,8,19,1.51,1.63,,14.5,,USDA NRCS Kellogg Soil Survey Laboratory,,,20201217T174747Z,RELEASE-2021
92f9c0ba-fb25-40ba-bb60-24601288bd46,SERC_026.basePlot.all,D02,SERC,SERC_026,S2016MD003026,2016-04-06,16N03625,A,2016-08-31,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Compliant Cavity (3B3)",S2016MD003026-1,compliant cavity,4,0,8,,,1.17,,34.1,USDA NRCS Kellogg Soil Survey Laboratory,,,20201217T174747Z,RELEASE-2021
73892b8e-9999-4780-9aaf-ad5bfe8d410a,SERC_001.basePlot.all,D02,SERC,SERC_001,S2016MD003001,2016-04-06,16N03559,A,2016-08-31,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Compliant Cavity (3B3)",S2016MD003001-1,compliant cavity,4,0,8,,,0.95,,50.7,USDA NRCS Kellogg Soil Survey Laboratory,,,20201217T174747Z,RELEASE-2021
d5e15e6c-169f-4e2c-bf76-585c695dce6b,SERC_011.basePlot.all,D02,SERC,SERC_011,S2016MD003011,2016-04-06,16N03587,A,2017-03-07,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)",S2016MD003011-1,clod,4.5,0,9,1.16,1.23,,29.3,,USDA NRCS Kellogg Soil Survey Laboratory,,,20201217T174747Z,RELEASE-2021
34dd6fe3-ba33-4c51-85fb-dd703a25d3ac,SERC_001.basePlot.all,D02,SERC,SERC_001,S2016MD003001,2016-04-06,16N03561,Bt1,2017-04-13,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)",S2016MD003001-3,clod,32,23,41,1.33,1.58,,29.9,,USDA NRCS Kellogg Soil Survey Laboratory,,,20201217T174747Z,RELEASE-2021
936b514e-40c0-437b-ad3c-ded78073830a,SERC_020.basePlot.all,D02,SERC,SERC_020,S2016MD003020,2016-04-06,16N03614,Cg1,2017-03-07,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)",S2016MD003020-4,clod,73,58,88,1.57,1.71,,16.8,,USDA NRCS Kellogg Soil Survey Laboratory,,,20201217T174747Z,RELEASE-2021
9fdc34da-2579-40fa-9234-88e76787bd20,SERC_020.basePlot.all,D02,SERC,SERC_020,S2016MD003020,2016-04-06,16N03615,Cg2,2017-03-07,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)",S2016MD003020-5,clod,94,88,100,1.3,1.58,,30.4,,USDA NRCS Kellogg Soil Survey Laboratory,,,20201217T174747Z,RELEASE-2021
6667b00f-682e-43bf-98a5-a92bba51472f,SERC_006.basePlot.all,D02,SERC,SERC_006,S2016MD003006,2016-04-07,16N03571,Bt1,2017-03-07,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)",S2016MD003006-3,clod,36,20,52,1.58,1.66,,20.2,,USDA NRCS Kellogg Soil Survey Laboratory,,,20201217T174747Z,RELEASE-2021
05a330ae-6379-4688-a63a-661185080f8f,SERC_006.basePlot.all,D02,SERC,SERC_006,S2016MD003006,2016-04-07,16N03570,Ap,2017-04-13,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)",S2016MD003006-2,clod,13.5,7,20,1.48,1.55,,19.5,,USDA NRCS Kellogg Soil Survey Laboratory,,,20201217T174747Z,RELEASE-2021
7e521e5e-db6d-46ec-8a3f-da0a96ba48af,SERC_009.basePlot.all,D02,SERC,SERC_009,S2016MD003009,2016-04-07,16N03578,Ap,2017-03-07,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)",S2016MD003009-2,clod,19.5,14,25,1.28,1.31,,16.6,,USDA NRCS Kellogg Soil Survey Laboratory,,,20201217T174747Z,RELEASE-2021
2690a125-d3fd-485e-9ec9-1770dd803ddd,SERC_009.basePlot.all,D02,SERC,SERC_009,S2016MD003009,2016-04-07,16N03580,BE,2017-04-13,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)",S2016MD003009-4,clod,47.5,39,56,1.49,1.53,,12.7,,USDA NRCS Kellogg Soil Survey Laboratory,,,20201217T174747Z,RELEASE-2021
4d4e68d5-600d-4fa7-a9b6-8281babafb79,SERC_019.basePlot.all,D02,SERC,SERC_019,S2016MD003019,2016-04-07,16N03610,CBt,2017-03-07,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)",S2016MD003019-5,clod,89,78,100,1.49,1.68,,23.3,,USDA NRCS Kellogg Soil Survey Laboratory,,,20201217T174747Z,RELEASE-2021
abf26ca1-964a-4196-a006-8c7f22ef1ac0,SERC_019.basePlot.all,D02,SERC,SERC_019,S2016MD003019,2016-04-07,16N03607,Ap,2017-03-07,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)",S2016MD003019-2,clod,20,10,30,1.5,1.62,,16.4,,USDA NRCS Kellogg Soil Survey Laboratory,,,20201217T174747Z,RELEASE-2021
4bb1331f-d219-42a7-b088-b7e2fb16859f,SERC_009.basePlot.all,D02,SERC,SERC_009,S2016MD003009,2016-04-07,16N03577,A,2017-03-07,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)",S2016MD003009-1,clod,7,0,14,1.14,1.17,,23.5,,USDA NRCS Kellogg Soil Survey Laboratory,,,20201217T174747Z,RELEASE-2021
09281537-f5df-4837-8c87-1b9db1adab9d,SERC_009.basePlot.all,D02,SERC,SERC_009,S2016MD003009,2016-04-07,16N03581,Bt,2017-03-07,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)",S2016MD003009-5,clod,78,56,100,1.6,1.57,,20.6,,USDA NRCS Kellogg Soil Survey Laboratory,,,20201217T174747Z,RELEASE-2021
0a12a9dd-5b0b-407e-9371-cb781a77ebf3,SERC_006.basePlot.all,D02,SERC,SERC_006,S2016MD003006,2016-04-07,16N03572,Bt2,2017-03-07,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)",S2016MD003006-4,clod,76,52,100,1.53,1.58,,17.1,,USDA NRCS Kellogg Soil Survey Laboratory,,,20201217T174747Z,RELEASE-2021
109e1fef-118b-47eb-8e5d-bd50276d8212,SERC_019.basePlot.all,D02,SERC,SERC_019,S2016MD003019,2016-04-07,16N03606,A,2017-03-07,"Kellogg Soil Survey Laboratory Methods Manual, Soil Survey Investigations Report No. 42 Version 5.0, Issued 2014","Bulk Density, Clods (3B1)",S2016MD003019-1,clod,5,0,10,1.09,1.27,,30.9,,USDA NRCS Kellogg Soil Survey Laboratory,,,20201217T174747Z,RELEASE-2021
