"","siteID","plotID","taxonID","genus","species","sumBA","mycType","majorGroup","totalBAbyPlot","speciesDominance"
"1383","SERC","SERC_014","LIST2","Liquidambar","styraciflua",0.89378860773344,"A","A",1.2527084998226,71.3484907191106
"1384","SERC","SERC_014","LITU","Liriodendron","tulipifera",0.0264090132442392,"A","A",1.2527084998226,2.10815311367162
"1385","SERC","SERC_014","NYSY","Nyssa","sylvatica",0.17990565950231,"A","A",1.2527084998226,14.3613346223632
"1386","SERC","SERC_014","SAAL5","Sassafras","albidum",0.0330063578167778,"A","A",1.2527084998226,2.63479954206839
"1387","SERC","SERC_016","ACRU","Acer","rubrum",0.0222738919139516,"A","A",2.11404288464813,1.05361589756297
"1388","SERC","SERC_016","COFL2","Cornus","florida",0.01674154725098,"A","A",2.11404288464813,0.791920891130196
"1389","SERC","SERC_016","FAGR","Fagus","grandifolia",0.0403388350702563,"E","A",2.11404288464813,1.90813702802299
"1390","SERC","SERC_016","LIST2","Liquidambar","styraciflua",0.0381876295007107,"A","A",2.11404288464813,1.80637913156936
"1391","SERC","SERC_016","LITU","Liriodendron","tulipifera",1.84549640302662,"A","A",2.11404288464813,87.2970182595796
"1392","SERC","SERC_016","QUFA","Quercus","falcata",0.0685566202847999,"E","A",2.11404288464813,3.24291530614861
"1393","SERC","SERC_016","SAAL5","Sassafras","albidum",0.0824479576008105,"A","A",2.11404288464813,3.90001348598628
"1394","SERC","SERC_017","ACRU","Acer","rubrum",0.217831751414609,"A","A",1.63205031495643,13.3471222926375
"1395","SERC","SERC_017","ASTR","Asimina","triloba",0.00972951244816759,"A","A",1.63205031495643,0.596152726359258
"1396","SERC","SERC_017","DIVI5","Diospyros","virginiana",0.127305188305092,"A","A",1.63205031495643,7.80032252305231
"1397","SERC","SERC_017","LIST2","Liquidambar","styraciflua",1.185306414838,"A","A",1.63205031495643,72.6268304338181
"1398","SERC","SERC_017","LITU","Liriodendron","tulipifera",0.00933131557932508,"A","A",1.63205031495643,0.571754160629185
"1399","SERC","SERC_017","PRSES","Prunus","serotina",0.00636172512351933,"A","A",1.63205031495643,0.389799570835485
"1400","SERC","SERC_017","ULMUS","Ulmus","sp.",0.0761844072477159,"A","A",1.63205031495643,4.66801829266825
"1401","SERC","SERC_019","ASTR","Asimina","triloba",0.00661305253580652,"A","A",1.5651186834717,0.42252722465351
"1402","SERC","SERC_019","CEOC","Celtis","occidentalis",0.0132732289614169,"A","A",1.5651186834717,0.848065332143031
"1403","SERC","SERC_019","LIBE3","Lindera","benzoin",0.00403851735618968,"A","A",1.5651186834717,0.258032659046122
"1404","SERC","SERC_019","LIST2","Liquidambar","styraciflua",0.359098962870418,"A","A",1.5651186834717,22.9438806566334
"1405","SERC","SERC_019","LITU","Liriodendron","tulipifera",1.18198182441234,"A","A",1.5651186834717,75.5202680087175
"1406","SERC","SERC_019","LOJA","Lonicera","japonica",0.000113097335529233,"A","A",1.5651186834717,0.00722611880642583
"1407","SERC","SERC_021","CAGL8","Carya","glabra",0.0289529178954835,"E","A",1.80542617412825,1.60366113610065
"1408","SERC","SERC_021","FAGR","Fagus","grandifolia",0.0574503048561966,"E","A",1.80542617412825,3.18209105857992
"1409","SERC","SERC_021","LIBE3","Lindera","benzoin",0.000969181333632451,"A","A",1.80542617412825,0.0536815820840982
"1410","SERC","SERC_021","LIST2","Liquidambar","styraciflua",0.130623495545447,"A","A",1.80542617412825,7.23505050592933
"1411","SERC","SERC_021","LITU","Liriodendron","tulipifera",1.58743027449749,"A","A",1.80542617412825,87.925515717306
"1412","SERC","SERC_022","ACRU","Acer","rubrum",0.124262555820091,"A","A",0.508690609460076,24.4279240680269
"1413","SERC","SERC_022","ASTR","Asimina","triloba",0.00125192467245553,"A","A",0.508690609460076,0.246107289809089
"1414","SERC","SERC_022","FAGR","Fagus","grandifolia",9.50331777710913e-05,"E","A",0.508690609460076,0.0186819209955457
"1415","SERC","SERC_022","LIBE3","Lindera","benzoin",0.00156608393781451,"A","A",0.508690609460076,0.30786570632329
"1416","SERC","SERC_022","LIST2","Liquidambar","styraciflua",0.039816545291597,"A","A",0.508690609460076,7.82726170900978
"1417","SERC","SERC_022","LOJA","Lonicera","japonica",0.00113254415161912,"A","A",0.508690609460076,0.222639091533693
"1418","SERC","SERC_022","PRSES","Prunus","serotina",0.0916944501784887,"A","A",0.508690609460076,18.025583424041
"1419","SERC","SERC_022","ROPS","Robinia","pseudoacacia",0.15136271944812,"A","A",0.508690609460076,29.7553594725831
"1420","SERC","SERC_022","SAAL5","Sassafras","albidum",0.0634358242594485,"A","A",0.508690609460076,12.4704138585887
"1421","SERC","SERC_022","ULMUS","Ulmus","sp.",0.0277591126871194,"A","A",0.508690609460076,5.45697368319476
"1422","SERC","SERC_022","VITIS","Vitis","sp.",0.00631381583555209,"A","A",0.508690609460076,1.24118977589415
"1423","SERC","SERC_044","ACRU","Acer","rubrum",0.0990292836264575,"A","A",1.93124381831187,5.12774630978602
"1424","SERC","SERC_044","FAGR","Fagus","grandifolia",0.0165129963854313,"E","A",1.93124381831187,0.855044620925473
"1425","SERC","SERC_044","LIBE3","Lindera","benzoin",0.00681411446563626,"A","A",1.93124381831187,0.35283553536977
"1426","SERC","SERC_044","LIST2","Liquidambar","styraciflua",1.49823653207126,"A","A",1.93124381831187,77.578838977509
"1427","SERC","SERC_044","LITU","Liriodendron","tulipifera",0.299439332980584,"A","A",1.93124381831187,15.5049989100977
"1428","SERC","SERC_044","VITIS","Vitis","sp.",0.0112115587824986,"A","A",1.93124381831187,0.580535646312063
"1429","SERC","SERC_045","ACRU","Acer","rubrum",0.654469933364603,"A","A",2.70530947160965,24.1920541894675
"1430","SERC","SERC_045","CAGL8","Carya","glabra",0.223946076116658,"E","A",2.70530947160965,8.27802062820601
"1431","SERC","SERC_045","CATO6","Carya","tomentosa",0.522327477771146,"E","A",2.70530947160965,19.3074945122771
"1432","SERC","SERC_045","FAGR","Fagus","grandifolia",0.764221472717763,"E","A",2.70530947160965,28.248948252972
"1433","SERC","SERC_045","ILOP","Ilex","opaca",0.020873526988614,"A","A",2.70530947160965,0.771576309759278
"1434","SERC","SERC_045","KALA","Kalmia","latifolia",0.0110426981773681,"ER","A",2.70530947160965,0.40818613520019
"1435","SERC","SERC_045","LITU","Liriodendron","tulipifera",0.276982443294561,"A","A",2.70530947160965,10.2384753463994
"1436","SERC","SERC_045","NYSY","Nyssa","sylvatica",0.00411705717252942,"A","A",2.70530947160965,0.152184332910341
"1437","SERC","SERC_045","QUAL","Quercus","alba",0.227328786006411,"E","A",2.70530947160965,8.40306029280823
"1438","SERC","SERC_047","CACA18","Carpinus","caroliniana",0.0250165023005355,"E","A",3.85746108837799,0.648522479615073
"1439","SERC","SERC_047","CAGL8","Carya","glabra",0.461449695329883,"E","A",3.85746108837799,11.9625236588949
"1440","SERC","SERC_047","COFL2","Cornus","florida",0.00819484443688897,"A","A",3.85746108837799,0.212441402496034
"1441","SERC","SERC_047","FAGR","Fagus","grandifolia",0.299202928133402,"E","A",3.85746108837799,7.75647300849928
"1442","SERC","SERC_047","ILOP","Ilex","opaca",0.00256432500349267,"A","A",3.85746108837799,0.0664770154446569
"1443","SERC","SERC_047","LIST2","Liquidambar","styraciflua",0.167002353075853,"A","A",3.85746108837799,4.32933344626621
"1444","SERC","SERC_047","LITU","Liriodendron","tulipifera",1.20211943332185,"A","A",3.85746108837799,31.1634882576955
"1445","SERC","SERC_047","NYSY","Nyssa","sylvatica",0.223798421261939,"A","A",3.85746108837799,5.80170262601517
"1446","SERC","SERC_047","QUAL","Quercus","alba",1.46793587092739,"E","A",3.85746108837799,38.0544569937485
"1447","SERC","SERC_047","VACO","Vaccinium","corymbosum",0.000176714586764426,"ER","A",3.85746108837799,0.00458111132467008
"1448","SERC","SERC_049","CACA18","Carpinus","caroliniana",0.0155940805342563,"E","A",2.11958936647805,0.735712340365614
"1449","SERC","SERC_049","CAGL8","Carya","glabra",0.549760650220456,"E","A",2.11958936647805,25.9371300363688
"1450","SERC","SERC_049","FAGR","Fagus","grandifolia",0.503301207262843,"E","A",2.11958936647805,23.7452223162989
"1451","SERC","SERC_049","LIST2","Liquidambar","styraciflua",0.50890423776052,"A","A",2.11958936647805,24.0095674100369
"1452","SERC","SERC_049","QUAL","Quercus","alba",0.31470040469356,"E","A",2.11958936647805,14.8472345479102
"1453","SERC","SERC_049","QUFA","Quercus","falcata",0.227328786006411,"E","A",2.11958936647805,10.7251333490196
"1454","SERC","SERC_050","ACRU","Acer","rubrum",0.265194402260129,"A","A",3.1430558503682,8.43747024823189
"1455","SERC","SERC_050","CACA18","Carpinus","caroliniana",0.041984244222574,"E","A",3.1430558503682,1.33577786146102
"1456","SERC","SERC_050","CACO15","Carya","cordiformis",0.00159043128087983,"E","A",3.1430558503682,0.0506014323828677
"1457","SERC","SERC_050","CATO6","Carya","tomentosa",0.0038484510006475,"E","A",3.1430558503682,0.122442972185705
"1458","SERC","SERC_050","COFL2","Cornus","florida",0.0169716689128555,"A","A",3.1430558503682,0.539973507338957
"1459","SERC","SERC_050","FAGR","Fagus","grandifolia",0.413856922822488,"E","A",3.1430558503682,13.167342310319
"1460","SERC","SERC_050","ILOP","Ilex","opaca",0.00113411494794592,"A","A",3.1430558503682,0.036083194252277
"1461","SERC","SERC_050","LIST2","Liquidambar","styraciflua",1.46974071590687,"A","A",3.1430558503682,46.7615208216773
"1462","SERC","SERC_050","LITU","Liriodendron","tulipifera",0.0380132711084365,"A","A",3.1430558503682,1.20943670485471
"1463","SERC","SERC_050","NYSY","Nyssa","sylvatica",0.20207744965502,"A","A",3.1430558503682,6.42933053930132
"1464","SERC","SERC_050","QURU","Quercus","rubra",0.688644178250353,"E","A",3.1430558503682,21.910020407995
"1465","TREE","TREE_001","ABBA","Abies","balsamea",0.0942289300517723,"E","G",1.21219137936926,7.77343674072346
"1466","TREE","TREE_001","ACRU","Acer","rubrum",0.00155037597454656,"A","A",1.21219137936926,0.127898614107723
"1467","TREE","TREE_001","COCO6","Corylus","cornuta",0.000617322956430394,"E","A",1.21219137936926,0.0509261958909169
"1468","TREE","TREE_001","PIGL","Picea","glauca",0.0749906020393518,"E","G",1.21219137936926,6.18636655198554
"1469","TREE","TREE_001","PIST","Pinus","strobus",1.04054967934221,"E","G",1.21219137936926,85.8403794195969
"1470","TREE","TREE_001","POTR5","Populus","tremuloides",0.000254469004940773,"E","A",1.21219137936926,0.0209924776954925
"1471","TREE","TREE_002","ABBA","Abies","balsamea",0.0650623838558446,"E","G",1.0845571092337,5.9989818241858
"1472","TREE","TREE_002","ACRU","Acer","rubrum",0.00109563043793944,"A","A",1.0845571092337,0.101021000057209
"1473","TREE","TREE_002","PIMA","Picea","mariana",0.79362363836271,"E","G",1.0845571092337,73.174905369755
"1474","TREE","TREE_002","POTR5","Populus","tremuloides",0.224775456577206,"E","A",1.0845571092337,20.725091806002
"1475","TREE","TREE_003","ABBA","Abies","balsamea",0.000176714586764426,"E","G",1.24849405327781,0.0141542193413318
"1476","TREE","TREE_003","ACRU","Acer","rubrum",0.974961078716893,"A","A",1.24849405327781,78.0909669659393
"1477","TREE","TREE_003","ACSA3","Acer","saccharum",0.272281049888464,"A","A",1.24849405327781,21.8087582534826
"1478","TREE","TREE_003","PIGL","Picea","glauca",0.00107521008569111,"E","G",1.24849405327781,0.0861205612368146
"1479","TREE","TREE_004","ABBA","Abies","balsamea",0.113632191678506,"E","G",0.182462915922332,62.276869304706
"1480","TREE","TREE_004","BENI","Betula","nigra",0.00255175863287831,"E","A",0.182462915922332,1.39850808586469
"1481","TREE","TREE_004","BEPA","Betula","papyrifera",0.0660519855417254,"E","A",0.182462915922332,36.2002246910498
"1482","TREE","TREE_004","PIGL","Picea","glauca",0.000226980069221863,"E","G",0.182462915922332,0.12439791837947
"1483","TREE","TREE_005","ABBA","Abies","balsamea",0.0254469004940773,"E","G",0.367566340470006,6.92307692307692
"1484","TREE","TREE_005","PIST","Pinus","strobus",0.342119439975929,"E","G",0.367566340470006,93.0769230769231
"1485","TREE","TREE_006","ABBA","Abies","balsamea",0.000346360590058275,"E","G",0.220931717965539,0.156772686714137
"1486","TREE","TREE_006","ACRU","Acer","rubrum",0.0706858347057703,"A","A",0.220931717965539,31.9944258600279
"1487","TREE","TREE_006","PIGL","Picea","glauca",0.0441150294398713,"E","G",0.220931717965539,19.9677211792434
"1488","TREE","TREE_006","PIST","Pinus","strobus",0.105784493229839,"E","G",0.220931717965539,47.8810802740145
"1489","TREE","TREE_007","ACRU","Acer","rubrum",0.00138936935105009,"A","A",0.0153922332062632,9.02643126849679
"1490","TREE","TREE_007","POTR5","Populus","tremuloides",0.0138897665196839,"E","A",0.0153922332062632,90.2387998775385
"1491","TREE","TREE_007","PRVI","Prunus","virginiana",0.000113097335529233,"A","A",0.0153922332062632,0.73476885396469
"1492","TREE","TREE_008","ABBA","Abies","balsamea",0.0407857266252295,"E","G",0.0407857266252295,100
"1493","TREE","TREE_009","ABBA","Abies","balsamea",0.00406522089374519,"E","G",1.22543005081148,0.331738306160616
"1494","TREE","TREE_009","ACRU","Acer","rubrum",0.00685338437380613,"A","A",1.22543005081148,0.559263612742955
"1495","TREE","TREE_009","LALA","Larix","laricina",0.589837947702301,"E","G",1.22543005081148,48.133138836583
"1496","TREE","TREE_009","PIMA","Picea","mariana",0.624673497841631,"E","G",1.22543005081148,50.9758592445134
"1497","TREE","TREE_010","ACRU","Acer","rubrum",0.0622545854216987,"A","A",0.548925771972764,11.341166438217
"1498","TREE","TREE_010","AMELA","Amelanchier","sp.",9.50331777710913e-05,"A","A",0.548925771972764,0.0173125735068978
"1499","TREE","TREE_010","COCO6","Corylus","cornuta",0.008558483786542,"E","A",0.548925771972764,1.55913316946005
"1500","TREE","TREE_010","POTR5","Populus","tremuloides",0.473021751869381,"E","A",0.548925771972764,86.1722615371848
"1501","TREE","TREE_010","PRSE2","Prunus","serotina",0.00499591771737117,"A","A",0.548925771972764,0.910126281631216
"1502","TREE","TREE_011","LALA","Larix","laricina",0.000113097335529233,"E","G",0.0108581296089697,1.04159132007233
"1503","TREE","TREE_011","PIMA","Picea","mariana",0.00985203456165759,"E","G",0.0108581296089697,90.7341772151899
"1504","TREE","TREE_011","PRVI","Prunus","virginiana",0.000892997711782899,"A","A",0.0108581296089697,8.22423146473779
"1505","TREE","TREE_012","ABBA","Abies","balsamea",0.028819400207706,"E","G",1.03823746714917,2.77580044253645
"1506","TREE","TREE_012","ACRU","Acer","rubrum",0.0623881031094763,"A","A",1.03823746714917,6.00903984719254
"1507","TREE","TREE_012","ILVE","Ilex","verticillata",0.00103358398303104,"A","A",1.03823746714917,0.099551790003215
"1508","TREE","TREE_012","LALA","Larix","laricina",0.7731255316962,"E","G",1.03823746714917,74.4651928059459
"1509","TREE","TREE_012","PIMA","Picea","mariana",0.172870848152759,"E","G",1.03823746714917,16.6504151143219
"1510","TREE","TREE_014","ABBA","Abies","balsamea",0.034712242627677,"E","G",0.426885892955088,8.13150380477179
"1511","TREE","TREE_014","ACRU","Acer","rubrum",0.388133562174895,"A","A",0.426885892955088,90.9220868106151
"1512","TREE","TREE_014","COCO6","Corylus","cornuta",0.000191637151868977,"E","A",0.426885892955088,0.0448918914940905
"1513","TREE","TREE_014","POTR5","Populus","tremuloides",0.0038484510006475,"E","A",0.426885892955088,0.90151749311903
"1514","TREE","TREE_015","ABBA","Abies","balsamea",0.180416953706681,"E","G",0.860534064097029,20.9656957503473
"1515","TREE","TREE_015","ACRU","Acer","rubrum",0.445225725468582,"A","A",0.860534064097029,51.7383034610912
"1516","TREE","TREE_015","BEPA","Betula","papyrifera",0.0506833142803641,"E","A",0.860534064097029,5.88975107377613
"1517","TREE","TREE_015","PIMA","Picea","mariana",0.0251649425534176,"E","G",0.860534064097029,2.92434008174024
"1518","TREE","TREE_015","POTR5","Populus","tremuloides",0.159043128087983,"E","A",0.860534064097029,18.4819096330451
"1519","TREE","TREE_016","ACRU","Acer","rubrum",0.573280183621556,"A","A",0.574595725545246,99.7710491280731
"1520","TREE","TREE_016","AMELA","Amelanchier","sp.",0.000684867198482575,"A","A",0.574595725545246,0.119191140489722
"1521","TREE","TREE_016","COCO6","Corylus","cornuta",0.000630674725208151,"E","A",0.574595725545246,0.10975973143721
"1522","TREE","TREE_017","ACRU","Acer","rubrum",0.413112365363587,"A","A",0.642338673332767,64.313793099232
"1523","TREE","TREE_017","ACSA3","Acer","saccharum",0.218820567702326,"A","A",0.642338673332767,34.0662296677512
"1524","TREE","TREE_017","COCO6","Corylus","cornuta",0.000265464579228338,"E","A",0.642338673332767,0.0413278213268676
"1525","TREE","TREE_017","POTR5","Populus","tremuloides",0.0101402756876245,"E","A",0.642338673332767,1.5786494116899
"1526","TREE","TREE_018","ABBA","Abies","balsamea",0.00520561902699829,"E","G",1.47409339252842,0.353140381293576
"1527","TREE","TREE_018","ACRU","Acer","rubrum",0.00123857290367778,"A","A",1.47409339252842,0.0840226887899774
"1528","TREE","TREE_018","COCO6","Corylus","cornuta",0.000476736685182251,"E","A",1.47409339252842,0.0323410095722995
"1529","TREE","TREE_018","PIST","Pinus","strobus",1.46717246391256,"E","G",1.47409339252842,99.5304959203442
"1530","TREE","TREE_019","ABBA","Abies","balsamea",0.0320489574555963,"E","G",0.359109173046542,8.92457220841936
"1531","TREE","TREE_019","ACRU","Acer","rubrum",0.300102994428655,"A","A",0.359109173046542,83.5687353466074
"1532","TREE","TREE_019","POPUL","Populus","sp.",0.00220618344098343,"B","A",0.359109173046542,0.614348951954369
"1533","TREE","TREE_019","POTR5","Populus","tremuloides",0.0247510377213072,"E","A",0.359109173046542,6.89234349301886
"1534","TREE","TREE_023","ABBA","Abies","balsamea",0.155562243427806,"E","G",0.753132436048754,20.6553636494466
"1535","TREE","TREE_023","ACRU","Acer","rubrum",0.113003873147788,"A","A",0.753132436048754,15.0045155060182
"1536","TREE","TREE_023","BEPA","Betula","papyrifera",0.0203583057934253,"E","A",0.753132436048754,2.70315084292922
"1537","TREE","TREE_023","PIGL","Picea","glauca",0.0394081382466304,"E","G",0.753132436048754,5.23256420256998
"1538","TREE","TREE_023","PIST","Pinus","strobus",0.404571945734803,"E","G",0.753132436048754,53.7185661339134
"1539","TREE","TREE_023","POTR5","Populus","tremuloides",0.000868650368717578,"E","A",0.753132436048754,0.115338329241916
"1540","TREE","TREE_023","PRSE2","Prunus","serotina",0.0193592793295837,"A","A",0.753132436048754,2.57050133588065
"1541","TREE","TREE_039","ABBA","Abies","balsamea",0.0991612305179082,"E","G",2.27479582453783,4.35912662790537
"1542","TREE","TREE_039","ACRU","Acer","rubrum",1.12704165208636,"A","A",2.27479582453783,49.544738913671
"1543","TREE","TREE_039","BEPA","Betula","papyrifera",0.153360772375803,"E","A",2.27479582453783,6.74173790550898
"1544","TREE","TREE_039","ILVE","Ilex","verticillata",0.000289811922293658,"A","A",2.27479582453783,0.0127401289894903
"1545","TREE","TREE_039","PIGL","Picea","glauca",0.148888715233418,"E","G",2.27479582453783,6.54514632158986
"1546","TREE","TREE_039","PRSE2","Prunus","serotina",0.000962112750161874,"A","A",2.27479582453783,0.0422944661575219
"1547","TREE","TREE_039","TSCA","Tsuga","canadensis",0.745091529651891,"E","G",2.27479582453783,32.7542156361778
"1548","TREE","TREE_040","ABBA","Abies","balsamea",0.0563499620292767,"E","G",1.58283805143611,3.5600585908426
"1549","TREE","TREE_040","ACRU","Acer","rubrum",0.195395282080834,"A","A",1.58283805143611,12.3446161724222
"1550","TREE","TREE_040","BEAL2","Betula","alleghaniensis",0.154552221389677,"E","A",1.58283805143611,9.76424728034885
"1551","TREE","TREE_040","ILMU","Ilex","mucronata",0.000962112750161874,"A","A",1.58283805143611,0.0607840296288651
"1552","TREE","TREE_040","LALA","Larix","laricina",0.432162983214956,"E","G",1.58283805143611,27.3030448581177
"1553","TREE","TREE_040","PIST","Pinus","strobus",0.139650076637373,"E","G",1.58283805143611,8.82276468591776
"1554","TREE","TREE_040","TSCA","Tsuga","canadensis",0.603765413333828,"E","G",1.58283805143611,38.1444843827221
"1555","TREE","TREE_041","ABBA","Abies","balsamea",0.00183469010969644,"E","G",1.87058594735636,0.0980810377779942
"1556","TREE","TREE_041","ACRU","Acer","rubrum",0.440885615217648,"A","A",1.87058594735636,23.5693856163486
"1557","TREE","TREE_041","ACSA3","Acer","saccharum",1.35765026082312,"A","A",1.87058594735636,72.5788763003295
"1558","TREE","TREE_041","BEAL2","Betula","alleghaniensis",0.0702153812058953,"E","A",1.87058594735636,3.75365704554386
"1559","TREE","TREE_042","ABBA","Abies","balsamea",0.0235831506523352,"E","G",2.82167956128576,0.8357841540869
"1560","TREE","TREE_042","ACRU","Acer","rubrum",0.55846521806539,"A","A",2.82167956128576,19.7919432712236
"1561","TREE","TREE_042","ACSA3","Acer","saccharum",1.92766868587208,"A","A",2.82167956128576,68.3163571200727
"1562","TREE","TREE_042","TIAM","Tilia","americana",0.209928289696341,"E","A",2.82167956128576,7.43983450766755
"1563","TREE","TREE_042","TSCA","Tsuga","canadensis",0.102034216999616,"E","G",2.82167956128576,3.61608094694926
"1564","TREE","TREE_043","ABBA","Abies","balsamea",0.00950331777710912,"E","G",1.57139322939908,0.604770187328815
"1565","TREE","TREE_043","ACRU","Acer","rubrum",0.00225487812711407,"A","A",1.57139322939908,0.143495471720746
"1566","TREE","TREE_043","PIGL","Picea","glauca",1.54634609657017,"E","G",1.57139322939908,98.4060556988345
"1567","TREE","TREE_043","POTR5","Populus","tremuloides",0.0132889369246848,"E","A",1.57139322939908,0.845678642115996
"1568","TREE","TREE_060","ABBA","Abies","balsamea",0.0212937150060316,"E","G",0.0694386224222952,30.6655205175768
"1569","TREE","TREE_060","ACRU","Acer","rubrum",0.0257265022402468,"A","A",0.0694386224222952,37.0492693299552
"1570","TREE","TREE_060","COCO6","Corylus","cornuta",0.000514435797025329,"E","A",0.0694386224222952,0.74084965841741
"1571","TREE","TREE_060","QURU","Quercus","rubra",0.0219039693789914,"E","A",0.0694386224222952,31.5443604940506
