uid,analysisDate,namedLocation,domainID,siteID,plotID,plotType,setDate,collectDate,massSampleMixtureID,cnSampleID,cnSampleCode,sampleType,co2Trapped,d15N,d13C,nitrogenPercent,carbonPercent,CNratio,cnIsotopeQF,cnPercentQF,isotopeAccuracyQF,percentAccuracyQF,analyticalRepNumber,remarks,laboratoryName,testMethod,instrument,analyzedBy,reviewedBy,dataQF,publicationDate,release
c8fd09e9-b922-4034-9392-91358c600784,2017-03-30,BART_051.basePlot.ltr,D01,BART,BART_051,tower,2016-09-20T16:00Z,2016-10-10T16:00Z,NEON.LTR.BART051.20161010.NDL,NEON.LTR.BART051.20161010.NDL.CN,,vegetation,N,-2.1,-30,0.5,52.1,105.2,OK,OK,,,1,,University of Wyoming Stable Isotope Facility,"010 EA-IRMS organic d15n, d13c, C% & N%",,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,dryingProtocolError,20211221T214309Z,RELEASE-2022
98081193-148a-485d-a48d-efe825640228,2017-03-31,BART_074.basePlot.ltr,D01,BART,BART_074,tower,2016-09-20T16:00Z,2016-10-11T16:00Z,NEON.LTR.BART074.20161011.LVS,NEON.LTR.BART074.20161011.LVS.CN,,vegetation,N,-1.8,-28.2,0.7,50,73.5,OK,OK,,,1,,University of Wyoming Stable Isotope Facility,"010 EA-IRMS organic d15n, d13c, C% & N%",,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,dryingProtocolError,20211221T214309Z,RELEASE-2022
d097b7ac-30a7-422d-b676-0e681b458c22,2017-03-30,BART_042.basePlot.ltr,D01,BART,BART_042,tower,2016-09-20T16:00Z,2016-10-11T16:00Z,NEON.LTR.BART042.20161011.LVS,NEON.LTR.BART042.20161011.LVS.CN,,vegetation,N,-2,-27.9,0.7,48.1,68.4,OK,OK,,,1,,University of Wyoming Stable Isotope Facility,"010 EA-IRMS organic d15n, d13c, C% & N%",,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,dryingProtocolError,20211221T214309Z,RELEASE-2022
dc3af1c9-9136-40ca-b413-cd8efb56fedc,2017-03-30,BART_037.basePlot.ltr,D01,BART,BART_037,tower,2016-09-20T16:00Z,2016-10-11T16:00Z,NEON.LTR.BART037.20161011.NDL,NEON.LTR.BART037.20161011.NDL.CN,,vegetation,N,-2.3,-29.3,0.5,50.9,98.2,OK,OK,,,2,,University of Wyoming Stable Isotope Facility,"010 EA-IRMS organic d15n, d13c, C% & N%",,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,dryingProtocolError,20211221T214309Z,RELEASE-2022
14c4dced-09db-464c-b1d9-019fce2b525e,2017-03-30,BART_046.basePlot.ltr,D01,BART,BART_046,tower,2016-09-20T16:00Z,2016-10-11T16:00Z,NEON.LTR.BART046.20161011.LVS,NEON.LTR.BART046.20161011.LVS.CN,,vegetation,N,-3.6,-28.1,0.6,50.5,82.6,OK,OK,,,1,,University of Wyoming Stable Isotope Facility,"010 EA-IRMS organic d15n, d13c, C% & N%",,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,dryingProtocolError,20211221T214309Z,RELEASE-2022
bcfc0507-694b-474b-b817-4bdf80d4dbcf,2017-03-30,BART_072.basePlot.ltr,D01,BART,BART_072,tower,2016-09-20T16:00Z,2016-10-11T16:00Z,NEON.LTR.BART072.20161011.NDL,NEON.LTR.BART072.20161011.NDL.CN,,vegetation,N,-1.6,-29.9,0.5,52.5,113.1,OK,OK,,,1,,University of Wyoming Stable Isotope Facility,"010 EA-IRMS organic d15n, d13c, C% & N%",,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,dryingProtocolError,20211221T214309Z,RELEASE-2022
6c2ed010-2a48-4219-b557-b4d20d68d81f,2017-03-30,BART_072.basePlot.ltr,D01,BART,BART_072,tower,2016-09-20T16:00Z,2016-10-11T16:00Z,NEON.LTR.BART072.20161011.LVS,NEON.LTR.BART072.20161011.LVS.CN,,vegetation,N,-3,-27.9,0.6,50.7,83.5,OK,OK,,,1,,University of Wyoming Stable Isotope Facility,"010 EA-IRMS organic d15n, d13c, C% & N%",,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,dryingProtocolError,20211221T214309Z,RELEASE-2022
8954aedf-7398-4ea4-94fa-4e9535791305,2017-03-31,BART_075.basePlot.ltr,D01,BART,BART_075,tower,2016-09-20T16:00Z,2016-10-11T16:00Z,NEON.LTR.BART075.20161011.LVS,NEON.LTR.BART075.20161011.LVS.CN,,vegetation,N,-3,-28.1,0.7,49.9,72.5,OK,OK,,,1,,University of Wyoming Stable Isotope Facility,"010 EA-IRMS organic d15n, d13c, C% & N%",,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,dryingProtocolError,20211221T214309Z,RELEASE-2022
950a9064-32c7-4ae6-9478-1e2435368ce0,2017-03-30,BART_050.basePlot.ltr,D01,BART,BART_050,tower,2016-09-20T16:00Z,2016-10-11T16:00Z,NEON.LTR.BART050.20161011.NDL,NEON.LTR.BART050.20161011.NDL.CN,,vegetation,N,-2.6,-29.1,0.5,52.2,113.7,OK,OK,,,1,,University of Wyoming Stable Isotope Facility,"010 EA-IRMS organic d15n, d13c, C% & N%",,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,dryingProtocolError,20211221T214309Z,RELEASE-2022
cba07cd1-38fc-4d37-beb4-7c8f349070ae,2017-03-30,BART_050.basePlot.ltr,D01,BART,BART_050,tower,2016-09-20T16:00Z,2016-10-11T16:00Z,NEON.LTR.BART050.20161011.LVS,NEON.LTR.BART050.20161011.LVS.CN,,vegetation,N,-1.7,-27.9,0.7,47.7,65.8,OK,OK,,,1,,University of Wyoming Stable Isotope Facility,"010 EA-IRMS organic d15n, d13c, C% & N%",,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,dryingProtocolError,20211221T214309Z,RELEASE-2022
e2035dfd-a879-4792-8db1-8d40faa360ac,2017-04-22,BART_044.basePlot.ltr,D01,BART,BART_044,tower,2016-09-20T16:00Z,2016-10-11T16:00Z,NEON.LTR.BART044.20161011.NDL,NEON.LTR.BART044.20161011.NDL.CN,,vegetation,N,-1.9,-29,0.4,53.2,126.6,OK,OK,,,1,,University of Wyoming Stable Isotope Facility,"010 EA-IRMS organic d15n, d13c, C% & N%",,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,dryingProtocolError,20211221T214309Z,RELEASE-2022
c16d5bd0-bf88-457e-bac3-a71339bc18b7,2017-03-31,BART_074.basePlot.ltr,D01,BART,BART_074,tower,2016-09-20T16:00Z,2016-10-11T16:00Z,NEON.LTR.BART074.20161011.NDL,NEON.LTR.BART074.20161011.NDL.CN,,vegetation,N,-2.1,-30.6,0.4,52.2,117.6,OK,OK,,,1,,University of Wyoming Stable Isotope Facility,"010 EA-IRMS organic d15n, d13c, C% & N%",,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,dryingProtocolError,20211221T214309Z,RELEASE-2022
8c49067e-32fe-4102-bcf4-9d0b801f2cda,2017-03-31,BART_075.basePlot.ltr,D01,BART,BART_075,tower,2016-09-20T16:00Z,2016-10-11T16:00Z,NEON.LTR.BART075.20161011.NDL,NEON.LTR.BART075.20161011.NDL.CN,,vegetation,N,-2.9,-29.5,0.5,52,113.6,OK,OK,,,1,,University of Wyoming Stable Isotope Facility,"010 EA-IRMS organic d15n, d13c, C% & N%",,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,dryingProtocolError,20211221T214309Z,RELEASE-2022
4bf1e34a-e5a1-4b4d-9d87-bf39b49decd0,2017-03-30,BART_042.basePlot.ltr,D01,BART,BART_042,tower,2016-09-20T16:00Z,2016-10-11T16:00Z,NEON.LTR.BART042.20161011.NDL,NEON.LTR.BART042.20161011.NDL.CN,,vegetation,N,-0.9,-30.5,0.5,51.7,95.4,OK,OK,,,1,,University of Wyoming Stable Isotope Facility,"010 EA-IRMS organic d15n, d13c, C% & N%",,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,dryingProtocolError,20211221T214309Z,RELEASE-2022
501db809-f81e-4253-a468-b52b88eda8ef,2017-03-30,BART_037.basePlot.ltr,D01,BART,BART_037,tower,2016-09-20T16:00Z,2016-10-11T16:00Z,NEON.LTR.BART037.20161011.NDL,NEON.LTR.BART037.20161011.NDL.CN,,vegetation,N,-2.2,-29.2,0.5,51.1,100.1,OK,OK,,,1,,University of Wyoming Stable Isotope Facility,"010 EA-IRMS organic d15n, d13c, C% & N%",,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,dryingProtocolError,20211221T214309Z,RELEASE-2022
14949b5a-32b0-4abe-a136-efb47f087cc4,2017-03-30,BART_036.basePlot.ltr,D01,BART,BART_036,tower,2016-09-20T16:00Z,2016-10-11T16:00Z,NEON.LTR.BART036.20161011.LVS,NEON.LTR.BART036.20161011.LVS.CN,,vegetation,N,-3.7,-28.5,0.5,50.5,105.1,OK,OK,,,1,,University of Wyoming Stable Isotope Facility,"010 EA-IRMS organic d15n, d13c, C% & N%",,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,dryingProtocolError,20211221T214309Z,RELEASE-2022
d95150a0-2a61-4049-bbf4-431eab8461a7,2017-03-30,BART_036.basePlot.ltr,D01,BART,BART_036,tower,2016-09-20T16:00Z,2016-10-11T16:00Z,NEON.LTR.BART036.20161011.NDL,NEON.LTR.BART036.20161011.NDL.CN,,vegetation,N,-2.5,-30.1,0.6,51.3,85.5,OK,OK,,,1,,University of Wyoming Stable Isotope Facility,"010 EA-IRMS organic d15n, d13c, C% & N%",,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,dryingProtocolError,20211221T214309Z,RELEASE-2022
38c3f927-6204-4034-9348-54b53aa0e940,2017-03-30,BART_037.basePlot.ltr,D01,BART,BART_037,tower,2016-09-20T16:00Z,2016-10-11T16:00Z,NEON.LTR.BART037.20161011.LVS,NEON.LTR.BART037.20161011.LVS.CN,,vegetation,N,-3.6,-28.6,0.6,49.2,88.5,OK,OK,,,1,,University of Wyoming Stable Isotope Facility,"010 EA-IRMS organic d15n, d13c, C% & N%",,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,dryingProtocolError,20211221T214309Z,RELEASE-2022
8835b4bc-a0af-4ddd-9537-2b32e2f92f6a,2017-03-30,BART_044.basePlot.ltr,D01,BART,BART_044,tower,2016-09-20T16:00Z,2016-10-11T16:00Z,NEON.LTR.BART044.20161011.LVS,NEON.LTR.BART044.20161011.LVS.CN,,vegetation,N,-3.3,-28.4,0.6,50.3,88.2,OK,OK,,,1,,University of Wyoming Stable Isotope Facility,"010 EA-IRMS organic d15n, d13c, C% & N%",,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,dryingProtocolError,20211221T214309Z,RELEASE-2022
1730ad24-86db-4393-b3bf-eaf4e74edbce,2019-02-07,HARV_043.basePlot.ltr,D01,HARV,HARV_043,tower,2018-10-01T16:00Z,2018-10-15T16:00Z,NEON.LTR.HARV043.20181015.NDL,NEON.LTR.HARV043.20181015.NDL.CN,A00000032837,vegetation,N,,-28.8,,53.61,,OK,OK,OK,OK,1,Nitrogen peak too small. Data removed,University of Wyoming Stable Isotope Facility,"010 EA-IRMS organic d15n, d13c, C% & N%",Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,dryingProtocolError,20211221T230847Z,RELEASE-2022
52156e00-23f0-40e7-90fe-03d8d53bc0f4,2019-02-07,HARV_050.basePlot.ltr,D01,HARV,HARV_050,tower,2018-10-01T16:00Z,2018-10-15T16:00Z,NEON.LTR.HARV050.20181015.LVS,NEON.LTR.HARV050.20181015.LVS.CN,A00000032782,vegetation,N,-3.1,-29.9,1.04,51.8,50,OK,OK,OK,OK,1,"",University of Wyoming Stable Isotope Facility,"010 EA-IRMS organic d15n, d13c, C% & N%",Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,dryingProtocolError,20211221T230847Z,RELEASE-2022
aaf6b800-0f99-467c-828d-59ad58301032,2019-02-07,HARV_051.basePlot.ltr,D01,HARV,HARV_051,tower,2018-10-01T16:00Z,2018-10-15T16:00Z,NEON.LTR.HARV051.20181015.LVS,NEON.LTR.HARV051.20181015.LVS.CN,A00000032832,vegetation,N,-4.2,-29.7,1.03,51.19,49.6,OK,OK,OK,OK,1,"",University of Wyoming Stable Isotope Facility,"010 EA-IRMS organic d15n, d13c, C% & N%",Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,dryingProtocolError,20211221T230847Z,RELEASE-2022
17d797d6-77c8-43dc-bd79-d7a8c32727e8,2019-02-07,HARV_040.basePlot.ltr,D01,HARV,HARV_040,tower,2018-10-01T16:00Z,2018-10-15T16:00Z,NEON.LTR.HARV040.20181015.LVS,NEON.LTR.HARV040.20181015.LVS.CN,AA00000032806,vegetation,N,-4.4,-31,0.7,51.38,72.9,OK,OK,OK,OK,1,"",University of Wyoming Stable Isotope Facility,"010 EA-IRMS organic d15n, d13c, C% & N%",Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,dryingProtocolError,20211221T230847Z,RELEASE-2022
4ee229d0-ced8-4720-a0b9-f7e64436105d,2019-02-21,HARV_033.basePlot.ltr,D01,HARV,HARV_033,tower,2018-10-01T16:00Z,2018-10-15T16:00Z,NEON.LTR.HARV033.20181015.NDL,NEON.LTR.HARV033.20181015.NDL.CN,A00000032749,vegetation,Y,1.9,,0.53,,,OK,OK,OK,OK,1,CO2 trapped to get good nitrogen data,University of Wyoming Stable Isotope Facility,"009 EA-IRMS organic d15n, & N%",Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,dryingProtocolError,20211221T230847Z,RELEASE-2022
03f51250-33c6-4c56-aceb-3993562a2ac5,2019-02-21,HARV_035.basePlot.ltr,D01,HARV,HARV_035,tower,2018-10-01T16:00Z,2018-10-15T16:00Z,NEON.LTR.HARV035.20181015.NDL,NEON.LTR.HARV035.20181015.NDL.CN,A00000032798,vegetation,Y,-3.3,,0.58,,,OK,OK,OK,OK,1,CO2 trapped to get good nitrogen data,University of Wyoming Stable Isotope Facility,"009 EA-IRMS organic d15n, & N%",Costech 4010 Elemental Analyzer with Costech Zero Blank Autosampler plus Thermo Finnigan Delta Plus XP with Finnigan Conflo III Interface,rHBrhUbTwVSLtfc5tc9S18/eJGkjVJIj,L/6ZjMlRllRQ+sQbi+7sFw==,dryingProtocolError,20211221T230847Z,RELEASE-2022
