uid,analysisDate,namedLocation,domainID,siteID,plotID,plotType,setDate,collectDate,massSampleMixtureID,ligninSampleID,ligninSampleBarcode,analyticalRepNumber,dryMass,ligninPercent,cellulosePercent,measurementQF,accuracyQF,remarks,laboratoryName,testMethod,analyzedBy,reviewedBy,dataQF,publicationDate,release
efee252d-bc09-4a3b-b6f5-05e650a4c87b,2018-12-17,HARV_037.basePlot.ltr,D01,HARV,HARV_037,tower,2018-10-01T16:00Z,2018-10-15T16:00Z,NEON.LTR.HARV037.20181015.LVS,NEON.LTR.HARV037.20181015.LVS.LIG,A00000032826,1,0.538,25.23,15.63,OK,OK,,University of Florida Wetland Biogeochemistry Laboratory,WBL-M-028,8kr+qfmeu1FQ7vvHWE7F/A==,5NMApxg5Cd0pWFY84VRdIg==,,20211221T230847Z,RELEASE-2022
48e39dee-5d2d-4064-9c39-7391169ab4d7,2018-12-13,HARV_046.basePlot.ltr,D01,HARV,HARV_046,tower,2018-10-01T16:00Z,2018-10-15T16:00Z,NEON.LTR.HARV046.20181015.NDL,NEON.LTR.HARV046.20181015.NDL.LIG,A00000032824,1,0.538,30.19,22.92,OK,OK,,University of Florida Wetland Biogeochemistry Laboratory,WBL-M-028,8kr+qfmeu1FQ7vvHWE7F/A==,5NMApxg5Cd0pWFY84VRdIg==,,20211221T230847Z,RELEASE-2022
a8c8d6c6-d3fb-4399-9748-ce89f160d59b,2018-12-13,HARV_041.basePlot.ltr,D01,HARV,HARV_041,tower,2018-10-01T16:00Z,2018-10-15T16:00Z,NEON.LTR.HARV041.20181015.LVS,NEON.LTR.HARV041.20181015.LVS.LIG,A00000032839,1,0.538,28.74,19.21,OK,OK,,University of Florida Wetland Biogeochemistry Laboratory,WBL-M-028,8kr+qfmeu1FQ7vvHWE7F/A==,5NMApxg5Cd0pWFY84VRdIg==,,20211221T230847Z,RELEASE-2022
f3b03324-18fe-4281-bf88-37fa8319b13a,2018-12-13,HARV_051.basePlot.ltr,D01,HARV,HARV_051,tower,2018-10-01T16:00Z,2018-10-15T16:00Z,NEON.LTR.HARV051.20181015.LVS,NEON.LTR.HARV051.20181015.LVS.LIG,A00000032842,1,0.512,27.31,22.57,OK,OK,,University of Florida Wetland Biogeochemistry Laboratory,WBL-M-028,8kr+qfmeu1FQ7vvHWE7F/A==,5NMApxg5Cd0pWFY84VRdIg==,,20211221T230847Z,RELEASE-2022
d75b5c44-fec3-49f6-ba6b-bf9466f7e5c5,2018-12-13,HARV_045.basePlot.ltr,D01,HARV,HARV_045,tower,2018-10-01T16:00Z,2018-10-15T16:00Z,NEON.LTR.HARV045.20181015.LVS,NEON.LTR.HARV045.20181015.LVS.LIG,A00000032814,1,0.532,27.7,23.21,OK,OK,,University of Florida Wetland Biogeochemistry Laboratory,WBL-M-028,8kr+qfmeu1FQ7vvHWE7F/A==,5NMApxg5Cd0pWFY84VRdIg==,,20211221T230847Z,RELEASE-2022
a6e75cf3-65b4-41df-943d-b441f93072bf,2018-12-17,HARV_035.basePlot.ltr,D01,HARV,HARV_035,tower,2018-10-01T16:00Z,2018-10-15T16:00Z,NEON.LTR.HARV035.20181015.NDL,NEON.LTR.HARV035.20181015.NDL.LIG,A00000032816,1,0.523,17.49,18.66,OK,OK,,University of Florida Wetland Biogeochemistry Laboratory,WBL-M-028,8kr+qfmeu1FQ7vvHWE7F/A==,5NMApxg5Cd0pWFY84VRdIg==,,20211221T230847Z,RELEASE-2022
63c07ec5-a8e8-49f7-8573-834fd27999c2,2018-12-13,HARV_043.basePlot.ltr,D01,HARV,HARV_043,tower,2018-10-01T16:00Z,2018-10-15T16:00Z,NEON.LTR.HARV043.20181015.NDL,NEON.LTR.HARV043.20181015.NDL.LIG,A00000032836,1,0.524,21.61,21.05,OK,OK,,University of Florida Wetland Biogeochemistry Laboratory,WBL-M-028,8kr+qfmeu1FQ7vvHWE7F/A==,5NMApxg5Cd0pWFY84VRdIg==,,20211221T230847Z,RELEASE-2022
e965e116-5b22-4271-b2c3-1fcf56905b71,2018-12-17,HARV_036.basePlot.ltr,D01,HARV,HARV_036,tower,2018-10-01T16:00Z,2018-10-15T16:00Z,NEON.LTR.HARV036.20181015.LVS,NEON.LTR.HARV036.20181015.LVS.LIG,A00000032838,1,0.529,23.3,19.03,OK,OK,,University of Florida Wetland Biogeochemistry Laboratory,WBL-M-028,8kr+qfmeu1FQ7vvHWE7F/A==,5NMApxg5Cd0pWFY84VRdIg==,,20211221T230847Z,RELEASE-2022
10f80cb6-97d5-477e-bf49-072c4083ce43,2018-12-13,HARV_049.basePlot.ltr,D01,HARV,HARV_049,tower,2018-10-01T16:00Z,2018-10-15T16:00Z,NEON.LTR.HARV049.20181015.NDL,NEON.LTR.HARV049.20181015.NDL.LIG,A00000032802,2,0.515,25.96,21.69,OK,OK,,University of Florida Wetland Biogeochemistry Laboratory,WBL-M-028,8kr+qfmeu1FQ7vvHWE7F/A==,5NMApxg5Cd0pWFY84VRdIg==,,20211221T230847Z,RELEASE-2022
c6a7fcb3-fdf1-4706-83f3-8599b09a3968,2018-12-13,HARV_052.basePlot.ltr,D01,HARV,HARV_052,tower,2018-10-01T16:00Z,2018-10-15T16:00Z,NEON.LTR.HARV052.20181015.NDL,NEON.LTR.HARV052.20181015.NDL.LIG,A00000032775,1,0.522,20.77,19.3,OK,OK,,University of Florida Wetland Biogeochemistry Laboratory,WBL-M-028,8kr+qfmeu1FQ7vvHWE7F/A==,5NMApxg5Cd0pWFY84VRdIg==,,20211221T230847Z,RELEASE-2022
b0bcd18e-a331-4a0c-8fcd-14a80b10a1ae,2018-12-17,HARV_035.basePlot.ltr,D01,HARV,HARV_035,tower,2018-10-01T16:00Z,2018-10-15T16:00Z,NEON.LTR.HARV035.20181015.LVS,NEON.LTR.HARV035.20181015.LVS.LIG,A00000032805,1,0.533,31.47,20.15,OK,OK,,University of Florida Wetland Biogeochemistry Laboratory,WBL-M-028,8kr+qfmeu1FQ7vvHWE7F/A==,5NMApxg5Cd0pWFY84VRdIg==,,20211221T230847Z,RELEASE-2022
134bef35-cd89-46f7-b4d5-2c5b4f146b63,2018-12-13,HARV_049.basePlot.ltr,D01,HARV,HARV_049,tower,2018-10-01T16:00Z,2018-10-15T16:00Z,NEON.LTR.HARV049.20181015.LVS,NEON.LTR.HARV049.20181015.LVS.LIG,A00000032766,1,0.512,22.58,14.31,OK,OK,,University of Florida Wetland Biogeochemistry Laboratory,WBL-M-028,8kr+qfmeu1FQ7vvHWE7F/A==,5NMApxg5Cd0pWFY84VRdIg==,,20211221T230847Z,RELEASE-2022
1697b395-1d5b-477c-842a-f5df16b483c2,2018-12-13,HARV_049.basePlot.ltr,D01,HARV,HARV_049,tower,2018-10-01T16:00Z,2018-10-15T16:00Z,NEON.LTR.HARV049.20181015.NDL,NEON.LTR.HARV049.20181015.NDL.LIG,A00000032802,1,0.511,25.53,23.23,OK,OK,,University of Florida Wetland Biogeochemistry Laboratory,WBL-M-028,8kr+qfmeu1FQ7vvHWE7F/A==,5NMApxg5Cd0pWFY84VRdIg==,,20211221T230847Z,RELEASE-2022
5d5359f2-f7db-4aac-96d7-abbcbe838e97,2018-12-17,HARV_040.basePlot.ltr,D01,HARV,HARV_040,tower,2018-10-01T16:00Z,2018-10-15T16:00Z,NEON.LTR.HARV040.20181015.LVS,NEON.LTR.HARV040.20181015.LVS.LIG,A00000032744,1,0.509,31.35,20.39,OK,OK,,University of Florida Wetland Biogeochemistry Laboratory,WBL-M-028,8kr+qfmeu1FQ7vvHWE7F/A==,5NMApxg5Cd0pWFY84VRdIg==,,20211221T230847Z,RELEASE-2022
5395e143-04a8-4fd3-9102-760d7d062fad,2018-12-13,HARV_048.basePlot.ltr,D01,HARV,HARV_048,tower,2018-10-01T16:00Z,2018-10-15T16:00Z,NEON.LTR.HARV048.20181015.NDL,NEON.LTR.HARV048.20181015.NDL.LIG,A00000032746,1,0.504,20.83,20.73,OK,OK,,University of Florida Wetland Biogeochemistry Laboratory,WBL-M-028,8kr+qfmeu1FQ7vvHWE7F/A==,5NMApxg5Cd0pWFY84VRdIg==,,20211221T230847Z,RELEASE-2022
8f7957b4-c1f7-4171-8364-52ea7aaf620c,2018-12-17,HARV_033.basePlot.ltr,D01,HARV,HARV_033,tower,2018-10-01T16:00Z,2018-10-15T16:00Z,NEON.LTR.HARV033.20181015.LVS,NEON.LTR.HARV033.20181015.LVS.LIG,A00000032781,1,0.513,26,22.31,OK,OK,,University of Florida Wetland Biogeochemistry Laboratory,WBL-M-028,8kr+qfmeu1FQ7vvHWE7F/A==,5NMApxg5Cd0pWFY84VRdIg==,,20211221T230847Z,RELEASE-2022
fa307c5a-b0e0-4487-8757-c161e450b08f,2018-12-17,HARV_038.basePlot.ltr,D01,HARV,HARV_038,tower,2018-10-01T16:00Z,2018-10-15T16:00Z,NEON.LTR.HARV038.20181015.LVS,NEON.LTR.HARV038.20181015.LVS.LIG,A00000032777,1,0.534,22.34,18.19,OK,OK,,University of Florida Wetland Biogeochemistry Laboratory,WBL-M-028,8kr+qfmeu1FQ7vvHWE7F/A==,5NMApxg5Cd0pWFY84VRdIg==,,20211221T230847Z,RELEASE-2022
20a8b487-d014-46bf-a425-8f6fe7c28116,2018-12-13,HARV_052.basePlot.ltr,D01,HARV,HARV_052,tower,2018-10-01T16:00Z,2018-10-15T16:00Z,NEON.LTR.HARV052.20181015.LVS,NEON.LTR.HARV052.20181015.LVS.LIG,A00000032763,1,0.527,28.03,23.09,OK,OK,,University of Florida Wetland Biogeochemistry Laboratory,WBL-M-028,8kr+qfmeu1FQ7vvHWE7F/A==,5NMApxg5Cd0pWFY84VRdIg==,,20211221T230847Z,RELEASE-2022
376962d2-77d2-427d-a9ed-b35181dc6493,2018-12-13,HARV_050.basePlot.ltr,D01,HARV,HARV_050,tower,2018-10-01T16:00Z,2018-10-15T16:00Z,NEON.LTR.HARV050.20181015.NDL,NEON.LTR.HARV050.20181015.NDL.LIG,A00000032817,1,0.527,32.69,24.56,OK,OK,,University of Florida Wetland Biogeochemistry Laboratory,WBL-M-028,8kr+qfmeu1FQ7vvHWE7F/A==,5NMApxg5Cd0pWFY84VRdIg==,,20211221T230847Z,RELEASE-2022
6e51bdad-3344-453e-a8f1-0a66d13146f1,2018-12-17,HARV_033.basePlot.ltr,D01,HARV,HARV_033,tower,2018-10-01T16:00Z,2018-10-15T16:00Z,NEON.LTR.HARV033.20181015.NDL,NEON.LTR.HARV033.20181015.NDL.LIG,A00000032835,1,0.52,30.76,21.71,OK,OK,,University of Florida Wetland Biogeochemistry Laboratory,WBL-M-028,8kr+qfmeu1FQ7vvHWE7F/A==,5NMApxg5Cd0pWFY84VRdIg==,,20211221T230847Z,RELEASE-2022
8d1d1f33-5489-4bc2-aeab-42feb85da40f,2018-12-13,HARV_043.basePlot.ltr,D01,HARV,HARV_043,tower,2018-10-01T16:00Z,2018-10-15T16:00Z,NEON.LTR.HARV043.20181015.LVS,NEON.LTR.HARV043.20181015.LVS.LIG,A00000032761,1,0.504,29.01,14.14,OK,OK,,University of Florida Wetland Biogeochemistry Laboratory,WBL-M-028,8kr+qfmeu1FQ7vvHWE7F/A==,5NMApxg5Cd0pWFY84VRdIg==,,20211221T230847Z,RELEASE-2022
d2662c42-b6ed-4947-89f8-dce078079c39,2018-12-17,HARV_050.basePlot.ltr,D01,HARV,HARV_050,tower,2018-10-01T16:00Z,2018-10-15T16:00Z,NEON.LTR.HARV050.20181015.LVS,NEON.LTR.HARV050.20181015.LVS.LIG,A00000032840,1,0.511,28.26,19.54,OK,OK,,University of Florida Wetland Biogeochemistry Laboratory,WBL-M-028,8kr+qfmeu1FQ7vvHWE7F/A==,5NMApxg5Cd0pWFY84VRdIg==,,20211221T230847Z,RELEASE-2022
07f3e75e-79a8-464e-a009-387ca12199a8,2018-12-17,HARV_040.basePlot.ltr,D01,HARV,HARV_040,tower,2018-10-01T16:00Z,2018-10-15T16:00Z,NEON.LTR.HARV040.20181015.NDL,NEON.LTR.HARV040.20181015.NDL.LIG,A00000032799,1,0.524,31.44,20.97,OK,OK,,University of Florida Wetland Biogeochemistry Laboratory,WBL-M-028,8kr+qfmeu1FQ7vvHWE7F/A==,5NMApxg5Cd0pWFY84VRdIg==,,20211221T230847Z,RELEASE-2022
e38cf941-f8ca-4db4-a6e3-aaa1496b6908,2018-12-13,HARV_046.basePlot.ltr,D01,HARV,HARV_046,tower,2018-10-01T16:00Z,2018-10-15T16:00Z,NEON.LTR.HARV046.20181015.LVS,NEON.LTR.HARV046.20181015.LVS.LIG,A00000032858,1,0.514,25.93,21.22,OK,OK,,University of Florida Wetland Biogeochemistry Laboratory,WBL-M-028,8kr+qfmeu1FQ7vvHWE7F/A==,5NMApxg5Cd0pWFY84VRdIg==,,20211221T230847Z,RELEASE-2022
594ce63b-ba8d-482a-ac25-0f88f6cd29ea,2018-12-13,HARV_048.basePlot.ltr,D01,HARV,HARV_048,tower,2018-10-01T16:00Z,2018-10-15T16:00Z,NEON.LTR.HARV048.20181015.LVS,NEON.LTR.HARV048.20181015.LVS.LIG,A00000032794,1,0.528,27.87,20.85,OK,OK,,University of Florida Wetland Biogeochemistry Laboratory,WBL-M-028,8kr+qfmeu1FQ7vvHWE7F/A==,5NMApxg5Cd0pWFY84VRdIg==,,20211221T230847Z,RELEASE-2022
776f9bb5-8272-440c-bc52-ceacbed4d9b8,2018-12-17,HARV_038.basePlot.ltr,D01,HARV,HARV_038,tower,2018-10-01T16:00Z,2018-10-15T16:00Z,NEON.LTR.HARV038.20181015.NDL,NEON.LTR.HARV038.20181015.NDL.LIG,A00000032760,1,0.512,24.34,21.04,OK,OK,,University of Florida Wetland Biogeochemistry Laboratory,WBL-M-028,8kr+qfmeu1FQ7vvHWE7F/A==,5NMApxg5Cd0pWFY84VRdIg==,,20211221T230847Z,RELEASE-2022
1bba093b-6087-4b48-b80b-c648eea679ac,2018-12-13,HARV_041.basePlot.ltr,D01,HARV,HARV_041,tower,2018-10-01T16:00Z,2018-10-15T16:00Z,NEON.LTR.HARV041.20181015.NDL,NEON.LTR.HARV041.20181015.NDL.LIG,A00000032804,1,0.522,29.05,23.34,OK,OK,,University of Florida Wetland Biogeochemistry Laboratory,WBL-M-028,8kr+qfmeu1FQ7vvHWE7F/A==,5NMApxg5Cd0pWFY84VRdIg==,,20211221T230847Z,RELEASE-2022
e105f903-9d53-4db0-83c2-a12288df1e9e,2018-12-13,HARV_042.basePlot.ltr,D01,HARV,HARV_042,tower,2018-10-01T16:00Z,2018-10-16T16:00Z,NEON.LTR.HARV042.20181016.LVS,NEON.LTR.HARV042.20181016.LVS.LIG,A00000032752,1,0.53,28.44,22.03,OK,OK,,University of Florida Wetland Biogeochemistry Laboratory,WBL-M-028,8kr+qfmeu1FQ7vvHWE7F/A==,5NMApxg5Cd0pWFY84VRdIg==,,20211221T230847Z,RELEASE-2022
053d70c8-a20c-44bd-b25f-c2876046a0d3,2018-12-17,HARV_039.basePlot.ltr,D01,HARV,HARV_039,tower,2018-10-01T16:00Z,2018-10-16T16:00Z,NEON.LTR.HARV039.20181016.LVS,NEON.LTR.HARV039.20181016.LVS.LIG,A00000032787,1,0.515,24.84,19.19,OK,OK,,University of Florida Wetland Biogeochemistry Laboratory,WBL-M-028,8kr+qfmeu1FQ7vvHWE7F/A==,5NMApxg5Cd0pWFY84VRdIg==,,20211221T230847Z,RELEASE-2022
222f59f2-e861-4e46-b621-85c72eca2aeb,2018-12-17,HARV_034.basePlot.ltr,D01,HARV,HARV_034,tower,2018-10-01T16:00Z,2018-10-16T16:00Z,NEON.LTR.HARV034.20181016.NDL,NEON.LTR.HARV034.20181016.NDL.LIG,A00000032769,2,0.543,28.78,21.45,OK,OK,,University of Florida Wetland Biogeochemistry Laboratory,WBL-M-028,8kr+qfmeu1FQ7vvHWE7F/A==,5NMApxg5Cd0pWFY84VRdIg==,,20211221T230847Z,RELEASE-2022
17127162-f11f-4c07-a9d6-49381f2076f8,2018-12-13,HARV_042.basePlot.ltr,D01,HARV,HARV_042,tower,2018-10-01T16:00Z,2018-10-16T16:00Z,NEON.LTR.HARV042.20181016.NDL,NEON.LTR.HARV042.20181016.NDL.LIG,A00000032751,1,0.511,32.55,23.62,OK,OK,,University of Florida Wetland Biogeochemistry Laboratory,WBL-M-028,8kr+qfmeu1FQ7vvHWE7F/A==,5NMApxg5Cd0pWFY84VRdIg==,,20211221T230847Z,RELEASE-2022
4cb8da8d-4885-4847-8e82-6526f3cd8b8c,2018-12-13,HARV_044.basePlot.ltr,D01,HARV,HARV_044,tower,2018-10-01T16:00Z,2018-10-16T16:00Z,NEON.LTR.HARV044.20181016.LVS,NEON.LTR.HARV044.20181016.LVS.LIG,A00000032801,1,0.528,25.87,21.52,OK,OK,,University of Florida Wetland Biogeochemistry Laboratory,WBL-M-028,8kr+qfmeu1FQ7vvHWE7F/A==,5NMApxg5Cd0pWFY84VRdIg==,,20211221T230847Z,RELEASE-2022
951463c6-d6e2-4719-b936-fd9dd62a5a4e,2018-12-13,HARV_047.basePlot.ltr,D01,HARV,HARV_047,tower,2018-10-01T16:00Z,2018-10-16T16:00Z,NEON.LTR.HARV047.20181016.LVS,NEON.LTR.HARV047.20181016.LVS.LIG,A00000032780,1,0.518,27.06,23.68,OK,OK,,University of Florida Wetland Biogeochemistry Laboratory,WBL-M-028,8kr+qfmeu1FQ7vvHWE7F/A==,5NMApxg5Cd0pWFY84VRdIg==,,20211221T230847Z,RELEASE-2022
a587e2e4-c78c-45e1-8631-77224fa3cb73,2018-12-17,HARV_039.basePlot.ltr,D01,HARV,HARV_039,tower,2018-10-01T16:00Z,2018-10-16T16:00Z,NEON.LTR.HARV039.20181016.NDL,NEON.LTR.HARV039.20181016.NDL.LIG,A00000032770,1,0.513,30.28,22.9,OK,OK,,University of Florida Wetland Biogeochemistry Laboratory,WBL-M-028,8kr+qfmeu1FQ7vvHWE7F/A==,5NMApxg5Cd0pWFY84VRdIg==,,20211221T230847Z,RELEASE-2022
15b9be38-cf10-4808-a192-c2bff9e1cc5b,2018-12-13,HARV_044.basePlot.ltr,D01,HARV,HARV_044,tower,2018-10-01T16:00Z,2018-10-16T16:00Z,NEON.LTR.HARV044.20181016.NDL,NEON.LTR.HARV044.20181016.NDL.LIG,A00000032803,1,0.528,33.02,24.93,OK,OK,,University of Florida Wetland Biogeochemistry Laboratory,WBL-M-028,8kr+qfmeu1FQ7vvHWE7F/A==,5NMApxg5Cd0pWFY84VRdIg==,,20211221T230847Z,RELEASE-2022
cee35778-8696-4135-82a8-a8e8693d57f2,2018-12-17,HARV_034.basePlot.ltr,D01,HARV,HARV_034,tower,2018-10-01T16:00Z,2018-10-16T16:00Z,NEON.LTR.HARV034.20181016.NDL,NEON.LTR.HARV034.20181016.NDL.LIG,A00000032769,1,0.548,28.66,22.31,OK,OK,,University of Florida Wetland Biogeochemistry Laboratory,WBL-M-028,8kr+qfmeu1FQ7vvHWE7F/A==,5NMApxg5Cd0pWFY84VRdIg==,,20211221T230847Z,RELEASE-2022
e6a0a038-6db7-4023-9c97-3467bbcf7510,2018-12-17,HARV_034.basePlot.ltr,D01,HARV,HARV_034,tower,2018-10-01T16:00Z,2018-10-16T16:00Z,NEON.LTR.HARV034.20181016.LVS,NEON.LTR.HARV034.20181016.LVS.LIG,A00000032812,1,0.504,26.11,20.84,OK,OK,,University of Florida Wetland Biogeochemistry Laboratory,WBL-M-028,8kr+qfmeu1FQ7vvHWE7F/A==,5NMApxg5Cd0pWFY84VRdIg==,,20211221T230847Z,RELEASE-2022
7c84237c-7fe0-4a08-b18a-556fd8905620,2022-02-18,SERC_051.basePlot.ltr,D02,SERC,SERC_051,tower,2021-11-02T16:00Z,2021-11-16T17:00Z,NEON.LTR.SERC051.20211116.NDL,NEON.LTR.SERC051.20211116.NDL.LIG,A00000165490,1,0.482,25.88,19,OK,OK,,A and L Great Lakes,SOP APF-10-024,5CCjZV/fgtQ=,j+NchQmCR3uWeXRzNkSPNw==,,20220906T155501Z,PROVISIONAL
7432107c-5129-42b9-bccd-c0a5b5eabf43,2022-02-18,SERC_052.basePlot.ltr,D02,SERC,SERC_052,tower,2021-11-02T16:00Z,2021-11-16T17:00Z,NEON.LTR.SERC052.20211116.LVS,NEON.LTR.SERC052.20211116.LVS.LIG,A00000166438,1,0.473,20.92,21.39,OK,OK,,A and L Great Lakes,SOP APF-10-024,5CCjZV/fgtQ=,j+NchQmCR3uWeXRzNkSPNw==,,20220906T155501Z,PROVISIONAL
cdf65a54-1231-493a-8efb-d74c8add76b0,2022-02-18,SERC_049.basePlot.ltr,D02,SERC,SERC_049,tower,2021-11-02T16:00Z,2021-11-16T17:00Z,NEON.LTR.SERC049.20211116.LVS,NEON.LTR.SERC049.20211116.LVS.LIG,A00000165480,1,0.467,27.92,22.25,OK,OK,,A and L Great Lakes,SOP APF-10-024,5CCjZV/fgtQ=,j+NchQmCR3uWeXRzNkSPNw==,,20220906T155501Z,PROVISIONAL
1319749e-cc7a-474c-bfd6-5c396bbaab41,2022-02-18,SERC_047.basePlot.ltr,D02,SERC,SERC_047,tower,2021-11-02T16:00Z,2021-11-16T17:00Z,NEON.LTR.SERC047.20211116.LVS,NEON.LTR.SERC047.20211116.LVS.LIG,A00000165481,1,0.481,22.77,22.75,OK,OK,,A and L Great Lakes,SOP APF-10-024,5CCjZV/fgtQ=,j+NchQmCR3uWeXRzNkSPNw==,,20220906T155501Z,PROVISIONAL
d23e0cc1-4305-47fc-9405-683cbd585a82,2022-02-18,SERC_053.basePlot.ltr,D02,SERC,SERC_053,tower,2021-11-02T16:00Z,2021-11-16T17:00Z,NEON.LTR.SERC053.20211116.LVS,NEON.LTR.SERC053.20211116.LVS.LIG,A00000166461,1,0.466,17.9,21.4,OK,OK,,A and L Great Lakes,SOP APF-10-024,5CCjZV/fgtQ=,j+NchQmCR3uWeXRzNkSPNw==,,20220906T155501Z,PROVISIONAL
3f009c05-2ee9-4c15-a1a0-b90bea7d7391,2022-02-18,SERC_048.basePlot.ltr,D02,SERC,SERC_048,tower,2021-11-02T16:00Z,2021-11-16T17:00Z,NEON.LTR.SERC048.20211116.LVS,NEON.LTR.SERC048.20211116.LVS.LIG,A00000165479,1,0.471,28.82,24.32,OK,OK,,A and L Great Lakes,SOP APF-10-024,5CCjZV/fgtQ=,j+NchQmCR3uWeXRzNkSPNw==,,20220906T155501Z,PROVISIONAL
